club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
BSC Young Boys,Michael Frey,21,Switzerland,Centre-Forward,CF,1500000.0,LOSC Lille,France,,in,summer,Super League,2016,False,
BSC Young Boys,Thorsten Schick,26,Austria,Right-Back,RB,,Sturm Graz,Austria,0.0,in,summer,Super League,2016,False,
BSC Young Boys,Florent Hadergjonaj,22,Kosovo,Right-Back,RB,2800000.0,FC Ingolstadt,Germany,2000000.0,out,summer,Super League,2016,False,
BSC Young Boys,Moreno Costanzo,28,Switzerland,Attacking Midfield,AM,,FC Vaduz,Switzerland,,out,summer,Super League,2016,False,
BSC Young Boys,Samuel Afum,25,Ghana,Centre-Forward,CF,,Wadi Degla,Egypt,0.0,out,summer,Super League,2016,False,
BSC Young Boys,Raphaël Nuzzolo,32,Switzerland,Centre-Forward,CF,,Neuchâtel Xamax,Switzerland,0.0,out,summer,Super League,2016,False,
BSC Young Boys,Yuya Kubo,23,Japan,Attacking Midfield,AM,,KAA Gent,Belgium,3500000.0,out,winter,Super League,2016,False,
BSC Young Boys,Milan Vilotic,30,Serbia,Centre-Back,CB,,Grasshoppers,Switzerland,,out,winter,Super League,2016,False,
BSC Young Boys,Scott Sutter,30,Switzerland,Right-Back,RB,,Orlando,United States,,out,winter,Super League,2016,False,
FC Basel 1893,Éder Balanta,23,Colombia,Defensive Midfield,DM,2000000.0,River Plate,Argentina,3500000.0,in,summer,Super League,2016,False,
FC Basel 1893,Mohamed Elyounoussi,21,Norway,Left Winger,LW,7000000.0,Molde FK,Norway,3200000.0,in,summer,Super League,2016,False,
FC Basel 1893,Blas Riveros,18,Paraguay,Left-Back,LB,1500000.0,Olimpia,Paraguay,1700000.0,in,summer,Super League,2016,False,
FC Basel 1893,Omar Gaber,24,Egypt,Right-Back,RB,,Zamalek,Egypt,1650000.0,in,summer,Super League,2016,False,
FC Basel 1893,Kevin Bua,22,Switzerland,Left Winger,LW,,FC Zürich,Switzerland,1500000.0,in,summer,Super League,2016,False,
FC Basel 1893,Geoffroy Serey Dié,31,Cote d'Ivoire,Defensive Midfield,DM,,VfB Stuttgart,Germany,1200000.0,in,summer,Super League,2016,False,
