club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Arka Gdynia,Adam Marciniak,27,Poland,Centre-Back,CB,,AEK Larnaca,Cyprus,0.0,in,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Pavels Steinbors,30,Latvia,Goalkeeper,GK,,Nea Salamis,Cyprus,0.0,in,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Dawid Soldecki,29,Poland,Centre-Back,CB,,Nieciecza,Poland,0.0,in,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Dariusz Zjawinski,29,Poland,Centre-Forward,CF,,Cracovia,Poland,0.0,in,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Szymon Lewicki,28,Poland,Centre-Forward,CF,,Zawisza,Poland,0.0,in,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Damian Zbozien,27,Poland,Right-Back,RB,,Zaglebie Lubin,Poland,0.0,in,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Andriy Vatseba,20,Ukraine,Defensive Midfield,DM,,Unknown,,0.0,in,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Dominik Hofbauer,25,Austria,Central Midfield,CM,,SCR Altach,Austria,0.0,in,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Adam Danch,29,Poland,Centre-Back,CB,,Górnik Zabrze,Poland,,in,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Jakub Miszczuk,25,Poland,Goalkeeper,GK,,Ruch Chorzow,Poland,0.0,out,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Patrik Lomski,27,Finland,Right Winger,RW,,TPS,Finland,0.0,out,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Robert Sulewski,22,Poland,Defender,Defender,,Stal Mielec,Poland,0.0,out,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Maciej Koziara,19,Poland,Mittelfeld,Mittelfeld,,Drweca NML,Poland,0.0,out,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Sebastian Szerszen,19,Poland,Striker,Striker,,O. Zambrow,Poland,0.0,out,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Maciej Wardzinski,22,Poland,Centre-Forward,CF,,Pogon Lebork,Poland,0.0,out,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Andriy Vatseba,21,Ukraine,Defensive Midfield,DM,,Without Club,,,out,summer,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Luka Zarandia,20,Georgia,Right Winger,RW,,FC Locomotive,Georgia,0.0,in,winter,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Przemyslaw Trytko,29,Poland,Centre-Forward,CF,,Atyrau,Kazakhstan,0.0,in,winter,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Saibou Keita,19,Norway,Attacking Midfield,AM,,Strømsgodset II,Norway,,in,winter,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Rashid Yussuff,27,England,Left Midfield,LM,,ÍA Akranes,Iceland,0.0,out,winter,Pko Bp Ekstraklasa,2016,False,
Arka Gdynia,Dariusz Zjawinski,30,Poland,Centre-Forward,CF,,Pogon Siedlce,Poland,0.0,out,winter,Pko Bp Ekstraklasa,2016,False,
Bruk-Bet Termalica Nieciecza,Roman Gergel,28,Slovakia,Centre-Forward,CF,,Górnik Zabrze,Poland,,in,summer,Pko Bp Ekstraklasa,2016,False,
Bruk-Bet Termalica Nieciecza,Samuel Stefanik,24,Slovakia,Attacking Midfield,AM,,Slo. Bratislava,Slovakia,,in,summer,Pko Bp Ekstraklasa,2016,False,
Bruk-Bet Termalica Nieciecza,David Guba,25,Slovakia,Right Winger,RW,,AS Trencin,Slovakia,0.0,in,summer,Pko Bp Ekstraklasa,2016,False,
Bruk-Bet Termalica Nieciecza,Przemyslaw Szarek,20,Poland,Centre-Back,CB,,Sandecja,Poland,0.0,in,summer,Pko Bp Ekstraklasa,2016,False,
