club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
AC Milan,Gustavo Gómez,23,Paraguay,Centre-Back,CB,8500000.0,Lanús,Argentina,9560000.0,in,summer,Serie A,2016,False,
AC Milan,Gianluca Lapadula,26,Peru,Centre-Forward,CF,2700000.0,Pescara,Italy,9500000.0,in,summer,Serie A,2016,False,
AC Milan,José Sosa,31,Argentina,Central Midfield,CM,,Besiktas,Turkey,7500000.0,in,summer,Serie A,2016,False,
AC Milan,Leonel Vangioni,29,Argentina,Left-Back,LB,,River Plate,Argentina,0.0,in,summer,Serie A,2016,False,
AC Milan,Stephan El Shaarawy,23,Italy,Left Winger,LW,5000000.0,AS Roma,Italy,13000000.0,out,summer,Serie A,2016,False,
AC Milan,Simone Verdi,23,Italy,Attacking Midfield,AM,2700000.0,Bologna,Italy,6400000.0,out,summer,Serie A,2016,False,
AC Milan,Jérémy Ménez,29,France,Centre-Forward,CF,,G. Bordeaux,France,2850000.0,out,summer,Serie A,2016,False,
AC Milan,Alessandro Matri,31,Italy,Centre-Forward,CF,,Sassuolo,Italy,1800000.0,out,summer,Serie A,2016,False,
AC Milan,Gianmario Comi,24,Italy,Centre-Forward,CF,,Carpi,Italy,,out,summer,Serie A,2016,False,
AC Milan,Kevin-Prince Boateng,29,Ghana,Attacking Midfield,AM,,UD Las Palmas,Spain,0.0,out,summer,Serie A,2016,False,
AC Milan,Fernando Torres,32,Spain,Centre-Forward,CF,,Atlético Madrid,Spain,0.0,out,summer,Serie A,2016,False,
AC Milan,Michael Agazzi,32,Italy,Goalkeeper,GK,,Cesena,Italy,0.0,out,summer,Serie A,2016,False,
AC Milan,Matteo Chinellato,24,Italy,Centre-Forward,CF,,Como,Italy,0.0,out,summer,Serie A,2016,False,
AC Milan,Christian Abbiati,38,Italy,Goalkeeper,GK,,,,,out,summer,Serie A,2016,False,
AC Milan,Philippe Mexès,34,France,Centre-Back,CB,,,,,out,summer,Serie A,2016,False,
AC Milan,Alex,34,Brazil,Centre-Back,CB,,Without Club,,,out,summer,Serie A,2016,False,
AC Milan,Marco Storari,40,Italy,Goalkeeper,GK,,Cagliari Calcio,Italy,,in,winter,Serie A,2016,False,
AC Milan,Luiz Adriano,29,Brazil,Centre-Forward,CF,,Spartak Moscow,Russia,0.0,out,winter,Serie A,2016,False,
