club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Chornomorets Odessa,Sergiy Lyulka,26,Ukraine,Right-Back,RB,,Slovan Liberec,Czech Republic,0.0,in,summer,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Oleksiy Khoblenko,22,Ukraine,Centre-Forward,CF,,Dynamo 2 Kyiv,Ukraine,0.0,in,summer,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Volodymyr Barilko,22,Ukraine,Centre-Forward,CF,,Metalist II,Ukraine,0.0,in,summer,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Maksym Tretyakov,20,Ukraine,Left Winger,LW,,Dnipro II,Ukraine,0.0,in,summer,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Sheriff Isa,25,Nigeria,Attacking Midfield,AM,,Without Club,,,in,summer,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Danylo Kanevtsev,20,Ukraine,Goalkeeper,GK,,Without Club,,,in,summer,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Andriy Slinkin,25,Ukraine,Left-Back,LB,,Dacia,Moldova,0.0,out,summer,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Navid Nasimi,21,Ukraine,Left-Back,LB,,Arsenal Kyiv,Ukraine,0.0,out,summer,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Rizvan Ablitarov,28,Ukraine,Centre-Back,CB,,Atyrau,Kazakhstan,0.0,out,summer,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Eugene Starikov,27,United States,Centre-Forward,CF,,Without Club,,,out,summer,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Rizvan Ablitarov,27,Ukraine,Centre-Back,CB,,Obolon-Brovar,Ukraine,0.0,in,winter,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Artur Karnoza,26,Ukraine,Attacking Midfield,AM,,Karpaty,Ukraine,0.0,in,winter,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Oleksandr Mashnin,26,Ukraine,Left Winger,LW,,Real Farma,Ukraine,,in,winter,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Sergey Smorodin,23,Uzbekistan,Goalkeeper,GK,,Neftchi,Uzbekistan,,in,winter,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Oleksandr Kapliyenko,20,Ukraine,Left-Back,LB,,Without Club,,,in,winter,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Artur Kuznetsov,21,Ukraine,Centre-Back,CB,,Tavriya-Skif,Ukraine,0.0,out,winter,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Valeriy Kutsenko,30,Ukraine,Attacking Midfield,AM,,MFK Mykolaiv,Ukraine,0.0,out,winter,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Yevgen Borovyk,31,Ukraine,Goalkeeper,GK,,Karpaty,Ukraine,0.0,out,winter,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Artem Filimonov,22,Ukraine,Defensive Midfield,DM,,Karpaty,Ukraine,0.0,out,winter,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Mateus Mendes,24,Brazil,Left-Back,LB,,Without Club,,,out,winter,Premier Liga Ukr,2016,False,
Chornomorets Odessa,Sheriff Isa,26,Nigeria,Attacking Midfield,AM,,Without Club,,,out,winter,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Anderson Pico,27,Brazil,Left-Back,LB,,Flamengo,Brazil,0.0,in,summer,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Matheus,33,Brazil,Right Winger,RW,,SJZ Ever Bright,China,0.0,out,summer,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Yevgen Shakhov,25,Ukraine,Central Midfield,CM,,PAOK Salonika,Greece,0.0,out,summer,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Léo Matos,30,Brazil,Right-Back,RB,,PAOK Salonika,Greece,0.0,out,summer,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Dmytro Chygrynskyi,29,Ukraine,Centre-Back,CB,,AEK Athens,Greece,0.0,out,summer,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Bruno Gama,28,Portugal,Left Winger,LW,,Dep. La Coruña,Spain,0.0,out,summer,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Jan Lastuvka,34,Czech Republic,Goalkeeper,GK,,Karvina,Czech Republic,0.0,out,summer,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Douglas,26,Brazil,Centre-Back,CB,,São Paulo,Brazil,0.0,out,summer,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Aleksandre Kobakhidze,29,Georgia,Right Midfield,RM,,Vorskla Poltava,Ukraine,0.0,out,summer,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Ivan Tomecak,26,Croatia,Right-Back,RB,,Al-Nassr,Saudi Arabia,0.0,out,summer,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Roman Zozulya,26,Ukraine,Centre-Forward,CF,,Real Betis,Spain,0.0,out,summer,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Papa Gueye,32,Senegal,Centre-Back,CB,,Rostov,Russia,0.0,out,summer,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Artem Fedetskyi,31,Ukraine,Right-Back,RB,,Darmstadt 98,Germany,0.0,out,summer,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Roman Bezus,25,Ukraine,Attacking Midfield,AM,,Sint-Truiden,Belgium,,out,summer,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Edmar Galovskyi,36,Ukraine,Central Midfield,CM,,Without Club,,,out,summer,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Valeriy Luchkevych,21,Ukraine,Right-Back,RB,,Standard Liège,Belgium,1200000.0,out,winter,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Andriy Bliznichenko,22,Ukraine,Right Winger,RW,,Karabükspor,Turkey,,out,winter,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Yevgen Bokhashvili,24,Ukraine,Centre-Forward,CF,,Rukh Vynnyky,Ukraine,0.0,out,winter,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Sergiy Politylo,28,Ukraine,Central Midfield,CM,,Okzhetpes,Kazakhstan,0.0,out,winter,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Oleksiy Larin,22,Ukraine,Centre-Back,CB,,Dunav,Bulgaria,0.0,out,winter,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Sergiy Nazarenko,36,Ukraine,Attacking Midfield,AM,,,,,out,winter,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Anderson Pico,28,Brazil,Left-Back,LB,,Without Club,,,out,winter,Premier Liga Ukr,2016,False,
Dnipro Dnipropetrovsk (-2020),Igor Vartsaba,25,Ukraine,Goalkeeper,GK,,Without Club,,,out,winter,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Oleksandr Gladkyi,28,Ukraine,Centre-Forward,CF,,Shakhtar D.,Ukraine,0.0,in,summer,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Artem Gromov,26,Ukraine,Left Winger,LW,,Vorskla Poltava,Ukraine,0.0,in,summer,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Aleksandar Dragovic,25,Austria,Centre-Back,CB,4500000.0,B. Leverkusen,Germany,21000000.0,out,summer,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Radosav Petrovic,27,Serbia,Defensive Midfield,DM,,Sporting CP,Portugal,1000000.0,out,summer,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Miguel Veloso,30,Portugal,Defensive Midfield,DM,,Genoa,Italy,0.0,out,summer,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Facundo Bertoglio,26,Argentina,Attacking Midfield,AM,,APOEL Nicosia,Cyprus,0.0,out,summer,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Oleksandr Yakovenko,29,Ukraine,Left Winger,LW,,Without Club,,,out,summer,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Tamás Kádár,26,Hungary,Centre-Back,CB,,Lech Poznan,Poland,2500000.0,in,winter,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Aleksandar Pantic,24,Serbia,Centre-Back,CB,,Villarreal,Spain,0.0,in,winter,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Danilo Silva,30,Brazil,Right-Back,RB,,Internacional,Brazil,0.0,out,winter,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Artem Gromov,27,Ukraine,Left Winger,LW,,KS Samara,Russia,0.0,out,winter,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Yevgen Selin,28,Ukraine,Left-Back,LB,,Asteras Tripoli,Greece,0.0,out,winter,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Oleksandr Rybka,29,Ukraine,Goalkeeper,GK,,Karabükspor,Turkey,0.0,out,winter,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Yevgen Makarenko,25,Ukraine,Defensive Midfield,DM,,Without Club,,,out,winter,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Oleg Gusev,33,Ukraine,Right Midfield,RM,,Without Club,,,out,winter,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Oleksandr Shovkovskyi,41,Ukraine,Goalkeeper,GK,,,,,out,winter,Premier Liga Ukr,2016,False,
Dynamo Kyiv,Lukman Haruna,26,Nigeria,Central Midfield,CM,,Without Club,,,out,winter,Premier Liga Ukr,2016,False,
FK Oleksandriya,Bogdan Borovskyi,23,Ukraine,Left Midfield,LM,,Girnyk KR,Ukraine,0.0,in,summer,Premier Liga Ukr,2016,False,
FK Oleksandriya,Andriy Gitchenko,31,Ukraine,Centre-Back,CB,,Karpaty,Ukraine,0.0,in,summer,Premier Liga Ukr,2016,False,
FK Oleksandriya,Oleksandr Matveyev,27,Ukraine,Centre-Back,CB,,FK Poltava,Ukraine,0.0,in,summer,Premier Liga Ukr,2016,False,
FK Oleksandriya,Vladyslav Ogirya,26,Ukraine,Defensive Midfield,DM,,Olimpik Donetsk,Ukraine,,in,summer,Premier Liga Ukr,2016,False,
FK Oleksandriya,Oleksandr Matveyev,27,Ukraine,Centre-Back,CB,,FK Poltava,Ukraine,0.0,out,summer,Premier Liga Ukr,2016,False,
FK Oleksandriya,Denys Dedechko,28,Ukraine,Defensive Midfield,DM,,SKA Khabarovsk,Russia,0.0,out,summer,Premier Liga Ukr,2016,False,
FK Oleksandriya,Aderinsola Habib Eseola,25,Ukraine,Centre-Forward,CF,,Arsenal Kyiv,Ukraine,0.0,out,summer,Premier Liga Ukr,2016,False,
FK Oleksandriya,Oleksandr Guskov,22,Ukraine,Left Winger,LW,,FK Poltava,Ukraine,0.0,out,summer,Premier Liga Ukr,2016,False,
FK Oleksandriya,Maksym Imerekov,25,Ukraine,Centre-Back,CB,,Torpedo Zhodino,Belarus,0.0,out,summer,Premier Liga Ukr,2016,False,
FK Oleksandriya,Sergiy Siminin,29,Ukraine,Centre-Back,CB,,Vorskla Poltava,Ukraine,0.0,in,winter,Premier Liga Ukr,2016,False,
FK Oleksandriya,Valeriy Bondarenko,22,Ukraine,Centre-Back,CB,,Skala Stryi,Ukraine,0.0,in,winter,Premier Liga Ukr,2016,False,
FK Oleksandriya,Volodymyr Pryiomov,31,Ukraine,Centre-Forward,CF,,Persepolis,Iran,0.0,in,winter,Premier Liga Ukr,2016,False,
FK Oleksandriya,Vakhtang Chanturishvili,23,Georgia,Left Midfield,LM,,Dinamo Tbilisi,Georgia,0.0,in,winter,Premier Liga Ukr,2016,False,
FK Oleksandriya,Oleksandr Matveyev,28,Ukraine,Centre-Back,CB,,Kolos Kovalivka,Ukraine,0.0,out,winter,Premier Liga Ukr,2016,False,
FK Oleksandriya,Stanislav Mykytsey,27,Ukraine,Centre-Back,CB,,Ban,,,out,winter,Premier Liga Ukr,2016,False,
Karpaty Lviv (-2021),Andriy Nesterov,26,Ukraine,Centre-Back,CB,,Zaria Balti,Moldova,0.0,in,summer,Premier Liga Ukr,2016,False,
Karpaty Lviv (-2021),Sergiy Rudyka,28,Ukraine,Defensive Midfield,DM,,Soligorsk,Belarus,0.0,in,summer,Premier Liga Ukr,2016,False,
Karpaty Lviv (-2021),Yevgen Chumak,21,Ukraine,Central Midfield,CM,,Dynamo Kyiv II,Ukraine,,in,summer,Premier Liga Ukr,2016,False,
Karpaty Lviv (-2021),Yevgeniy Zubeyko,26,Ukraine,Right-Back,RB,,Without Club,,,in,summer,Premier Liga Ukr,2016,False,
Karpaty Lviv (-2021),Kostyantyn Yaroshenko,30,Ukraine,Attacking Midfield,AM,,Without Club,,,in,summer,Premier Liga Ukr,2016,False,
Karpaty Lviv (-2021),Igor Plastun,25,Ukraine,Centre-Back,CB,,Ludogorets,Bulgaria,,out,summer,Premier Liga Ukr,2016,False,
Karpaty Lviv (-2021),Oleg Golodyuk,28,Ukraine,Central Midfield,CM,,Vorskla Poltava,Ukraine,0.0,out,summer,Premier Liga Ukr,2016,False,
Karpaty Lviv (-2021),Yevgen Neplyakh,24,Ukraine,Left-Back,LB,,Veres Rivne,Ukraine,0.0,out,summer,Premier Liga Ukr,2016,False,
Karpaty Lviv (-2021),Andriy Gitchenko,31,Ukraine,Centre-Back,CB,,FK Oleksandriya,Ukraine,0.0,out,summer,Premier Liga Ukr,2016,False,
Karpaty Lviv (-2021),Taras Puchkovskyi,21,Ukraine,Left Winger,LW,,Veres Rivne,Ukraine,0.0,out,summer,Premier Liga Ukr,2016,False,
