club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
BSC Young Boys,Jordan,25,United States,Centre-Forward,CF,6000000.0,Stade Rennais,France,2500000.0,in,summer,Super League,2021,False,
BSC Young Boys,Yannick Toure,20,Switzerland,Centre-Forward,CF,,Newcastle U23,England,0.0,in,summer,Super League,2021,False,
BSC Young Boys,Wilfried Kanga,23,Cote d'Ivoire,Centre-Forward,CF,3000000.0,Kayserispor,Turkey,0.0,in,summer,Super League,2021,False,
BSC Young Boys,Alexandre Jankewitz,19,Switzerland,Central Midfield,CM,,Southampton B,England,,in,summer,Super League,2021,False,
BSC Young Boys,Jan Kronig,21,Switzerland,Centre-Back,CB,,FC Aarau,Switzerland,,out,summer,Super League,2021,False,
BSC Young Boys,Joschua Neuenschwander,21,Switzerland,Goalkeeper,GK,,SC Kriens,Switzerland,0.0,out,summer,Super League,2021,False,
BSC Young Boys,Gianluca Gaudino,24,Germany,Central Midfield,CM,,SV Sandhausen,Germany,0.0,out,summer,Super League,2021,False,
BSC Young Boys,Taulant Seferi,24,Albania,Centre-Forward,CF,2500000.0,KF Tirana,Albania,,out,summer,Super League,2021,False,
BSC Young Boys,Dario Marzino,24,Switzerland,Goalkeeper,GK,,Without Club,,,out,summer,Super League,2021,False,
BSC Young Boys,Cheikh Niasse,22,Senegal,Defensive Midfield,DM,2800000.0,LOSC Lille,France,,in,winter,Super League,2021,False,
BSC Young Boys,Anthony Racioppi,23,Switzerland,Goalkeeper,GK,2200000.0,Dijon,France,,in,winter,Super League,2021,False,
BSC Young Boys,Silvan Hefti,24,Switzerland,Right-Back,RB,3400000.0,Genoa,Italy,5000000.0,out,winter,Super League,2021,False,
BSC Young Boys,Marvin Spielmann,25,Switzerland,Left Midfield,LM,,Lausanne-Sport,Switzerland,,out,winter,Super League,2021,False,
FC Basel 1893,Liam Millar,21,Canada,Left Winger,LW,1700000.0,Liverpool U23,England,1500000.0,in,summer,Super League,2021,False,
FC Basel 1893,Wouter Burger,20,Netherlands,Defensive Midfield,DM,5000000.0,Feyenoord,Netherlands,,in,summer,Super League,2021,False,
FC Basel 1893,Jordi Quintillà,27,Spain,Defensive Midfield,DM,1300000.0,FC St. Gallen,Switzerland,0.0,in,summer,Super League,2021,False,
FC Basel 1893,Sergio López,22,Spain,Right-Back,RB,1400000.0,RM Castilla,Spain,0.0,in,summer,Super League,2021,False,
FC Basel 1893,Michael Lang,30,Switzerland,Right-Back,RB,,Bor. M'gladbach,Germany,0.0,in,summer,Super League,2021,False,
FC Basel 1893,Nasser Djiga,18,Burkina Faso,Centre-Back,CB,,Vitesse FC,Burkina Faso,,in,summer,Super League,2021,False,
FC Basel 1893,Silvan Widmer,28,Switzerland,Right-Back,RB,3500000.0,1.FSV Mainz 05,Germany,2500000.0,out,summer,Super League,2021,False,
FC Basel 1893,Luca Zuffi,31,Switzerland,Central Midfield,CM,,FC Sion,Switzerland,0.0,out,summer,Super League,2021,False,
FC Basel 1893,Aldo Kalulu,25,DR Congo,Left Winger,LW,1500000.0,FC Sochaux,France,0.0,out,summer,Super League,2021,False,
FC Basel 1893,Jozef Pukaj,21,Kosovo,Goalkeeper,GK,,FC Winterthur,Switzerland,0.0,out,summer,Super League,2021,False,
FC Basel 1893,Samuele Campo,25,Switzerland,Attacking Midfield,AM,,FC Luzern,Switzerland,0.0,out,summer,Super League,2021,False,
FC Basel 1893,Ricky van Wolfswinkel,32,Netherlands,Centre-Forward,CF,,Twente FC,Netherlands,0.0,out,summer,Super League,2021,False,
FC Basel 1893,Orges Bunjaku,20,Kosovo,Central Midfield,CM,,Grenoble,France,,out,summer,Super League,2021,False,
