club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
GNK Dinamo Zagreb,Josip Misic,27.0,Croatia,Defensive Midfield,DM,3500000.0,Sporting CP,Portugal,2000000.0,in,summer,Supersport Hnl,2021,False,
GNK Dinamo Zagreb,Deni Juric,23.0,Australia,Centre-Forward,CF,,HNK Sibenik,Croatia,1000000.0,in,summer,Supersport Hnl,2021,False,
GNK Dinamo Zagreb,Duje Cop,31.0,Croatia,Centre-Forward,CF,,Standard Liège,Belgium,0.0,in,summer,Supersport Hnl,2021,False,
GNK Dinamo Zagreb,Emir Dilaver,30.0,Austria,Centre-Back,CB,,C. Rizespor,Turkey,0.0,in,summer,Supersport Hnl,2021,False,
GNK Dinamo Zagreb,Josko Gvardiol,19.0,Croatia,Centre-Back,CB,80000000.0,RB Leipzig,Germany,36800000.0,out,summer,Supersport Hnl,2021,False,
GNK Dinamo Zagreb,Lovro Majer,23.0,Croatia,Central Midfield,CM,27000000.0,Stade Rennais,France,12000000.0,out,summer,Supersport Hnl,2021,False,
GNK Dinamo Zagreb,Lirim Kastrati,22.0,Kosovo,Right Winger,RW,,Legia Warszawa,Poland,1300000.0,out,summer,Supersport Hnl,2021,False,
GNK Dinamo Zagreb,Mario Gavranovic,31.0,Switzerland,Centre-Forward,CF,,Kayserispor,Turkey,,out,summer,Supersport Hnl,2021,False,
GNK Dinamo Zagreb,Izet Hajrovic,29.0,Bosnia-Herzegovina,Right Winger,RW,,Aris Saloniki,Greece,0.0,out,summer,Supersport Hnl,2021,False,
GNK Dinamo Zagreb,Bojan Knezevic,24.0,Croatia,Defensive Midfield,DM,,NK Opatija,Croatia,0.0,out,summer,Supersport Hnl,2021,False,
GNK Dinamo Zagreb,Vinko Soldo,23.0,Croatia,Centre-Back,CB,,Slaven Belupo,Croatia,,out,summer,Supersport Hnl,2021,False,
GNK Dinamo Zagreb,Marko Leskovic,30.0,Croatia,Centre-Back,CB,,Without Club,,,out,summer,Supersport Hnl,2021,False,
GNK Dinamo Zagreb,Petar Bockaj,25.0,Croatia,Left-Back,LB,2000000.0,NK Osijek,Croatia,2700000.0,in,winter,Supersport Hnl,2021,False,
GNK Dinamo Zagreb,Mahir Emreli,24.0,Azerbaijan,Centre-Forward,CF,1200000.0,Legia Warszawa,Poland,0.0,in,winter,Supersport Hnl,2021,False,
GNK Dinamo Zagreb,Marin Leovac,33.0,Croatia,Left-Back,LB,,NK Osijek,Croatia,,out,winter,Supersport Hnl,2021,False,
HNK Gorica,Vlatko Stojanovski,24.0,North Macedonia,Centre-Forward,CF,,Nîmes Olympique,France,0.0,in,summer,Supersport Hnl,2021,False,
HNK Gorica,Elvis Saric,31.0,Bosnia-Herzegovina,Central Midfield,CM,,Al-Ahli,Saudi Arabia,0.0,in,summer,Supersport Hnl,2021,False,
HNK Gorica,Tin Janusic,19.0,Croatia,Striker,Striker,,NK Osijek II,Croatia,,in,summer,Supersport Hnl,2021,False,
HNK Gorica,Sasa Marjanovic,19.0,Bosnia-Herzegovina,Centre-Back,CB,,Inter Zapresic,Croatia,,in,summer,Supersport Hnl,2021,False,
HNK Gorica,Fran Brodic,24.0,Croatia,Centre-Forward,CF,1000000.0,NK Kustosija,Croatia,,in,summer,Supersport Hnl,2021,False,
HNK Gorica,Matej Adzic,23.0,Croatia,Attacking Midfield,AM,,NK Kurilovec,Croatia,,in,summer,Supersport Hnl,2021,False,
HNK Gorica,Jozo Simunovic,27.0,Croatia,Centre-Back,CB,,Without Club,,,in,summer,Supersport Hnl,2021,False,
HNK Gorica,Cherif Ndiaye,25.0,Senegal,Centre-Forward,CF,3500000.0,Göztepe,Turkey,1150000.0,out,summer,Supersport Hnl,2021,False,
HNK Gorica,Kristijan Kahlina,28.0,Croatia,Goalkeeper,GK,1500000.0,Ludogorets,Bulgaria,,out,summer,Supersport Hnl,2021,False,
HNK Gorica,Nasiru Moro,24.0,Ghana,Centre-Back,CB,,Örebro SK,Sweden,,out,summer,Supersport Hnl,2021,False,
HNK Gorica,Marko Muhar,23.0,Croatia,Striker,Striker,,NK Zelengaj ZG,Croatia,0.0,out,summer,Supersport Hnl,2021,False,
HNK Gorica,Sylvanus Nimely,22.0,Liberia,Centre-Forward,CF,,Ilves,Finland,0.0,out,summer,Supersport Hnl,2021,False,
HNK Gorica,Leon Isek,21.0,Croatia,Goalkeeper,GK,,NK Kurilovec,Croatia,0.0,out,summer,Supersport Hnl,2021,False,
HNK Gorica,Juraj Spudic,22.0,Croatia,Right-Back,RB,,Rudar Velenje,Slovenia,0.0,out,summer,Supersport Hnl,2021,False,
HNK Gorica,Jiloan Hamad,30.0,Iraq,Attacking Midfield,AM,,Örebro SK,Sweden,0.0,out,summer,Supersport Hnl,2021,False,
HNK Gorica,Gojko Gadze,21.0,Croatia,Attacking Midfield,AM,,Zrinjski Mostar,Bosnia-Herzegovina,0.0,out,summer,Supersport Hnl,2021,False,
HNK Gorica,Marko Krznaric,20.0,Croatia,Defensive Midfield,DM,,Ravnice,Croatia,,out,summer,Supersport Hnl,2021,False,
HNK Gorica,Ivan Severdija,20.0,Croatia,Goalkeeper,GK,,NK Vrapce,Croatia,,out,summer,Supersport Hnl,2021,False,
HNK Gorica,Luka Artukovic,19.0,Croatia,Striker,Striker,,Slaven Belupo,Croatia,,out,summer,Supersport Hnl,2021,False,
HNK Gorica,Kristijan Lovric,26.0,Croatia,Left Winger,LW,1500000.0,NK Osijek,Croatia,2250000.0,out,winter,Supersport Hnl,2021,False,
HNK Gorica,Serge-Junior Ngouali,30.0,Gabon,Defensive Midfield,DM,,Sarpsborg 08,Norway,,out,winter,Supersport Hnl,2021,False,
HNK Gorica,Elvis Saric,31.0,Bosnia-Herzegovina,Central Midfield,CM,,Suwon Bluewings,"Korea, South",0.0,out,winter,Supersport Hnl,2021,False,
HNK Gorica,Patrick Crnolatec,20.0,Croatia,Goalkeeper,GK,,NK Mraclin,Croatia,,out,winter,Supersport Hnl,2021,False,
HNK Gorica,Martin Sroler,23.0,Croatia,Attacking Midfield,AM,,NK Aluminij,Slovenia,,out,winter,Supersport Hnl,2021,False,
HNK Gorica,Mihael Djopar,20.0,Croatia,Defender,Defender,,NK Ponikve,Croatia,,out,winter,Supersport Hnl,2021,False,
HNK Hajduk Split,Filip Krovinovic,25.0,Croatia,Attacking Midfield,AM,4500000.0,Benfica,Portugal,1500000.0,in,summer,Supersport Hnl,2021,False,
HNK Hajduk Split,Jan Mlakar,22.0,Slovenia,Centre-Forward,CF,2800000.0,Brighton,England,,in,summer,Supersport Hnl,2021,False,
HNK Hajduk Split,Josip Elez,27.0,Croatia,Centre-Back,CB,,Hannover 96,Germany,0.0,in,summer,Supersport Hnl,2021,False,
HNK Hajduk Split,Gergő Lovrencsics,32.0,Hungary,Right-Back,RB,,Ferencváros,Hungary,0.0,in,summer,Supersport Hnl,2021,False,
HNK Hajduk Split,Josip Vukovic,29.0,Croatia,Defensive Midfield,DM,,NK Osijek,Croatia,0.0,in,summer,Supersport Hnl,2021,False,
HNK Hajduk Split,Marco Fossati,28.0,Italy,Defensive Midfield,DM,,Monza,Italy,0.0,in,summer,Supersport Hnl,2021,False,
HNK Hajduk Split,Danijel Subasic,36.0,Croatia,Goalkeeper,GK,,,,,in,summer,Supersport Hnl,2021,False,
HNK Hajduk Split,Dario Melnjak,28.0,Croatia,Left-Back,LB,2500000.0,Without Club,,,in,summer,Supersport Hnl,2021,False,
HNK Hajduk Split,Stanko Juric,24.0,Croatia,Defensive Midfield,DM,1000000.0,Parma,Italy,2000000.0,out,summer,Supersport Hnl,2021,False,
HNK Hajduk Split,Jairo,29.0,Brazil,Second Striker,SS,1200000.0,Pafos FC,Cyprus,,out,summer,Supersport Hnl,2021,False,
HNK Hajduk Split,Leon Krekovic,21.0,Croatia,Left Winger,LW,,Beerschot V.A.,Belgium,,out,summer,Supersport Hnl,2021,False,
HNK Hajduk Split,Bassel Jradi,27.0,Lebanon,Attacking Midfield,AM,,Apol. Limassol,Cyprus,0.0,out,summer,Supersport Hnl,2021,False,
HNK Hajduk Split,Mijo Caktas,29.0,Croatia,Attacking Midfield,AM,1800000.0,Damac FC,Saudi Arabia,0.0,out,summer,Supersport Hnl,2021,False,
