club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
Hertha BSC,Matheus Cunha,20.0,Brazil,Centre-Forward,CF,28000000.0,RB Leipzig,Germany,18000000.0,in,winter,1 Bundesliga,2019,False,,matheus cunha
Hertha BSC,Santiago Ascacíbar,22.0,Argentina,Defensive Midfield,DM,5500000.0,VfB Stuttgart,Germany,10000000.0,in,winter,1 Bundesliga,2019,False,,santiago ascacibar
RB Leipzig,Christopher Nkunku,21.0,France,Attacking Midfield,AM,80000000.0,Paris SG,France,19500000.0,in,summer,1 Bundesliga,2019,False,,christopher nkunku
RB Leipzig,Ademola Lookman,21.0,Nigeria,Second Striker,SS,30000000.0,Everton,England,18000000.0,in,summer,1 Bundesliga,2019,False,,ademola lookman
RB Leipzig,Hannes Wolf,20.0,Austria,Left Winger,LW,2000000.0,RB Salzburg,Austria,12000000.0,in,summer,1 Bundesliga,2019,False,,hannes wolf
RB Leipzig,Luan Cândido,18.0,Brazil,Left-Back,LB,5500000.0,Palmeiras,Brazil,8000000.0,in,summer,1 Bundesliga,2019,False,,luan candido
RB Leipzig,Dani Olmo,21.0,Spain,Attacking Midfield,AM,50000000.0,Dinamo Zagreb,Croatia,29000000.0,in,winter,1 Bundesliga,2019,False,,dani olmo
SC Freiburg,Vincenzo Grifo,26.0,Italy,Left Winger,LW,12000000.0,TSG Hoffenheim,Germany,7000000.0,in,summer,1 Bundesliga,2019,False,,vincenzo grifo
SC Freiburg,Jonathan Schmid,29.0,France,Right Midfield,RM,,FC Augsburg,Germany,4000000.0,in,summer,1 Bundesliga,2019,False,,jonathan schmid
SC Freiburg,Luca Itter,20.0,Germany,Centre-Back,CB,1500000.0,VfL Wolfsburg,Germany,2500000.0,in,summer,1 Bundesliga,2019,False,,luca itter
SC Freiburg,Woo-yeong Jeong,19.0,"Korea, South",Attacking Midfield,AM,3500000.0,FC Bayern II,Germany,2000000.0,in,summer,1 Bundesliga,2019,False,,woo-yeong jeong
SC Freiburg,Chang-hoon Kwon,25.0,"Korea, South",Right Winger,RW,,Dijon,France,2000000.0,in,summer,1 Bundesliga,2019,False,,chang-hoon kwon
SV Werder Bremen,Niclas Füllkrug,26.0,Germany,Centre-Forward,CF,13000000.0,Hannover 96,Germany,6500000.0,in,summer,1 Bundesliga,2019,False,,niclas fullkrug
SV Werder Bremen,Marco Friedl,21.0,Austria,Centre-Back,CB,5500000.0,Bayern Munich,Germany,3500000.0,in,summer,1 Bundesliga,2019,False,,marco friedl
TSG 1899 Hoffenheim,Diadié Samassékou,23.0,Mali,Defensive Midfield,DM,3000000.0,RB Salzburg,Austria,14000000.0,in,summer,1 Bundesliga,2019,False,,diadie samassekou
TSG 1899 Hoffenheim,Robert Skov,23.0,Denmark,Left Midfield,LM,6500000.0,FC Copenhagen,Denmark,10000000.0,in,summer,1 Bundesliga,2019,False,,robert skov
TSG 1899 Hoffenheim,Ihlas Bebou,25.0,Togo,Centre-Forward,CF,7000000.0,Hannover 96,Germany,8500000.0,in,summer,1 Bundesliga,2019,False,,ihlas bebou
TSG 1899 Hoffenheim,Sargis Adamyan,26.0,Armenia,Centre-Forward,CF,1000000.0,J. Regensburg,Germany,1500000.0,in,summer,1 Bundesliga,2019,False,,sargis adamyan
TSG 1899 Hoffenheim,Munas Dabbur,27.0,Israel,Centre-Forward,CF,3000000.0,Sevilla FC,Spain,12000000.0,in,winter,1 Bundesliga,2019,False,,munas dabbur
TSG 1899 Hoffenheim,Jacob Bruun Larsen,21.0,Denmark,Left Winger,LW,3000000.0,Bor. Dortmund,Germany,9000000.0,in,winter,1 Bundesliga,2019,False,,jacob bruun larsen
VfL Wolfsburg,Xaver Schlager,21.0,Austria,Central Midfield,CM,28000000.0,RB Salzburg,Austria,12000000.0,in,summer,1 Bundesliga,2019,False,,xaver schlager
VfL Wolfsburg,Kevin Mbabu,24.0,Switzerland,Right-Back,RB,3500000.0,BSC Young Boys,Switzerland,9200000.0,in,summer,1 Bundesliga,2019,False,,kevin mbabu
VfL Wolfsburg,Victor Sá,25.0,Brazil,Left Winger,LW,1800000.0,LASK,Austria,3500000.0,in,summer,1 Bundesliga,2019,False,,victor sa
VfL Wolfsburg,Paulo Otávio,24.0,Brazil,Left-Back,LB,3500000.0,FC Ingolstadt,Germany,1100000.0,in,summer,1 Bundesliga,2019,False,,paulo otavio
VfL Wolfsburg,Marin Pongracic,22.0,Croatia,Centre-Back,CB,4000000.0,RB Salzburg,Austria,9000000.0,in,winter,1 Bundesliga,2019,False,,marin pongracic
IFK Norrköping,Sead Hakšabanović,21.0,Montenegro,Left Winger,LW,4000000.0,West Ham,England,2600000.0,in,summer,Allsvenskan,2019,False,,sead haksabanovic
Rapid Vienna,Koya Kitagawa,23.0,Japan,Centre-Forward,CF,,Shimizu S-Pulse,Japan,1500000.0,in,summer,Bundesliga,2019,False,,koya kitagawa
Red Bull Salzburg,Maximilian Wöber,21.0,Austria,Centre-Back,CB,14000000.0,Sevilla FC,Spain,10500000.0,in,summer,Bundesliga,2019,False,,maximilian wober
Red Bull Salzburg,Rasmus Kristensen,22.0,Denmark,Right-Back,RB,13000000.0,Ajax,Netherlands,5000000.0,in,summer,Bundesliga,2019,False,,rasmus kristensen
Red Bull Salzburg,Maurits Kjaergaard,16.0,Denmark,Central Midfield,CM,13000000.0,Lyngby BK Youth,Denmark,2700000.0,in,summer,Bundesliga,2019,False,,maurits kjaergaard
Red Bull Salzburg,Benjamin Sesko,16.0,Slovenia,Centre-Forward,CF,30000000.0,NK Domzale U17,Slovenia,2500000.0,in,summer,Bundesliga,2019,False,,benjamin sesko
Red Bull Salzburg,Bryan Okoh,16.0,Switzerland,Centre-Back,CB,1000000.0,Team Vaud U18,Switzerland,2000000.0,in,summer,Bundesliga,2019,False,,bryan okoh
Red Bull Salzburg,Noah Okafor,19.0,Switzerland,Centre-Forward,CF,20000000.0,FC Basel,Switzerland,11200000.0,in,winter,Bundesliga,2019,False,,noah okafor
AZ Alkmaar,Dani de Wit,21.0,Netherlands,Attacking Midfield,AM,5000000.0,Ajax,Netherlands,2000000.0,in,summer,Eredivisie,2019,False,,dani de wit
AZ Alkmaar,Zakaria Aboukhlal,19.0,Morocco,Right Winger,RW,10000000.0,PSV U21,Netherlands,2000000.0,in,summer,Eredivisie,2019,False,,zakaria aboukhlal
AZ Alkmaar,Håkon Evjen,19.0,Norway,Central Midfield,CM,1800000.0,Bodø/Glimt,Norway,2500000.0,in,winter,Eredivisie,2019,False,,hakon evjen
Ajax Amsterdam,Quincy Promes,27.0,Netherlands,Left Winger,LW,6000000.0,Sevilla FC,Spain,15700000.0,in,summer,Eredivisie,2019,False,,quincy promes
Ajax Amsterdam,Edson Álvarez,21.0,Mexico,Defensive Midfield,DM,35000000.0,América,Mexico,15000000.0,in,summer,Eredivisie,2019,False,,edson alvarez
Ajax Amsterdam,Răzvan Marin,23.0,Romania,Central Midfield,CM,5000000.0,Standard Liège,Belgium,12500000.0,in,summer,Eredivisie,2019,False,,razvan marin
Ajax Amsterdam,Lisandro Martínez,21.0,Argentina,Centre-Back,CB,50000000.0,Defensa,Argentina,7000000.0,in,summer,Eredivisie,2019,False,,lisandro martinez
Ajax Amsterdam,Kik Pierie,18.0,Netherlands,Centre-Back,CB,,Heerenveen,Netherlands,5000000.0,in,summer,Eredivisie,2019,False,,kik pierie
Ajax Amsterdam,Kjell Scherpen,19.0,Netherlands,Goalkeeper,GK,2000000.0,FC Emmen,Netherlands,1500000.0,in,summer,Eredivisie,2019,False,,kjell scherpen
Feyenoord Rotterdam,Marcos Senesi,22.0,Argentina,Centre-Back,CB,22000000.0,San Lorenzo,Argentina,7000000.0,in,summer,Eredivisie,2019,False,,marcos senesi
Feyenoord Rotterdam,Róbert Bozeník,20.0,Slovakia,Centre-Forward,CF,5000000.0,MSK Zilina,Slovakia,4000000.0,in,winter,Eredivisie,2019,False,,robert bozenik
PSV Eindhoven,Bruma,24.0,Portugal,Left Winger,LW,6500000.0,RB Leipzig,Germany,12000000.0,in,summer,Eredivisie,2019,False,,bruma
PSV Eindhoven,Timo Baumgartl,23.0,Germany,Centre-Back,CB,1800000.0,VfB Stuttgart,Germany,12000000.0,in,summer,Eredivisie,2019,False,,timo baumgartl
PSV Eindhoven,Ritsu Doan,21.0,Japan,Right Winger,RW,18000000.0,FC Groningen,Netherlands,7500000.0,in,summer,Eredivisie,2019,False,,ritsu doan
PSV Eindhoven,Olivier Boscagli,21.0,France,Centre-Back,CB,10000000.0,OGC Nice,France,2000000.0,in,summer,Eredivisie,2019,False,,olivier boscagli
SC Heerenveen,Chidera Ejuke,21.0,Nigeria,Left Winger,LW,4500000.0,Vålerenga,Norway,2000000.0,in,summer,Eredivisie,2019,False,,chidera ejuke
Vitesse Arnhem,Riechedly Bazoer,22.0,Netherlands,Defensive Midfield,DM,2800000.0,VfL Wolfsburg,Germany,1500000.0,in,summer,Eredivisie,2019,False,,riechedly bazoer
Cercle Brugge,Dino Hotic,24.0,Bosnia-Herzegovina,Right Winger,RW,1500000.0,NK Maribor,Slovenia,1200000.0,in,winter,Jupiler Pro League,2019,False,,dino hotic
Club Brugge KV,David Okereke,21.0,Nigeria,Centre-Forward,CF,3200000.0,Spezia Calcio,Italy,8160000.0,in,summer,Jupiler Pro League,2019,False,,david okereke
Club Brugge KV,Simon Mignolet,31.0,Belgium,Goalkeeper,GK,3200000.0,Liverpool,England,7000000.0,in,summer,Jupiler Pro League,2019,False,,simon mignolet
Club Brugge KV,Odilon Kossounou,18.0,Cote d'Ivoire,Centre-Back,CB,28000000.0,Hammarby,Sweden,3850000.0,in,summer,Jupiler Pro League,2019,False,,odilon kossounou
Club Brugge KV,Federico Ricca,24.0,Uruguay,Centre-Back,CB,1500000.0,Málaga CF,Spain,3000000.0,in,summer,Jupiler Pro League,2019,False,,federico ricca
Club Brugge KV,Simon Deli,27.0,Cote d'Ivoire,Centre-Back,CB,,Slavia Prague,Czech Republic,2500000.0,in,summer,Jupiler Pro League,2019,False,,simon deli
Club Brugge KV,Éder Balanta,26.0,Colombia,Defensive Midfield,DM,2000000.0,FC Basel,Switzerland,2400000.0,in,summer,Jupiler Pro League,2019,False,,eder balanta
Club Brugge KV,Michael Krmencik,26.0,Czech Republic,Centre-Forward,CF,,Viktoria Plzen,Czech Republic,6000000.0,in,winter,Jupiler Pro League,2019,False,,michael krmencik
KAA Gent,Michael Ngadeu,28.0,Cameroon,Centre-Back,CB,2000000.0,Slavia Prague,Czech Republic,4500000.0,in,summer,Jupiler Pro League,2019,False,,michael ngadeu
KAA Gent,Dylan Mbayo,17.0,Belgium,Left Winger,LW,,KSC Lokeren,Belgium,1300000.0,in,summer,Jupiler Pro League,2019,False,,dylan mbayo
KAA Gent,Alessio Castro-Montes,22.0,Belgium,Right Midfield,RM,3800000.0,KAS Eupen,Belgium,1200000.0,in,summer,Jupiler Pro League,2019,False,,alessio castro-montes
KAA Gent,Elisha Owusu,21.0,Ghana,Defensive Midfield,DM,2500000.0,Olympique Lyon,France,1000000.0,in,summer,Jupiler Pro League,2019,False,,elisha owusu
KAA Gent,Anderson Niangbo,20.0,Cote d'Ivoire,Attacking Midfield,AM,,RB Salzburg,Austria,4000000.0,in,winter,Jupiler Pro League,2019,False,,anderson niangbo
KRC Genk,Théo Bongonda,23.0,DR Congo,Right Winger,RW,5000000.0,Zulte Waregem,Belgium,7000000.0,in,summer,Jupiler Pro League,2019,False,,theo bongonda
KRC Genk,Paul Onuachu,25.0,Nigeria,Centre-Forward,CF,13000000.0,FC Midtjylland,Denmark,6000000.0,in,summer,Jupiler Pro League,2019,False,,paul onuachu
KRC Genk,Patrik Hrosovsky,27.0,Slovakia,Central Midfield,CM,5000000.0,Viktoria Plzen,Czech Republic,5200000.0,in,summer,Jupiler Pro League,2019,False,,patrik hrosovsky
KRC Genk,Ianis Hagi,20.0,Romania,Attacking Midfield,AM,4000000.0,FC Viitorul,Romania,4700000.0,in,summer,Jupiler Pro League,2019,False,,ianis hagi
KRC Genk,Carlos Cuesta,20.0,Colombia,Centre-Back,CB,8000000.0,Atl. Nacional,Colombia,3800000.0,in,summer,Jupiler Pro League,2019,False,,carlos cuesta
KRC Genk,Benjamin Nygren,17.0,Sweden,Right Winger,RW,,IFK Göteborg,Sweden,3700000.0,in,summer,Jupiler Pro League,2019,False,,benjamin nygren
KRC Genk,Stephen Odey,21.0,Nigeria,Centre-Forward,CF,1000000.0,FC Zürich,Switzerland,3500000.0,in,summer,Jupiler Pro League,2019,False,,stephen odey
KRC Genk,Mats Møller Dæhli,24.0,Norway,Attacking Midfield,AM,1000000.0,FC St. Pauli,Germany,2500000.0,in,winter,Jupiler Pro League,2019,False,,mats moller daehli
KRC Genk,Kristian Thorstvedt,20.0,Norway,Attacking Midfield,AM,7500000.0,Viking,Norway,1500000.0,in,winter,Jupiler Pro League,2019,False,,kristian thorstvedt
RSC Anderlecht,Michel Vlap,22.0,Netherlands,Attacking Midfield,AM,4000000.0,Heerenveen,Netherlands,6900000.0,in,summer,Jupiler Pro League,2019,False,,michel vlap
RSC Anderlecht,Kemar Roofe,26.0,Jamaica,Centre-Forward,CF,2800000.0,Leeds,England,6000000.0,in,summer,Jupiler Pro League,2019,False,,kemar roofe
RSC Anderlecht,Landry Dimata,21.0,Belgium,Centre-Forward,CF,3300000.0,VfL Wolfsburg,Germany,5000000.0,in,summer,Jupiler Pro League,2019,False,,landry dimata
RSC Anderlecht,Hendrik Van Crombrugge,26.0,Belgium,Goalkeeper,GK,2500000.0,KAS Eupen,Belgium,2250000.0,in,summer,Jupiler Pro League,2019,False,,hendrik van crombrugge
RSC Anderlecht,Aristote Nkaka,23.0,Belgium,Defensive Midfield,DM,,KV Oostende,Belgium,1000000.0,in,summer,Jupiler Pro League,2019,False,,aristote nkaka
RSC Anderlecht,Kemar Lawrence,27.0,Jamaica,Left-Back,LB,,New York,United States,1280000.0,in,winter,Jupiler Pro League,2019,False,,kemar lawrence
RSC Charleroi,Victor Osimhen,20.0,Nigeria,Centre-Forward,CF,120000000.0,VfL Wolfsburg,Germany,3500000.0,in,summer,Jupiler Pro League,2019,False,,victor osimhen
RSC Charleroi,Ryota Morioka,28.0,Japan,Attacking Midfield,AM,,RSC Anderlecht,Belgium,1500000.0,in,summer,Jupiler Pro League,2019,False,,ryota morioka
RSC Charleroi,Shamar Nicholson,22.0,Jamaica,Centre-Forward,CF,4500000.0,NK Domzale,Slovenia,1500000.0,in,summer,Jupiler Pro League,2019,False,,shamar nicholson
Royal Antwerp FC,Benson Manuel,22.0,Belgium,Right Winger,RW,7000000.0,KRC Genk,Belgium,3000000.0,in,summer,Jupiler Pro League,2019,False,,benson manuel
Royal Antwerp FC,Martin Hongla,21.0,Cameroon,Defensive Midfield,DM,3000000.0,Recre Granada,Spain,1600000.0,in,summer,Jupiler Pro League,2019,False,,martin hongla
Royal Antwerp FC,Júnior Pius,23.0,Nigeria,Centre-Back,CB,,Paços Ferreira,Portugal,1000000.0,in,summer,Jupiler Pro League,2019,False,,junior pius
SV Zulte Waregem,Luka Zarandia,23.0,Georgia,Right Winger,RW,,Arka Gdynia,Poland,1000000.0,in,summer,Jupiler Pro League,2019,False,,luka zarandia
Sint-Truidense VV,Tatsuya Ito,22.0,Japan,Left Winger,LW,,Hamburger SV,Germany,1500000.0,in,summer,Jupiler Pro League,2019,False,,tatsuya ito
Sint-Truidense VV,Seung-woo Lee,21.0,"Korea, South",Attacking Midfield,AM,,Hellas Verona,Italy,1200000.0,in,summer,Jupiler Pro League,2019,False,,seung-woo lee
Standard Liège,Zinho Vanheusden,19.0,Belgium,Centre-Back,CB,4500000.0,Inter,Italy,11740000.0,in,summer,Jupiler Pro League,2019,False,,zinho vanheusden
Standard Liège,Felipe Avenatti,26.0,Uruguay,Centre-Forward,CF,,Bologna,Italy,3750000.0,in,summer,Jupiler Pro League,2019,False,,felipe avenatti
Standard Liège,Mamadou Obbi Oulare,23.0,Belgium,Centre-Forward,CF,,Watford,England,3400000.0,in,summer,Jupiler Pro League,2019,False,,mamadou obbi oulare
Standard Liège,Nicolas Gavory,24.0,France,Left-Back,LB,1200000.0,FC Utrecht,Netherlands,3100000.0,in,summer,Jupiler Pro League,2019,False,,nicolas gavory
Standard Liège,Aleksandar Boljevic,23.0,Montenegro,Right Winger,RW,,Waasl.-Beveren,Belgium,2200000.0,in,summer,Jupiler Pro League,2019,False,,aleksandar boljevic
Standard Liège,Denis Drăguş,20.0,Romania,Centre-Forward,CF,1500000.0,FC Viitorul,Romania,1800000.0,in,summer,Jupiler Pro League,2019,False,,denis dragus
Standard Liège,Selim Amallah,22.0,Morocco,Attacking Midfield,AM,2500000.0,Mouscron,Belgium,1500000.0,in,summer,Jupiler Pro League,2019,False,,selim amallah
Standard Liège,Mërgim Vojvoda,24.0,Kosovo,Left Midfield,LM,4000000.0,Mouscron,Belgium,1200000.0,in,summer,Jupiler Pro League,2019,False,,mergim vojvoda
