club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
FK Cukaricki,Nikola Cirkovic,27,Serbia,Right-Back,RB,,Vozdovac,Serbia,0.0,in,summer,Super Liga Srbije,2019,False,
FK Cukaricki,Stefan Cvetkovic,21,Serbia,Left Winger,LW,,Red Star II,Serbia,0.0,in,summer,Super Liga Srbije,2019,False,
FK Cukaricki,Milos Ostojic,28,Serbia,Centre-Back,CB,,Napredak,Serbia,0.0,in,summer,Super Liga Srbije,2019,False,
FK Cukaricki,Veljko Birmancevic,21,Serbia,Left Winger,LW,3000000.0,Partizan,Serbia,0.0,in,summer,Super Liga Srbije,2019,False,
FK Cukaricki,Mink Peeters,21,Netherlands,Left Winger,LW,,RM Castilla,Spain,,in,summer,Super Liga Srbije,2019,False,
FK Cukaricki,Ibrahima Ndiaye,24,Senegal,Right Winger,RW,,Napredak,Serbia,,in,summer,Super Liga Srbije,2019,False,
FK Cukaricki,Viktor Lukic,18,Serbia,Attacking Midfield,AM,,FK Brodarac,Serbia,,in,summer,Super Liga Srbije,2019,False,
FK Cukaricki,Samuel Owusu,23,Ghana,Right Winger,RW,,Al-Fayha,Saudi Arabia,1500000.0,out,summer,Super Liga Srbije,2019,False,
FK Cukaricki,Ognjen Mudrinski,27,Serbia,Centre-Forward,CF,,Jagiellonia,Poland,,out,summer,Super Liga Srbije,2019,False,
FK Cukaricki,Boris Kopitovic,24,Montenegro,Centre-Back,CB,,BATE Borisov,Belarus,,out,summer,Super Liga Srbije,2019,False,
FK Cukaricki,Djordje Djuric,27,Serbia,Centre-Back,CB,,Vojvodina,Serbia,0.0,out,summer,Super Liga Srbije,2019,False,
FK Cukaricki,Sava Radic,21,Serbia,Centre-Back,CB,,Trayal,Serbia,0.0,out,summer,Super Liga Srbije,2019,False,
FK Cukaricki,Nenad Kiso,30,Bosnia-Herzegovina,Defensive Midfield,DM,,FK Zemun,Serbia,0.0,out,summer,Super Liga Srbije,2019,False,
FK Cukaricki,Marko Ilic,19,Serbia,Right-Back,RB,,FK Usce,Serbia,0.0,out,summer,Super Liga Srbije,2019,False,
FK Cukaricki,Eze Vincent Okeuhie,26,Nigeria,Right Winger,RW,,Vojvodina,Serbia,,in,winter,Super Liga Srbije,2019,False,
FK Cukaricki,Milan Savic,19,Bosnia-Herzegovina,Right Winger,RW,,KV Mechelen U21,Belgium,0.0,in,winter,Super Liga Srbije,2019,False,
FK Cukaricki,Luka Zoric,21,Serbia,Left Midfield,LM,,IMT Belgrad,Serbia,0.0,in,winter,Super Liga Srbije,2019,False,
FK Cukaricki,Slobodan Tedic,19,Serbia,Centre-Forward,CF,,Man City,England,3000000.0,out,winter,Super Liga Srbije,2019,False,
FK Cukaricki,Luka Stojanovic,26,Serbia,Attacking Midfield,AM,,Chicago,United States,,out,winter,Super Liga Srbije,2019,False,
FK Cukaricki,Mink Peeters,21,Netherlands,Left Winger,LW,,Volendam U21,Netherlands,0.0,out,winter,Super Liga Srbije,2019,False,
FK Cukaricki,Stefan Cvetkovic,22,Serbia,Left Winger,LW,,Graficar,Serbia,0.0,out,winter,Super Liga Srbije,2019,False,
FK Cukaricki,Luka Lukovic,23,Serbia,Centre-Forward,CF,,Javor-Matis,Serbia,0.0,out,winter,Super Liga Srbije,2019,False,
FK Cukaricki,Viktor Lukic,19,Serbia,Attacking Midfield,AM,,Radnik,Serbia,0.0,out,winter,Super Liga Srbije,2019,False,
FK Cukaricki,Djordje Sosevic,20,Serbia,Left-Back,LB,,Sindjelic Bg,Serbia,0.0,out,winter,Super Liga Srbije,2019,False,
FK Indjija,Vladan Milosavljev,32,Serbia,Left Winger,LW,,Tyumen,Russia,0.0,in,summer,Super Liga Srbije,2019,False,
