height_cm,weight_kg,nationality_x,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age_y,position,short_pos,fee,window,league,season
180,76,Albania,66,75,Right,1,3,3,2021.0,53,49,58,69,53,65,55,55,68,67,71,71,69,66,71,59,91,82,68,56,82,68,57,59,49,64,68,64,64,8,5,14,11,14,22.0,Central Midfield,CM,2000000.0,summer,Supersport Hnl,2021
178,80,Nigeria,66,74,Right,1,3,3,2021.0,42,41,46,62,38,64,47,35,66,65,79,73,77,52,81,47,76,74,83,43,91,62,42,51,47,67,24,66,65,8,11,15,6,14,25.0,Defensive Midfield,DM,2000000.0,winter,Ligue 1,2021
188,80,Italy,66,74,Right,1,3,3,2022.0,50,70,59,61,56,68,42,45,50,68,59,68,61,63,47,65,63,55,71,58,46,18,70,55,59,65,13,12,15,7,14,6,8,14,20.0,Centre-Forward,CF,3500000.0,winter,Ligue 1,2021
188,80,Italy,66,74,Right,1,3,3,2022.0,50,70,59,61,56,68,42,45,50,68,59,68,61,63,47,65,63,55,71,58,46,18,70,55,59,65,13,12,15,7,14,6,8,14,20.0,Centre-Forward,CF,3500000.0,summer,Serie A,2021
188,80,Italy,66,74,Right,1,3,3,2022.0,50,70,59,61,56,68,42,45,50,68,59,68,61,63,47,65,63,55,71,58,46,18,70,55,59,65,13,12,15,7,14,6,8,14,20.0,Centre-Forward,CF,3500000.0,winter,Serie A,2021
175,73,Belgium,66,74,Right,1,4,3,2023.0,64,63,32,61,54,68,59,57,60,63,87,83,84,62,76,74,83,56,71,71,47,29,58,59,46,61,70,36,39,14,8,8,14,6,22.0,Left Winger,LW,1000000.0,summer,Jupiler Pro League,2021
181,73,Bosnia Herzegovina,66,72,Right,1,3,3,2023.0,62,67,39,59,53,72,52,42,55,73,78,76,69,64,67,64,42,54,54,49,42,23,54,55,45,52,62,22,23,6,11,8,9,15,24.0,Left Winger,LW,1500000.0,summer,Supersport Hnl,2021
184,74,Austria,66,72,Right,1,5,3,2021.0,67,66,52,67,61,65,63,61,66,64,63,68,66,61,61,65,58,72,67,65,32,21,63,66,66,63,37,22,21,7,9,11,10,9,22.0,Left Winger,LW,3500000.0,summer,Austria Bundesliga,2021
177,66,Ukraine,66,72,Left,1,3,2,2024.0,62,26,64,60,22,47,45,37,57,61,67,69,74,67,72,43,68,70,54,32,74,68,38,36,33,56,60,70,69,6,8,8,10,15,23.0,Centre-Back,CB,1000000.0,winter,Austria Bundesliga,2021
177,66,Ukraine,66,72,Left,1,3,2,2024.0,62,26,64,60,22,47,45,37,57,61,67,69,74,67,72,43,68,70,54,32,74,68,38,36,33,56,60,70,69,6,8,8,10,15,23.0,Centre-Back,CB,1000000.0,winter,Supersport Hnl,2021
185,80,Scotland,66,71,Right,1,3,2,2022.0,49,68,68,61,63,64,51,47,54,66,74,71,72,65,68,62,69,72,72,61,72,19,67,60,72,67,13,23,20,13,15,14,10,11,26.0,Centre-Forward,CF,1180000.0,summer,Jupiler Pro League,2021
187,72,Nigeria,66,71,Right,1,3,2,2021.0,58,37,54,60,30,64,41,33,47,63,84,89,69,63,62,52,84,34,66,30,68,63,52,41,47,59,59,67,68,8,16,16,11,14,25.0,Right-Back,RB,2500000.0,summer,Serie A,2021
192,76,Scotland,66,70,Right,1,2,2,2021.0,48,26,68,64,26,59,38,28,54,65,69,69,62,55,60,50,77,72,75,35,68,60,42,45,37,63,68,66,65,13,11,13,8,13,26.0,Centre-Back,CB,4500000.0,summer,Jupiler Pro League,2021
192,76,Scotland,66,70,Right,1,2,2,2021.0,48,26,68,64,26,59,38,28,54,65,69,69,62,55,60,50,77,72,75,35,68,60,42,45,37,63,68,66,65,13,11,13,8,13,26.0,Centre-Back,CB,1100000.0,summer,Jupiler Pro League,2021
192,76,Scotland,66,70,Right,1,2,2,2021.0,48,26,68,64,26,59,38,28,54,65,69,69,62,55,60,50,77,72,75,35,68,60,42,45,37,63,68,66,65,13,11,13,8,13,26.0,Centre-Back,CB,3000000.0,summer,Scottish Premiership,2021
191,80,Guinea,66,70,Right,1,3,3,2024.0,49,64,67,63,51,64,42,39,47,66,62,70,58,60,63,75,64,73,82,60,59,35,66,57,69,59,49,26,24,11,9,14,8,14,26.0,Centre-Forward,CF,2000000.0,summer,Jupiler Pro League,2021
179,72,Austria,66,70,Left,1,4,3,2021.0,64,64,58,70,53,68,69,68,60,67,72,69,71,62,71,59,72,71,63,63,62,51,61,65,68,62,57,45,37,8,6,9,15,7,25.0,Attacking Midfield,AM,1200000.0,summer,Austria Bundesliga,2021
179,69,Germany,66,69,Right,1,4,2,2022.0,61,51,40,64,51,65,64,67,68,58,74,74,81,67,74,62,58,85,63,53,74,60,63,65,53,54,68,62,62,13,12,12,6,15,27.0,Right-Back,RB,3800000.0,summer,Super Lig,2021
179,69,Germany,66,69,Right,1,4,2,2022.0,61,51,40,64,51,65,64,67,68,58,74,74,81,67,74,62,58,85,63,53,74,60,63,65,53,54,68,62,62,13,12,12,6,15,27.0,Right-Back,RB,3800000.0,summer,Super Lig,2021
186,86,Greece,66,69,Right,1,3,2,2022.0,36,67,69,55,61,64,44,36,24,61,66,70,63,60,55,72,74,65,80,62,77,17,67,46,60,67,63,24,19,9,8,14,7,13,26.0,Centre-Forward,CF,2450000.0,summer,Scottish Premiership,2021
179,61,Morocco,66,68,Right,1,3,3,2021.0,63,53,28,70,46,71,69,66,57,73,77,75,80,59,77,69,42,71,34,52,42,26,54,69,52,64,60,35,34,10,14,13,14,10,26.0,Central Midfield,CM,1200000.0,winter,Eredivisie,2021
183,78,England,65,83,Right,1,3,2,2021.0,42,33,65,63,29,57,46,33,63,58,72,79,69,64,53,54,70,61,72,39,66,63,41,53,35,61,64,64,57,11,8,11,5,10,20.0,Centre-Back,CB,2000000.0,summer,Premier League,2021
194,78,Netherlands,65,82,Right,1,3,2,2022.0,37,24,61,66,27,63,34,26,62,68,58,69,52,64,52,45,66,55,68,23,64,66,48,60,40,64,17,67,59,11,14,5,9,14,20.0,Centre-Back,CB,5000000.0,summer,Premier League,2021
180,75,Germany,65,82,Right,1,4,3,2023.0,49,66,61,61,53,70,50,60,46,68,78,77,78,65,72,62,64,71,56,65,39,14,64,53,58,53,65,16,21,14,8,5,13,14,20.0,Second Striker,SS,1500000.0,summer,Ger Bundesliga,2021
180,67,Iceland,65,81,Left,1,3,3,2023.0,63,54,42,67,48,66,67,58,61,67,74,68,82,58,83,61,62,87,45,57,36,42,63,67,54,66,64,34,30,14,7,10,13,13,18.0,Central Midfield,CM,4500000.0,summer,Superliga,2021
184,77,Austria,65,79,Right,1,3,2,2022.0,50,38,66,62,34,45,30,31,57,54,68,71,67,63,63,55,73,64,72,39,68,60,44,43,34,58,60,69,67,9,14,13,14,7,20.0,Centre-Back,CB,3000000.0,summer,Austria Bundesliga,2021
195,85,Italy,65,78,Right,1,3,3,2023.0,22,68,70,60,57,65,51,70,40,69,60,68,60,56,37,71,72,54,75,64,47,24,57,59,55,59,25,17,18,12,10,11,7,12,22.0,Centre-Forward,CF,25000000.0,summer,Serie A,2021
189,76,Norway,65,78,Left,1,2,1,2022.0,11,9,13,36,7,21,13,13,26,28,35,28,43,58,42,47,65,24,59,8,29,10,5,44,13,45,21,14,13,66,61,63,64,68,20.0,Goalkeeper,GK,2400000.0,summer,Premier League,2021
178,70,France,65,78,Right,1,3,2,2022.0,65,36,48,67,38,65,53,45,44,64,71,72,70,59,72,47,64,67,48,41,58,57,63,49,49,57,59,62,65,10,11,13,10,6,20.0,Right-Back,RB,17000000.0,summer,Ligue 1,2021
178,70,France,65,78,Right,1,3,2,2022.0,65,36,48,67,38,65,53,45,44,64,71,72,70,59,72,47,64,67,48,41,58,57,63,49,49,57,59,62,65,10,11,13,10,6,20.0,Right-Back,RB,1150000.0,summer,Super Lig,2021
183,78,Switzerland,65,78,Right,1,3,2,2024.0,63,63,52,61,56,66,58,57,49,62,76,78,71,61,72,70,48,55,59,59,56,23,64,62,60,60,13,26,31,10,14,10,15,12,20.0,Right Winger,RW,8500000.0,summer,Super League,2021
170,60,France,65,76,Left,1,3,3,2021.0,59,55,39,65,40,72,65,52,59,69,73,76,82,62,92,56,56,41,31,52,47,26,55,62,53,62,15,29,33,7,10,9,14,13,22.0,Right Winger,RW,1000000.0,summer,Liga Portugal,2021
170,60,France,65,76,Left,1,3,3,2021.0,59,55,39,65,40,72,65,52,59,69,73,76,82,62,92,56,56,41,31,52,47,26,55,62,53,62,15,29,33,7,10,9,14,13,22.0,Right Winger,RW,1000000.0,summer,Ligue 1,2021
170,60,France,65,76,Left,1,3,3,2021.0,59,55,39,65,40,72,65,52,59,69,73,76,82,62,92,56,56,41,31,52,47,26,55,62,53,62,15,29,33,7,10,9,14,13,22.0,Right Winger,RW,1000000.0,summer,Ligue 1,2021
179,65,Norway,65,76,Right,1,3,4,2022.0,60,61,52,56,45,69,48,51,41,66,79,82,76,59,75,62,62,66,61,63,60,27,61,59,53,66,58,35,22,8,5,12,9,11,22.0,Left Winger,LW,1100000.0,winter,Pko Bp Ekstraklasa,2021
182,76,New Zealand,65,76,Right,1,3,2,2022.0,66,43,47,69,48,62,66,63,68,65,68,62,61,66,72,57,54,77,70,38,61,60,64,68,48,67,64,53,52,8,10,5,8,6,22.0,Defensive Midfield,DM,1100000.0,winter,Superliga,2021
195,89,Denmark,65,74,Right,1,3,1,2022.0,12,8,15,45,10,15,11,10,43,31,20,21,36,59,43,50,55,31,58,10,32,12,8,49,14,48,60,14,12,65,63,67,65,66,23.0,Goalkeeper,GK,1800000.0,summer,Eredivisie,2021
177,68,United States,65,74,Right,1,2,2,2023.0,60,28,48,61,29,60,52,31,53,61,87,90,80,49,75,27,71,69,63,30,57,59,51,43,37,50,63,62,60,15,14,9,13,5,24.0,Right-Back,RB,1500000.0,winter,Jupiler Pro League,2021
183,75,Ukraine,65,74,Left,1,3,2,2023.0,40,58,49,72,39,64,34,34,70,66,69,64,59,57,76,53,55,69,47,62,52,52,49,71,44,66,29,59,53,10,10,12,6,11,24.0,Central Midfield,CM,5000000.0,summer,Premier Liga Ukr,2021
183,75,Ukraine,65,74,Left,1,3,2,2023.0,40,58,49,72,39,64,34,34,70,66,69,64,59,57,76,53,55,69,47,62,52,52,49,71,44,66,29,59,53,10,10,12,6,11,24.0,Central Midfield,CM,5000000.0,summer,Premier Liga Ukr,2021
174,68,Tunisia,65,74,Right,1,3,3,2024.0,61,60,38,63,55,72,72,72,60,71,68,64,63,64,82,74,49,48,62,74,68,28,59,61,59,63,64,33,19,13,12,5,9,11,22.0,Central Midfield,CM,1000000.0,summer,Jupiler Pro League,2021
174,61,Poland,65,73,Right,1,2,3,2023.0,62,55,50,61,32,63,59,33,55,62,91,91,73,57,74,44,59,64,43,45,58,31,53,56,42,49,37,43,49,14,11,10,12,11,23.0,Right Winger,RW,1500000.0,summer,Premier Liga,2021
174,61,Poland,65,73,Right,1,2,3,2023.0,62,55,50,61,32,63,59,33,55,62,91,91,73,57,74,44,59,64,43,45,58,31,53,56,42,49,37,43,49,14,11,10,12,11,23.0,Right Winger,RW,1500000.0,summer,Super Lig,2021
187,86,Canada,65,73,Left,1,3,2,2020.0,33,26,64,52,34,34,29,22,50,49,54,56,54,62,49,39,75,70,78,21,72,61,38,30,31,53,60,65,63,13,10,13,7,6,23.0,Centre-Back,CB,1800000.0,summer,Super League 1,2021
181,72,Sweden,65,72,Left,1,2,3,2021.0,62,59,40,61,56,65,55,43,49,63,83,85,76,62,68,74,57,76,69,68,52,30,59,55,46,59,16,28,28,12,10,7,6,8,22.0,Left-Back,LB,6000000.0,summer,Ligue 1,2021
178,69,Germany,65,72,Right,1,3,3,2021.0,52,55,65,72,45,67,56,50,66,65,74,68,78,66,76,60,63,60,46,46,58,43,64,59,52,62,44,59,55,6,7,12,12,6,23.0,Left Winger,LW,2500000.0,summer,Ger Bundesliga,2021
190,83,Croatia,65,72,Right,1,3,2,2023.0,36,27,56,64,41,56,32,40,58,61,62,68,56,58,52,59,65,69,78,55,71,66,52,56,41,45,64,65,62,6,11,9,9,6,25.0,Defensive Midfield,DM,1400000.0,summer,Pko Bp Ekstraklasa,2021
171,70,Japan,65,72,Right,1,3,2,2022.0,64,58,34,68,46,66,57,51,62,65,72,63,66,58,76,59,71,56,53,56,60,54,59,62,54,59,27,57,53,5,7,8,12,6,24.0,Central Midfield,CM,1530000.0,winter,Scottish Premiership,2021
183,84,Austria,65,71,Left,1,3,2,2022.0,49,32,61,65,29,53,34,38,60,60,66,69,54,63,62,56,69,83,80,49,72,63,48,51,44,61,62,63,58,11,10,14,12,6,26.0,Defensive Midfield,DM,1200000.0,winter,Supersport Hnl,2021
187,84,France,65,70,Right,1,3,3,2022.0,40,65,73,60,52,62,51,36,43,65,59,66,61,59,61,68,80,69,88,54,58,19,63,45,72,64,57,23,18,10,12,12,8,7,26.0,Centre-Forward,CF,2500000.0,winter,Ligue 1,2021
189,84,Belgium,65,70,Right,1,3,2,2025.0,27,18,62,59,24,37,23,25,57,59,51,55,38,63,53,42,45,66,76,21,68,66,22,52,33,67,30,69,66,11,11,7,8,6,24.0,Centre-Back,CB,2500000.0,summer,Premier Liga,2021
190,75,Romania,65,70,Right,1,2,2,2023.0,24,66,71,60,57,53,40,41,40,60,58,64,48,66,60,63,70,71,78,60,51,30,69,45,63,65,64,25,20,11,14,11,15,6,25.0,Centre-Forward,CF,1000000.0,summer,Premier Liga,2021
177,65,Austria,64,85,Left,1,3,3,2022.0,53,61,43,56,56,73,68,55,52,72,74,68,81,54,87,63,67,55,38,66,54,19,57,66,56,48,15,18,11,12,11,6,6,15,18.0,Right Winger,RW,5000000.0,winter,Austria Bundesliga,2021
177,65,Austria,64,85,Left,1,3,3,2022.0,53,61,43,56,56,73,68,55,52,72,74,68,81,54,87,63,67,55,38,66,54,19,57,66,56,48,15,18,11,12,11,6,6,15,18.0,Right Winger,RW,5000000.0,summer,Laliga,2021
178,72,Germany,64,82,Left,1,3,3,2021.0,63,45,63,72,44,64,58,66,68,70,64,64,70,57,64,62,70,72,56,57,59,54,57,64,42,62,22,64,61,7,14,5,9,9,20.0,Defensive Midfield,DM,7500000.0,summer,Ger Bundesliga,2021
173,65,Turkey,64,81,Left,1,3,2,2024.0,54,64,53,62,53,67,66,45,40,64,80,79,75,63,76,61,58,50,40,61,30,16,62,58,67,56,56,22,19,6,9,8,7,7,21.0,Right Winger,RW,7000000.0,summer,Super Lig,2021
173,65,Turkey,64,81,Left,1,3,2,2024.0,54,64,53,62,53,67,66,45,40,64,80,79,75,63,76,61,58,50,40,61,30,16,62,58,67,56,56,22,19,6,9,8,7,7,20.0,Right Winger,RW,7000000.0,summer,Super Lig,2021
185,71,Ukraine,64,81,Right,1,2,2,2021.0,31,69,58,60,57,64,33,31,27,62,75,73,68,59,66,58,66,56,59,65,28,16,65,43,58,53,28,19,11,14,7,12,8,14,20.0,Centre-Forward,CF,4000000.0,summer,Premier Liga Ukr,2021
185,76,France,64,81,Right,1,3,2,2023.0,35,69,64,59,65,63,40,40,39,65,63,58,57,58,55,67,70,56,59,59,30,14,63,49,69,67,22,15,14,13,11,15,7,13,19.0,Centre-Forward,CF,4600000.0,summer,Serie A,2021
185,74,Norway,64,80,Right,1,2,4,2024.0,61,49,34,57,51,70,58,40,43,68,85,82,76,55,73,48,45,58,44,47,34,27,60,66,38,49,19,35,33,6,7,10,9,13,20.0,Left Winger,LW,2500000.0,winter,Serie A,2021
171,68,Zambia,64,79,Right,1,3,3,2022.0,47,62,40,47,58,68,55,33,36,70,92,84,90,52,86,54,89,71,42,52,40,31,55,57,51,52,65,15,13,13,8,10,14,11,22.0,Right Winger,RW,2400000.0,winter,Superliga,2021
180,75,Italy,64,79,Right,1,3,4,2021.0,57,60,42,60,52,68,52,45,42,68,77,78,72,58,75,66,45,40,48,51,38,25,62,59,69,55,56,35,39,12,13,6,5,14,22.0,Left Winger,LW,8000000.0,summer,Serie A,2021
179,69,Russia,64,79,Left,1,3,2,2023.0,60,64,41,61,65,64,57,46,51,67,71,77,64,61,70,67,41,44,45,47,32,19,62,59,55,49,20,28,27,10,7,10,12,11,22.0,Centre-Forward,CF,5000000.0,summer,Premier Liga,2021
179,69,Russia,64,79,Left,1,3,2,2023.0,60,64,41,61,65,64,57,46,51,67,71,77,64,61,70,67,41,44,45,47,32,19,62,59,55,49,20,28,27,10,7,10,12,11,21.0,Centre-Forward,CF,5000000.0,summer,Premier Liga,2021
188,86,United States,64,79,Right,1,5,2,2022.0,53,46,45,66,41,64,50,42,70,67,65,70,64,60,72,53,58,72,76,43,39,55,66,69,41,63,21,39,47,9,6,10,10,6,19.0,Central Midfield,CM,3640000.0,summer,Serie A,2021
185,80,Denmark,64,78,Right,1,3,3,2021.0,48,49,46,68,32,72,45,40,63,69,69,68,76,63,77,44,74,68,69,38,43,49,56,67,41,59,34,53,42,13,9,13,6,12,21.0,Central Midfield,CM,1000000.0,summer,Ger Bundesliga,2021
186,80,Switzerland,64,78,Right,1,2,1,2021.0,12,7,12,19,5,7,10,14,24,15,31,28,39,58,31,47,46,20,40,6,24,9,6,32,19,43,57,14,12,63,64,62,60,66,23.0,Goalkeeper,GK,2200000.0,winter,Super League,2021
182,77,Austria,64,78,Right,1,4,2,2021.0,60,53,44,59,44,66,51,50,58,64,82,84,73,56,67,55,71,67,71,48,60,44,57,58,52,46,62,39,45,12,13,9,14,13,20.0,Right Winger,RW,18000000.0,summer,Ger Bundesliga,2021
170,61,United States,64,77,Right,1,4,3,2020.0,48,63,58,69,53,66,64,58,64,68,64,61,83,66,92,61,71,59,54,61,56,44,66,65,60,68,31,59,35,15,15,6,12,13,19.0,Central Midfield,CM,6000000.0,summer,Serie A,2021
177,67,England,64,77,Left,1,2,2,2023.0,58,31,55,60,27,58,32,30,52,56,79,78,70,60,72,24,63,65,54,30,55,59,47,33,42,54,38,62,59,13,6,9,10,13,22.0,Left-Back,LB,2000000.0,summer,Premier League,2021
174,66,France,64,77,Left,1,3,3,2021.0,60,59,46,60,57,67,63,60,54,66,80,82,80,57,79,65,38,49,50,58,53,30,59,58,61,62,53,38,32,8,9,14,15,14,20.0,Right Winger,RW,2200000.0,winter,Ligue 1,2021
174,66,France,64,77,Left,1,3,3,2021.0,60,59,46,60,57,67,63,60,54,66,80,82,80,57,79,65,38,49,50,58,53,30,59,58,61,62,53,38,32,8,9,14,15,14,20.0,Right Winger,RW,2200000.0,summer,Ligue 1,2021
174,60,France,64,77,Left,1,3,2,2021.0,58,60,48,70,49,70,54,49,56,69,70,70,56,49,77,62,43,38,31,39,35,24,57,63,66,57,55,35,35,10,8,14,8,12,21.0,Left Winger,LW,7500000.0,summer,Ger Bundesliga,2021
189,75,Norway,64,76,Right,1,2,2,2021.0,28,24,61,63,23,41,37,28,48,52,56,66,49,60,57,45,65,62,77,26,59,62,37,38,36,56,63,68,63,14,14,6,9,9,21.0,Centre-Back,CB,1000000.0,summer,Jupiler Pro League,2021
182,76,Finland,64,75,Right,1,3,2,2023.0,32,71,58,49,56,52,30,28,35,62,67,67,57,61,70,71,65,60,67,56,63,34,67,50,52,57,58,33,22,14,11,7,10,9,22.0,Centre-Forward,CF,3500000.0,summer,Premier League,2021
168,68,Ghana,64,75,Right,1,3,3,2021.0,55,60,38,57,49,66,54,37,47,63,86,88,92,55,90,55,81,60,52,50,64,25,60,52,43,53,36,31,28,13,9,14,12,14,21.0,Right Winger,RW,3000000.0,winter,Allsvenskan,2021
191,81,England,64,74,Right,1,3,2,2021.0,29,68,67,54,54,55,30,31,31,60,60,68,49,60,64,67,70,55,71,51,56,19,66,43,64,63,64,19,25,13,13,13,10,9,23.0,Centre-Forward,CF,1800000.0,summer,Premier League,2021
179,67,Belgium,64,74,Left,1,4,3,2023.0,47,63,55,60,43,72,53,30,38,70,79,78,75,60,74,65,63,62,60,62,50,40,58,43,60,60,31,35,35,15,7,10,7,8,21.0,Right Winger,RW,6000000.0,summer,Eredivisie,2021
184,78,France,64,74,Left,1,2,2,2022.0,54,28,55,60,27,63,32,40,48,62,73,68,63,57,57,51,64,69,76,28,68,58,51,49,45,46,17,67,64,8,6,7,9,6,21.0,Centre-Back,CB,1750000.0,summer,Ligue 1,2021
184,78,France,64,74,Left,1,2,2,2022.0,54,28,55,60,27,63,32,40,48,62,73,68,63,57,57,51,64,69,76,28,68,58,51,49,45,46,17,67,64,8,6,7,9,6,21.0,Centre-Back,CB,7000000.0,summer,Ligue 1,2021
175,70,Netherlands,64,74,Right,1,2,2,2022.0,55,30,52,56,28,62,38,37,47,60,85,85,77,57,68,49,66,71,65,29,63,56,40,43,41,62,17,62,61,11,13,14,12,6,20.0,Right-Back,RB,5000000.0,summer,Eredivisie,2021
180,75,Germany,64,73,Left,1,3,3,2021.0,64,57,54,68,48,68,66,37,54,67,84,83,76,63,75,61,58,72,60,62,46,49,58,59,49,57,26,52,54,11,8,14,12,6,23.0,Left-Back,LB,14000000.0,summer,Ger Bundesliga,2021
180,69,France,64,73,Left,1,3,2,2024.0,59,49,55,70,34,64,51,52,65,65,62,60,68,62,67,63,65,64,56,56,53,62,52,67,53,59,14,60,56,14,13,13,14,15,23.0,Right Midfield,RM,15000000.0,winter,Ligue 1,2021
184,75,Portugal,64,73,Left,1,2,2,2024.0,63,38,47,56,40,60,52,33,53,61,69,73,62,59,49,40,60,68,64,40,57,60,52,47,44,49,68,60,61,9,12,9,13,8,24.0,Centre-Back,CB,2500000.0,winter,Ligue 1,2021
187,70,Italy,64,73,Left,1,3,2,2023.0,65,51,43,60,33,70,31,43,39,60,63,57,58,66,57,39,53,49,54,53,59,56,55,61,43,49,60,67,73,8,6,14,12,8,22.0,Left-Back,LB,1400000.0,summer,Serie A,2021
192,83,Poland,64,72,Right,1,2,1,2021.0,10,9,12,22,8,13,11,11,16,12,27,27,37,54,35,41,33,26,57,9,19,8,6,28,16,35,38,10,11,68,58,55,63,70,24.0,Goalkeeper,GK,1100000.0,summer,Super Lig,2021
178,74,Sweden,64,71,Left,1,2,3,2020.0,68,51,32,68,54,68,69,63,67,68,59,60,71,59,73,65,69,64,60,57,61,55,61,66,50,63,20,54,48,8,7,9,15,7,25.0,Left-Back,LB,1000000.0,winter,Allsvenskan,2021
178,74,Sweden,64,71,Left,1,2,3,2020.0,68,51,32,68,54,68,69,63,67,68,59,60,71,59,73,65,69,64,60,57,61,55,61,66,50,63,20,54,48,8,7,9,15,7,25.0,Left-Back,LB,1000000.0,summer,Allsvenskan,2021
188,78,Turkey,64,71,Right,1,2,1,2024.0,11,9,13,26,8,10,12,12,21,13,34,36,42,56,32,43,58,18,58,6,19,12,7,32,19,39,13,13,10,67,62,57,61,66,24.0,Goalkeeper,GK,1100000.0,summer,Super Lig,2021
180,67,Greece,64,71,Right,1,3,2,2023.0,59,31,47,58,27,58,49,33,45,64,74,72,69,53,64,43,60,67,65,28,59,60,47,37,38,49,54,62,64,6,12,5,9,7,24.0,Right-Back,RB,1800000.0,summer,Super League 1,2021
185,73,Luxembourg,64,71,Left,1,3,3,2021.0,62,63,49,64,52,64,66,65,58,63,65,70,63,59,74,70,65,62,66,67,48,34,63,68,52,58,30,43,42,10,14,8,10,12,25.0,Right Winger,RW,1000000.0,summer,Premier League,2021
185,73,Luxembourg,64,71,Left,1,3,3,2021.0,62,63,49,64,52,64,66,65,58,63,65,70,63,59,74,70,65,62,66,67,48,34,63,68,52,58,30,43,42,10,14,8,10,12,24.0,Right Winger,RW,1000000.0,summer,Premier League,2021
186,77,Denmark,64,67,Right,1,3,3,2022.0,56,60,51,68,50,63,53,58,65,64,67,70,69,59,63,57,59,67,65,51,60,44,63,62,54,58,54,55,50,16,9,12,13,13,26.0,Central Midfield,CM,1000000.0,summer,Superliga,2021
179,70,Brazil,64,64,Left,1,3,2,2023.0,55,60,52,64,58,72,69,73,58,65,68,65,66,60,68,67,53,58,41,61,29,14,62,65,62,46,59,19,12,8,8,15,9,12,30.0,Right Winger,RW,2000000.0,summer,Serie A,2021
188,74,Germany,63,86,Left,1,3,2,2021.0,66,38,53,41,30,68,39,37,32,43,70,69,60,65,60,32,63,61,62,29,59,55,58,39,49,43,40,77,68,7,11,12,9,13,18.0,Left-Back,LB,2000000.0,summer,Ger Bundesliga,2021
182,72,France,63,83,Right,1,3,2,2021.0,59,33,55,59,29,61,51,41,57,60,67,73,68,59,64,50,62,55,52,32,59,59,64,55,42,49,65,63,62,11,14,9,10,8,18.0,Right-Back,RB,5000000.0,summer,Ligue 1,2021
183,73,England,63,81,Right,1,4,3,2021.0,45,66,60,54,60,58,55,51,44,59,75,75,66,60,66,64,60,55,62,60,58,21,63,52,64,65,61,24,19,13,10,14,11,9,21.0,Centre-Forward,CF,6000000.0,winter,Scottish Premiership,2021
175,65,Netherlands,63,80,Right,1,3,3,2021.0,41,57,42,68,53,71,60,45,60,68,76,67,84,52,77,46,66,53,39,43,28,33,55,60,45,47,42,29,38,11,10,13,7,9,20.0,Attacking Midfield,AM,2500000.0,summer,Ger Bundesliga,2021
173,58,Netherlands,63,80,Right,1,3,3,2024.0,56,50,45,66,53,66,56,50,61,66,78,76,85,58,74,58,57,53,34,42,67,57,52,65,52,63,20,57,59,13,6,13,9,8,20.0,Attacking Midfield,AM,1300000.0,winter,Eredivisie,2021
173,58,Netherlands,63,80,Right,1,3,3,2024.0,56,50,45,66,53,66,56,50,61,66,78,76,85,58,74,58,57,53,34,42,67,57,52,65,52,63,20,57,59,13,6,13,9,8,19.0,Attacking Midfield,AM,1300000.0,summer,Eredivisie,2021
184,79,Germany,63,80,Left,1,3,2,2025.0,51,64,39,65,50,70,55,66,56,73,68,58,75,52,73,64,52,44,56,58,44,25,52,57,50,55,48,24,22,11,14,14,11,15,19.0,Central Midfield,CM,3000000.0,summer,Serie A,2021
176,69,Sweden,63,79,Right,1,3,3,2023.0,55,61,31,52,47,66,61,40,39,64,76,83,77,58,72,70,66,54,41,56,39,22,62,64,52,67,20,26,24,8,12,8,13,14,18.0,Left Winger,LW,2000000.0,summer,Eredivisie,2021
183,72,England,63,78,Left,1,3,3,2021.0,66,49,37,57,41,64,59,55,52,63,87,90,83,52,75,66,57,63,55,62,55,48,47,52,49,58,9,58,57,14,6,5,8,8,22.0,Left-Back,LB,6000000.0,summer,Premier League,2021
183,72,England,63,78,Left,1,3,3,2021.0,66,49,37,57,41,64,59,55,52,63,87,90,83,52,75,66,57,63,55,62,55,48,47,52,49,58,9,58,57,14,6,5,8,8,21.0,Left-Back,LB,6000000.0,winter,Premier League,2021
180,70,Hungary,63,78,Right,1,5,2,,61,53,48,62,44,61,32,51,56,63,73,76,62,65,72,53,48,59,35,41,60,57,58,56,42,61,18,53,50,13,14,14,10,5,22.0,Central Midfield,CM,1000000.0,winter,Ger Bundesliga,2021
186,82,France,63,78,Right,1,3,3,2021.0,56,46,56,69,41,64,52,53,67,64,61,64,62,57,60,68,58,64,76,58,51,54,48,66,52,51,26,57,56,9,10,12,9,11,21.0,Central Midfield,CM,1200000.0,summer,Ligue 1,2021
