height_cm,weight_kg,nationality_x,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age_y,position,short_pos,fee,window,league,season
189,77,Sierra Leone,72,80,Right,1,4,4,2024.0,68,68,52,67,55,73,67,56,58,71,85,88,76,66,74,71,71,73,73,62,53,32,70,70,51,65,70,41,36,6,7,10,7,7,24.0,Right Winger,RW,1000000.0,summer,Jupiler Pro League,2021
189,77,Sierra Leone,72,80,Right,1,4,4,2024.0,68,68,52,67,55,73,67,56,58,71,85,88,76,66,74,71,71,73,73,62,53,32,70,70,51,65,70,41,36,6,7,10,7,7,24.0,Right Winger,RW,1000000.0,summer,Superliga,2021
191,82,Italy,72,79,Right,1,1,1,2021.0,15,20,17,17,18,19,17,15,16,20,40,42,46,66,49,52,54,35,49,14,24,18,15,20,29,50,74,19,11,72,70,69,69,76,25.0,Goalkeeper,GK,4000000.0,summer,Serie A,2021
193,90,Netherlands,72,79,Right,1,3,1,2021.0,12,13,21,44,12,25,21,21,39,32,50,52,62,67,49,53,75,40,70,16,22,10,10,50,32,36,67,20,19,73,69,70,70,73,24.0,Goalkeeper,GK,3500000.0,summer,Eredivisie,2021
169,64,Turkey,72,79,Left,1,3,4,2022.0,65,68,46,66,65,81,63,38,50,77,84,78,91,66,90,66,64,61,34,65,68,28,67,64,49,65,69,21,29,13,10,7,13,6,24.0,Right Winger,RW,3300000.0,summer,Super Lig,2021
177,76,Italy,72,78,Right,1,3,3,2024.0,70,70,65,72,72,76,72,71,68,75,77,77,76,74,73,75,73,68,66,71,52,25,72,72,75,59,67,34,34,15,7,7,13,7,24.0,Centre-Forward,CF,2000000.0,summer,Serie A,2021
183,79,France,72,78,Right,1,3,2,2022.0,44,30,68,70,30,58,52,33,67,68,53,62,55,73,59,52,72,69,75,35,73,71,26,58,48,71,78,75,71,8,11,7,12,14,24.0,Defensive Midfield,DM,1800000.0,summer,Ligue 1,2021
182,76,South Africa,72,78,Right,1,3,3,2023.0,54,73,70,68,69,71,59,51,53,71,70,69,61,72,67,74,69,70,73,69,55,24,76,61,68,75,25,15,12,14,14,11,7,10,25.0,Centre-Forward,CF,1500000.0,winter,Ligue 1,2021
173,64,Norway,72,77,Left,1,3,3,2023.0,68,47,42,66,30,63,62,55,61,65,81,79,82,64,80,46,81,88,35,49,80,68,65,67,39,70,42,70,68,8,10,15,12,6,26.0,Left-Back,LB,3000000.0,summer,Ligue 1,2021
179,79,Turkey,72,77,Right,1,3,3,2025.0,62,55,62,75,55,74,67,65,74,73,72,70,76,68,69,79,70,77,72,75,79,74,74,67,53,76,63,74,71,6,14,8,7,15,26.0,Attacking Midfield,AM,1000000.0,summer,Premier League,2021
179,79,Turkey,72,77,Right,1,3,3,2025.0,62,55,62,75,55,74,67,65,74,73,72,70,76,68,69,79,70,77,72,75,79,74,74,67,53,76,63,74,71,6,14,8,7,15,26.0,Attacking Midfield,AM,3200000.0,winter,Super Lig,2021
175,71,Wales,72,77,Right,1,4,3,2022.0,68,35,53,71,20,65,42,18,58,64,72,70,71,68,70,43,61,83,65,36,58,69,61,58,41,54,35,72,68,6,12,8,12,13,25.0,Right-Back,RB,2900000.0,summer,Premier League,2021
186,82,Greece,72,77,Right,1,4,3,2022.0,58,75,73,60,63,69,65,44,54,67,72,76,65,67,70,74,80,77,82,72,70,24,74,55,65,66,42,42,37,13,11,10,13,14,22.0,Centre-Forward,CF,2500000.0,summer,Eredivisie,2021
191,81,Netherlands,72,77,Right,1,4,3,2024.0,64,75,74,70,66,69,72,74,65,73,65,69,69,70,51,72,59,74,71,74,43,40,79,72,75,74,26,36,34,10,12,10,13,11,24.0,Attacking Midfield,AM,4000000.0,summer,Eredivisie,2021
191,81,Netherlands,72,77,Right,1,4,3,2024.0,64,75,74,70,66,69,72,74,65,73,65,69,69,70,51,72,59,74,71,74,43,40,79,72,75,74,26,36,34,10,12,10,13,11,24.0,Attacking Midfield,AM,4000000.0,summer,Jupiler Pro League,2021
182,71,Argentina,72,77,Right,1,3,2,2021.0,65,37,61,69,39,71,35,40,54,69,70,74,67,69,73,47,67,70,68,51,81,71,63,61,40,69,71,71,71,12,7,9,8,8,25.0,Right-Back,RB,2000000.0,winter,Laliga,2021
194,86,Germany,72,76,Right,1,5,3,2024.0,50,74,75,60,68,69,54,39,45,65,64,77,53,70,47,78,70,84,84,72,61,28,75,55,59,64,72,29,22,7,8,12,7,14,25.0,Centre-Forward,CF,5000000.0,summer,Jupiler Pro League,2021
168,64,Italy,72,76,Left,1,3,4,2022.0,69,64,46,65,60,77,81,77,60,78,84,82,90,66,92,85,40,67,33,77,58,24,65,68,71,70,35,37,35,7,12,14,9,12,25.0,Right Winger,RW,2200000.0,summer,Serie A,2021
168,64,Italy,72,76,Left,1,3,4,2022.0,69,64,46,65,60,77,81,77,60,78,84,82,90,66,92,85,40,67,33,77,58,24,65,68,71,70,35,37,35,7,12,14,9,12,25.0,Right Winger,RW,2200000.0,summer,Super League 1,2021
177,71,Norway,72,75,Right,1,3,3,2023.0,66,55,20,71,54,82,62,61,64,79,79,72,87,70,80,50,56,72,72,52,26,21,66,72,56,66,56,20,24,6,12,10,7,9,26.0,Attacking Midfield,AM,1000000.0,summer,Jupiler Pro League,2021
189,83,Germany,72,75,Right,1,3,3,2022.0,69,56,69,76,45,69,76,75,73,73,64,55,59,72,57,78,81,77,78,68,75,72,67,68,58,69,58,70,68,7,9,10,13,15,26.0,Central Midfield,CM,6500000.0,summer,Ger Bundesliga,2021
182,72,Italy,72,75,Right,1,2,2,2022.0,49,31,66,66,30,56,46,38,60,69,64,53,56,72,68,50,72,53,68,28,67,74,47,49,32,64,36,78,75,15,9,16,7,12,27.0,Centre-Back,CB,1300000.0,winter,Super Lig,2021
189,84,Nigeria,72,75,Right,1,3,2,2023.0,37,33,70,69,35,53,41,34,64,61,63,53,38,66,41,71,46,81,88,51,83,77,48,53,55,66,39,76,71,10,10,9,14,13,27.0,Defensive Midfield,DM,1500000.0,summer,Super League 1,2021
185,84,Belgium,72,75,Right,1,4,3,2024.0,44,79,69,62,69,63,45,35,52,68,73,77,65,75,62,76,76,74,79,69,53,13,71,58,66,70,71,16,14,14,11,11,12,10,26.0,Centre-Forward,CF,5000000.0,summer,Eredivisie,2021
188,81,Italy,72,75,Right,1,3,2,2023.0,22,18,70,62,17,50,20,17,57,54,59,54,54,71,48,23,74,61,76,16,67,72,12,28,19,64,32,77,73,9,14,8,6,11,27.0,Centre-Back,CB,2000000.0,summer,Serie A,2021
180,76,Netherlands,72,75,Right,1,3,3,2022.0,71,47,60,71,41,66,56,48,68,70,68,67,64,69,63,74,74,84,73,64,81,69,62,66,46,68,66,69,69,11,13,10,9,11,26.0,Right-Back,RB,2000000.0,summer,Premier Liga,2021
174,67,Ivory Coast,72,75,Right,1,4,3,2021.0,62,74,69,59,63,76,55,43,42,65,90,86,82,82,77,75,82,77,66,65,53,26,69,73,58,65,66,26,21,13,12,14,14,9,27.0,Left Winger,LW,2500000.0,winter,Super Lig,2021
173,71,France,72,74,Right,1,3,3,2023.0,64,75,62,76,68,76,59,38,67,75,74,75,76,73,85,75,61,63,58,69,44,23,73,63,61,69,45,25,23,11,9,12,12,14,26.0,Centre-Forward,CF,2000000.0,summer,Ligue 1,2021
170,68,Austria,72,74,Right,1,4,3,2021.0,73,44,39,68,34,69,53,46,53,69,83,71,83,65,91,50,72,84,52,39,59,67,57,48,42,64,74,64,74,12,9,11,9,7,27.0,Right-Back,RB,1500000.0,summer,Eredivisie,2021
184,85,Finland,72,74,Right,1,3,3,2022.0,54,75,74,63,72,67,65,45,45,69,64,54,68,74,66,77,69,64,76,69,62,18,75,52,59,68,68,21,18,9,13,7,16,6,26.0,Centre-Forward,CF,3500000.0,summer,Ger Bundesliga,2021
184,85,Finland,72,74,Right,1,3,3,2022.0,54,75,74,63,72,67,65,45,45,69,64,54,68,74,66,77,69,64,76,69,62,18,75,52,59,68,68,21,18,9,13,7,16,6,26.0,Centre-Forward,CF,3500000.0,summer,Super Lig,2021
178,74,Austria,72,74,Right,1,4,3,2021.0,71,70,44,75,65,76,69,61,67,75,74,64,74,72,76,68,62,91,65,70,64,65,71,68,64,71,59,64,56,13,6,13,11,10,27.0,Attacking Midfield,AM,1800000.0,summer,Ger Bundesliga,2021
181,80,Italy,72,73,Right,2,3,3,2022.0,66,55,68,74,74,73,64,64,72,74,69,68,70,68,65,78,65,70,74,77,86,74,73,68,68,73,74,77,76,15,10,5,14,11,28.0,Central Midfield,CM,1400000.0,summer,Serie A,2021
176,70,Italy,72,73,Right,1,3,2,2021.0,62,35,61,62,37,60,58,50,60,61,78,79,71,70,80,35,65,86,70,50,71,69,54,54,51,69,48,70,69,10,9,10,7,11,28.0,Right-Back,RB,1200000.0,summer,Serie A,2021
183,77,Germany,72,73,Right,1,2,3,2022.0,79,58,54,75,75,75,80,68,73,74,64,53,66,74,66,86,53,66,67,84,60,55,69,74,46,73,18,68,41,15,13,12,10,8,28.0,Central Midfield,CM,1000000.0,summer,Ger Bundesliga,2021
183,82,France,72,73,Right,2,3,3,2023.0,67,72,68,66,66,71,57,48,44,70,69,74,64,69,72,80,71,64,77,67,68,21,74,67,68,68,33,23,15,7,6,8,14,16,28.0,Centre-Forward,CF,1500000.0,summer,Super Liga Srbije,2021
183,84,Norway,72,72,Right,1,3,3,2020.0,59,62,68,74,62,71,63,52,70,72,67,64,71,73,67,61,68,88,82,60,72,69,69,68,80,72,70,73,69,9,11,16,14,8,29.0,Defensive Midfield,DM,1000000.0,summer,Super Lig,2021
187,88,Romania,72,72,Left,1,3,3,2021.0,62,74,64,67,68,72,73,74,62,72,73,67,67,65,63,75,63,73,84,72,88,56,74,71,75,65,70,46,42,16,6,12,6,8,31.0,Centre-Forward,CF,1000000.0,winter,Super League 1,2021
187,88,Romania,72,72,Left,1,3,3,2021.0,62,74,64,67,68,72,73,74,62,72,73,67,67,65,63,75,63,73,84,72,88,56,74,71,75,65,70,46,42,16,6,12,6,8,31.0,Centre-Forward,CF,1000000.0,winter,Super Lig,2021
173,70,Netherlands,72,72,Right,1,4,3,2021.0,66,70,41,68,61,77,70,65,52,73,87,85,86,68,84,59,71,63,56,57,55,32,69,64,54,66,60,24,22,12,7,8,10,7,27.0,Left Winger,LW,3000000.0,summer,Eredivisie,2021
190,80,Germany,72,72,Right,1,4,3,2021.0,48,80,74,59,67,69,57,62,44,73,60,67,64,65,55,68,59,63,79,58,72,17,80,52,67,71,28,31,19,8,6,10,13,14,29.0,Centre-Forward,CF,1200000.0,summer,Super Lig,2021
170,66,Scotland,71,86,Right,1,3,3,2023.0,60,53,50,76,59,72,58,54,73,74,67,68,76,71,75,49,58,65,35,58,68,66,58,74,53,70,21,68,57,9,7,9,13,12,20.0,Defensive Midfield,DM,18000000.0,summer,Premier League,2021
170,66,Scotland,71,86,Right,1,3,3,2023.0,60,53,50,76,59,72,58,54,73,74,67,68,76,71,75,49,58,65,35,58,68,66,58,74,53,70,21,68,57,9,7,9,13,12,20.0,Defensive Midfield,DM,18000000.0,summer,Premier League,2021
177,68,Ivory Coast,71,85,Right,1,3,3,2021.0,66,66,62,73,64,76,68,64,68,74,71,69,79,70,72,73,71,67,55,63,55,46,64,68,61,66,9,57,60,8,10,14,12,11,21.0,Attacking Midfield,AM,22000000.0,summer,Serie A,2021
177,68,Ivory Coast,71,85,Right,1,3,3,2021.0,66,66,62,73,64,76,68,64,68,74,71,69,79,70,72,73,71,67,55,63,55,46,64,68,61,66,9,57,60,8,10,14,12,11,21.0,Attacking Midfield,AM,16000000.0,summer,Serie A,2021
170,71,Argentina,71,84,Right,1,3,4,2022.0,68,70,65,70,67,70,75,73,66,72,79,80,83,68,79,76,71,68,45,70,76,33,70,68,69,78,72,37,33,6,10,8,15,6,22.0,Centre-Forward,CF,21400000.0,winter,Premier League,2021
184,75,Norway,71,82,Right,1,3,4,2021.0,63,67,49,66,54,73,61,49,56,70,88,85,80,68,72,63,56,78,67,60,45,39,67,66,65,73,69,37,32,9,7,14,9,8,21.0,Left Winger,LW,1600000.0,summer,Ger Bundesliga,2021
187,82,France,71,82,Right,1,2,2,2023.0,53,27,75,67,28,59,43,32,58,63,60,63,41,65,51,55,70,70,73,29,70,69,42,34,39,71,11,75,71,8,6,6,11,15,21.0,Centre-Back,CB,15000000.0,summer,Ger Bundesliga,2021
189,75,France,71,82,Left,1,2,3,2023.0,54,68,69,70,64,70,57,44,62,71,78,74,77,68,75,71,77,74,81,66,78,63,71,69,50,68,65,65,63,5,6,14,11,15,23.0,Attacking Midfield,AM,1300000.0,summer,Laliga,2021
193,91,Ghana,71,80,Right,1,2,3,2022.0,43,70,75,61,62,73,41,26,52,72,75,81,66,68,56,66,60,65,80,61,68,19,75,58,63,62,67,12,17,10,9,6,10,12,24.0,Centre-Forward,CF,2000000.0,summer,Super Lig,2021
180,67,Nigeria,71,80,Right,1,3,3,2023.0,51,73,64,73,62,72,62,44,56,72,72,77,60,70,66,70,54,59,65,68,38,14,71,64,63,72,70,22,23,14,8,15,5,7,22.0,Centre-Forward,CF,5000000.0,summer,Ligue 1,2021
182,71,Italy,71,80,Right,1,3,3,2024.0,75,50,59,73,48,72,72,44,71,72,72,72,68,74,72,62,35,66,49,47,62,65,64,64,65,63,78,70,71,8,10,5,6,13,24.0,Right-Back,RB,3000000.0,winter,Serie A,2021
182,71,Italy,71,80,Right,1,3,3,2024.0,75,50,59,73,48,72,72,44,71,72,72,72,68,74,72,62,35,66,49,47,62,65,64,64,65,63,78,70,71,8,10,5,6,13,24.0,Right-Back,RB,3000000.0,summer,Serie A,2021
191,75,Italy,71,79,Left,1,3,2,2023.0,65,45,71,67,45,56,47,42,58,63,50,48,56,70,61,72,69,64,70,68,69,72,52,51,44,62,31,76,74,12,6,12,11,6,24.0,Centre-Back,CB,3000000.0,summer,Serie A,2021
191,75,Italy,71,79,Left,1,3,2,2023.0,65,45,71,67,45,56,47,42,58,63,50,48,56,70,61,72,69,64,70,68,69,72,52,51,44,62,31,76,74,12,6,12,11,6,24.0,Centre-Back,CB,3000000.0,summer,Serie A,2021
185,83,England,71,79,Left,1,3,3,2021.0,45,30,73,62,36,64,36,36,60,61,51,55,47,64,66,57,73,73,86,33,78,68,49,56,34,74,65,70,69,11,6,14,12,11,25.0,Centre-Back,CB,3500000.0,summer,Premier League,2021
180,75,Ivory Coast,71,79,Right,1,3,3,2022.0,60,52,42,74,38,74,61,46,72,73,65,62,69,67,70,64,60,79,75,56,72,67,64,71,40,72,15,69,64,11,13,8,9,13,24.0,Central Midfield,CM,4100000.0,summer,Premier Liga,2021
179,75,Croatia,71,79,Left,1,3,4,2023.0,82,60,42,72,67,82,84,78,74,78,77,63,86,62,69,77,50,66,53,68,57,38,53,74,78,65,31,41,26,9,12,12,5,6,23.0,Central Midfield,CM,12000000.0,summer,Ligue 1,2021
177,68,Ukraine,71,79,Right,1,3,2,2025.0,32,74,66,68,64,64,36,34,27,66,77,78,65,74,73,69,71,53,59,72,33,13,77,45,57,56,71,16,16,10,11,14,9,14,23.0,Centre-Forward,CF,2000000.0,winter,Premier Liga Ukr,2021
177,68,Ukraine,71,79,Right,1,3,2,2025.0,32,74,66,68,64,64,36,34,27,66,77,78,65,74,73,69,71,53,59,72,33,13,77,45,57,56,71,16,16,10,11,14,9,14,22.0,Centre-Forward,CF,2000000.0,summer,Premier Liga Ukr,2021
177,68,Ukraine,71,79,Right,1,3,2,2025.0,32,74,66,68,64,64,36,34,27,66,77,78,65,74,73,69,71,53,59,72,33,13,77,45,57,56,71,16,16,10,11,14,9,14,23.0,Centre-Forward,CF,2000000.0,winter,Premier Liga Ukr,2021
177,68,Ukraine,71,79,Right,1,3,2,2025.0,32,74,66,68,64,64,36,34,27,66,77,78,65,74,73,69,71,53,59,72,33,13,77,45,57,56,71,16,16,10,11,14,9,14,22.0,Centre-Forward,CF,2000000.0,summer,Premier Liga Ukr,2021
186,75,Poland,71,78,Right,1,3,3,2023.0,54,72,66,66,63,70,52,32,59,70,78,72,75,70,67,78,70,72,73,57,61,43,75,62,72,71,71,18,16,15,13,9,9,11,24.0,Centre-Forward,CF,3500000.0,winter,Pko Bp Ekstraklasa,2021
182,74,Russia,71,78,Right,1,3,3,2023.0,67,62,52,70,49,70,58,52,64,71,83,74,70,68,64,66,57,68,52,44,71,44,65,72,51,65,70,59,53,9,8,10,12,9,23.0,Attacking Midfield,AM,3000000.0,winter,Premier Liga,2021
189,81,Slovakia,71,78,Right,1,3,2,2024.0,26,37,73,69,36,52,25,30,65,63,61,69,50,58,64,69,72,63,85,58,75,68,48,48,52,67,29,70,69,13,12,14,12,13,25.0,Centre-Back,CB,3000000.0,summer,Serie A,2021
189,81,Slovakia,71,78,Right,1,3,2,2024.0,26,37,73,69,36,52,25,30,65,63,61,69,50,58,64,69,72,63,85,58,75,68,48,48,52,67,29,70,69,13,12,14,12,13,25.0,Centre-Back,CB,3000000.0,winter,Superliga,2021
182,72,Ghana,71,78,Right,1,3,3,2024.0,64,62,41,72,55,73,57,48,70,73,73,69,88,72,68,70,62,81,64,67,61,63,67,72,46,68,63,63,58,12,12,11,12,12,23.0,Central Midfield,CM,2500000.0,summer,Austria Bundesliga,2021
182,72,Ghana,71,78,Right,1,3,3,2024.0,64,62,41,72,55,73,57,48,70,73,73,69,88,72,68,70,62,81,64,67,61,63,67,72,46,68,63,63,58,12,12,11,12,12,23.0,Central Midfield,CM,1500000.0,summer,Jupiler Pro League,2021
193,84,United States,71,77,Right,1,3,2,2022.0,25,18,72,65,34,53,27,21,54,66,58,57,57,66,42,35,79,68,83,32,80,69,27,32,31,69,69,72,73,10,7,14,7,15,26.0,Centre-Back,CB,1800000.0,summer,Laliga,2021
193,84,United States,71,77,Right,1,3,2,2022.0,25,18,72,65,34,53,27,21,54,66,58,57,57,66,42,35,79,68,83,32,80,69,27,32,31,69,69,72,73,10,7,14,7,15,25.0,Centre-Back,CB,1800000.0,summer,Premier League,2021
183,75,Algeria,71,77,Left,1,3,3,2022.0,75,59,58,66,58,75,69,48,60,75,75,74,72,70,75,68,55,63,68,62,68,66,65,63,64,65,72,67,68,8,12,10,15,14,25.0,Left-Back,LB,1300000.0,summer,Serie A,2021
183,75,Algeria,71,77,Left,1,3,3,2022.0,75,59,58,66,58,75,69,48,60,75,75,74,72,70,75,68,55,63,68,62,68,66,65,63,64,65,72,67,68,8,12,10,15,14,25.0,Left-Back,LB,1300000.0,winter,Serie A,2021
183,75,Algeria,71,77,Left,1,3,3,2022.0,75,59,58,66,58,75,69,48,60,75,75,74,72,70,75,68,55,63,68,62,68,66,65,63,64,65,72,67,68,8,12,10,15,14,25.0,Left-Back,LB,1300000.0,winter,Serie A,2021
175,75,Belgium,71,77,Right,1,4,3,2023.0,73,60,49,70,56,70,70,47,64,72,70,70,70,67,77,73,77,82,63,62,70,67,70,58,51,65,64,68,70,11,8,13,14,11,24.0,Central Midfield,CM,2800000.0,summer,Jupiler Pro League,2021
175,75,Belgium,71,77,Right,1,4,3,2023.0,73,60,49,70,56,70,70,47,64,72,70,70,70,67,77,73,77,82,63,62,70,67,70,58,51,65,64,68,70,11,8,13,14,11,24.0,Central Midfield,CM,1000000.0,summer,Jupiler Pro League,2021
176,74,DR Congo,71,77,Right,1,3,3,2024.0,62,72,54,63,65,72,46,41,60,69,84,91,81,69,73,75,75,71,67,65,61,13,71,65,70,67,61,23,18,14,7,6,8,15,24.0,Left Winger,LW,10000000.0,summer,Premier League,2021
181,75,Netherlands,71,76,Right,1,3,3,2021.0,67,34,65,68,35,64,46,45,70,70,74,77,63,66,70,65,81,76,72,41,73,68,56,63,42,66,20,70,65,8,11,9,7,16,25.0,Right-Back,RB,3000000.0,summer,Jupiler Pro League,2021
186,75,Italy,71,76,Right,1,3,2,2022.0,71,22,66,64,31,64,31,34,48,65,55,64,54,68,61,45,67,65,75,29,69,74,45,56,44,64,70,76,74,6,8,12,12,13,25.0,Right-Back,RB,1100000.0,summer,Serie A,2021
186,80,Germany,71,75,Right,1,4,1,2024.0,9,9,18,32,10,16,12,14,27,27,52,54,45,72,54,50,75,31,67,11,19,23,20,35,23,52,48,11,9,74,67,66,68,72,25.0,Goalkeeper,GK,3000000.0,summer,Eredivisie,2021
186,78,Netherlands,71,75,Right,1,3,2,2021.0,56,48,76,71,32,67,67,70,69,69,73,78,69,67,62,81,83,73,77,67,79,64,58,62,46,63,67,71,68,9,10,9,7,6,25.0,Centre-Back,CB,1200000.0,summer,Eredivisie,2021
186,78,Netherlands,71,75,Right,1,3,2,2021.0,56,48,76,71,32,67,67,70,69,69,73,78,69,67,62,81,83,73,77,67,79,64,58,62,46,63,67,71,68,9,10,9,7,6,26.0,Centre-Back,CB,1200000.0,summer,Super Lig,2021
179,71,Norway,71,75,Right,1,3,3,2021.0,68,62,57,72,52,66,68,63,69,68,72,76,79,68,76,68,71,93,62,66,71,68,66,66,66,67,18,68,63,12,14,14,8,13,25.0,Central Midfield,CM,20000000.0,summer,Eredivisie,2021
175,60,Mali,71,75,Left,1,3,3,2022.0,63,68,62,64,65,77,43,38,56,75,78,74,83,66,75,68,47,63,37,62,33,20,71,68,59,57,71,17,14,9,12,7,12,7,25.0,Right Winger,RW,3600000.0,summer,Super Lig,2021
175,60,Mali,71,75,Left,1,3,3,2022.0,63,68,62,64,65,77,43,38,56,75,78,74,83,66,75,68,47,63,37,62,33,20,71,68,59,57,71,17,14,9,12,7,12,7,25.0,Right Winger,RW,3600000.0,summer,Super Lig,2021
179,71,Algeria,71,74,Right,2,4,4,2023.0,66,69,64,71,69,77,77,71,66,72,68,65,75,66,71,71,81,69,58,67,61,55,68,75,76,74,20,46,38,6,9,14,13,9,27.0,Attacking Midfield,AM,1000000.0,winter,Super Lig,2021
185,78,England,71,73,Left,1,3,2,2021.0,29,28,73,65,20,40,38,22,57,62,55,52,57,70,63,35,75,52,76,28,67,72,32,37,31,55,66,73,72,12,8,16,16,11,28.0,Centre-Back,CB,9300000.0,summer,Premier League,2021
194,82,England,71,73,Right,1,3,1,2021.0,12,14,11,34,12,15,12,19,38,28,34,24,39,60,40,55,60,22,40,14,33,15,6,38,18,52,37,18,17,71,69,73,73,73,29.0,Goalkeeper,GK,1500000.0,summer,Premier League,2021
182,80,Ghana,71,73,Right,1,3,3,2022.0,68,68,69,66,66,74,72,50,52,72,83,79,64,68,59,74,82,81,80,65,73,29,70,60,63,68,12,17,17,8,13,9,11,6,27.0,Centre-Forward,CF,2600000.0,summer,Serie A,2021
181,73,France,71,72,Right,1,3,3,2023.0,68,72,64,68,71,71,65,55,63,75,68,73,66,70,65,77,67,84,73,72,69,56,72,67,72,68,69,60,48,10,11,10,13,11,28.0,Right Winger,RW,3300000.0,summer,Ligue 1,2021
190,76,Netherlands,71,72,Right,1,2,2,2021.0,42,23,75,70,29,45,30,26,73,59,51,58,50,66,54,64,73,66,75,30,66,69,18,43,54,65,70,74,72,8,9,8,9,9,26.0,Centre-Back,CB,1000000.0,summer,Eredivisie,2021
190,76,Netherlands,71,72,Right,1,2,2,2021.0,42,23,75,70,29,45,30,26,73,59,51,58,50,66,54,64,73,66,75,30,66,69,18,43,54,65,70,74,72,8,9,8,9,9,26.0,Centre-Back,CB,1000000.0,summer,Eredivisie,2021
180,73,Belgium,71,71,Right,1,3,3,2022.0,65,71,73,68,62,74,63,71,55,72,73,70,72,69,70,70,65,72,69,73,59,26,74,68,83,68,20,26,16,11,14,13,15,6,29.0,Centre-Forward,CF,2000000.0,summer,Jupiler Pro League,2021
174,72,Belgium,71,71,Right,1,4,4,2021.0,71,51,54,71,68,74,64,68,69,73,77,69,85,71,77,73,79,81,61,66,77,72,70,70,60,74,63,68,68,7,8,9,9,8,30.0,Central Midfield,CM,1200000.0,summer,Jupiler Pro League,2021
177,66,Turkey,71,71,Left,1,2,3,2022.0,71,66,51,70,66,73,72,72,67,73,78,78,79,64,79,74,71,62,53,72,60,21,64,65,61,64,72,14,23,12,9,15,13,8,29.0,Right Winger,RW,1000000.0,summer,Super Lig,2021
189,82,Sweden,71,71,Right,1,3,3,2020.0,46,71,77,69,65,65,48,35,59,68,49,67,63,73,51,71,71,77,88,61,78,32,73,72,72,71,66,25,20,11,16,11,12,8,29.0,Centre-Forward,CF,2200000.0,winter,Allsvenskan,2021
189,82,Sweden,71,71,Right,1,3,3,2020.0,46,71,77,69,65,65,48,35,59,68,49,67,63,73,51,71,71,77,88,61,78,32,73,72,72,71,66,25,20,11,16,11,12,8,29.0,Centre-Forward,CF,2200000.0,summer,Jupiler Pro League,2021
184,87,Italy,71,71,Left,1,3,4,2022.0,44,74,70,62,62,64,55,54,49,69,75,71,69,71,63,72,87,76,83,60,40,25,74,58,72,68,63,23,21,10,9,5,13,8,29.0,Centre-Forward,CF,5500000.0,summer,Serie A,2021
179,75,Russia,71,71,Right,1,3,3,2022.0,69,64,52,68,50,79,66,44,65,74,80,82,75,60,75,67,56,65,66,68,63,47,61,63,58,60,39,47,61,10,8,12,9,11,28.0,Left Winger,LW,1000000.0,summer,Premier Liga,2021
179,75,Russia,71,71,Right,1,3,3,2022.0,69,64,52,68,50,79,66,44,65,74,80,82,75,60,75,67,56,65,66,68,63,47,61,63,58,60,39,47,61,10,8,12,9,11,28.0,Left Winger,LW,1000000.0,summer,Premier Liga,2021
175,66,Wales,70,85,Right,1,3,3,2023.0,65,64,47,67,57,74,71,67,56,70,93,94,82,59,76,52,71,57,48,52,38,27,59,61,40,50,49,46,34,8,5,6,12,13,20.0,Right Winger,RW,2500000.0,summer,Jupiler Pro League,2021
182,75,Ukraine,70,84,Right,1,3,3,2023.0,28,74,54,66,54,72,32,34,28,71,86,87,78,75,62,68,57,52,58,66,27,16,75,47,62,58,72,16,14,11,9,15,10,15,21.0,Centre-Forward,CF,1000000.0,winter,Serie A,2021
178,73,Germany,70,84,Left,1,2,2,2024.0,63,40,53,69,31,74,41,31,54,73,74,74,72,68,74,46,54,65,54,32,59,67,48,50,41,70,71,70,68,12,13,12,10,8,20.0,Left-Back,LB,1000000.0,winter,Super League,2021
178,70,England,70,83,Right,1,2,4,2021.0,62,57,55,75,52,73,65,63,73,71,72,72,74,68,75,70,58,67,66,65,57,58,69,71,49,73,12,56,53,7,7,14,15,11,22.0,Attacking Midfield,AM,40000000.0,summer,Premier League,2021
182,74,England,70,83,Right,1,2,3,2021.0,49,66,48,70,40,73,52,53,72,72,64,62,67,70,68,62,57,75,60,66,68,67,70,70,54,59,39,66,50,7,6,15,9,9,21.0,Central Midfield,CM,40000000.0,summer,Premier League,2021
186,75,France,70,83,Right,1,3,3,2023.0,66,65,62,75,62,75,69,74,69,75,62,59,65,69,57,73,60,69,64,66,57,55,68,75,60,72,29,57,55,14,12,9,10,14,21.0,Attacking Midfield,AM,8000000.0,summer,Ligue 1,2021
186,75,France,70,83,Right,1,3,3,2023.0,66,65,62,75,62,75,69,74,69,75,62,59,65,69,57,73,60,69,64,66,57,55,68,75,60,72,29,57,55,14,12,9,10,14,21.0,Attacking Midfield,AM,8500000.0,summer,Serie A,2021
