height_cm,weight_kg,nationality_x,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,age_y,position,short_pos,fee,window,league,season,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
184,81,France,75,80,Right,2,3,3,2022,26,Defensive Midfield,DM,1500000,winter,Laliga,2019,45,39,65,76,29,65,34,32,73,68,69,73,63,76,68,75,74,77,82,62,80,76,42,65,51,67,74,76,70,6,7,11,14,14
184,81,France,75,80,Right,2,3,3,2022,26,Defensive Midfield,DM,1500000,summer,Premier League,2019,45,39,65,76,29,65,34,32,73,68,69,73,63,76,68,75,74,77,82,62,80,76,42,65,51,67,74,76,70,6,7,11,14,14
178,77,Greece,75,79,Left,1,3,3,2019,25,Left-Back,LB,1000000,summer,Ger Bundesliga,2019,77,48,51,73,68,72,76,81,74,75,76,79,73,74,75,89,70,70,72,85,85,64,41,41,46,66,75,78,80,11,7,15,10,14
185,81,Netherlands,75,79,Left,1,4,3,2020,26,Centre-Back,CB,6000000,summer,Serie A,2019,44,46,76,73,43,63,68,76,70,68,52,53,60,71,53,83,56,64,85,60,76,71,41,64,63,68,75,75,75,11,14,6,9,9
196,88,France,75,79,Right,2,3,2,2021,26,Centre-Back,CB,8000000,summer,Scottish Premiership,2019,37,51,80,64,28,45,29,36,61,70,58,64,62,68,51,46,75,74,87,32,72,74,50,26,55,70,73,75,71,8,14,12,11,8
182,74,Germany,75,79,Right,2,4,3,2022,24,Right-Back,RB,4500000,summer,Ger Bundesliga,2019,77,39,50,77,41,69,39,32,63,75,89,92,74,67,70,49,84,77,66,38,62,68,56,48,39,58,64,74,73,10,13,10,11,12
182,74,Germany,75,79,Right,2,4,3,2022,24,Right-Back,RB,2250000,summer,Serie A,2019,77,39,50,77,41,69,39,32,63,75,89,92,74,67,70,49,84,77,66,38,62,68,56,48,39,58,64,74,73,10,13,10,11,12
177,72,Turkey,75,79,Left,1,4,4,2020,26,Right Midfield,RM,2500000,summer,Super Lig,2019,80,61,42,79,60,76,82,79,80,76,77,74,83,73,76,80,58,81,65,75,67,64,62,75,74,74,51,61,55,10,11,16,11,13
174,70,Germany,75,79,Right,1,3,3,2020,24,Attacking Midfield,AM,2000000,summer,Ger Bundesliga,2019,80,70,49,74,65,77,76,75,64,78,79,76,87,67,77,69,53,66,51,71,37,27,65,74,57,63,28,37,31,6,11,16,8,15
186,75,Algeria,75,79,Left,2,3,3,2020,24,Left-Back,LB,8000000,summer,Ger Bundesliga,2019,73,49,74,72,43,68,58,37,64,73,69,68,59,75,60,49,80,77,79,43,83,75,62,58,43,71,73,75,74,6,13,14,7,14
185,80,Argentina,75,79,Right,1,3,2,2023,25,Defensive Midfield,DM,4000000,winter,Laliga,2019,59,41,65,75,47,59,49,42,72,72,53,57,54,62,52,59,45,75,81,55,83,78,50,62,53,65,75,76,73,12,11,14,16,6
182,82,France,75,78,Right,2,3,3,2019,27,Centre-Forward,CF,7000000,summer,Ligue 1,2019,67,74,73,70,76,73,41,71,55,73,73,76,71,69,72,80,76,75,82,72,70,23,72,68,70,73,31,20,24,10,14,10,8,11
182,82,France,75,78,Right,2,3,3,2019,27,Centre-Forward,CF,4500000,summer,Ligue 1,2019,67,74,73,70,76,73,41,71,55,73,73,76,71,69,72,80,76,75,82,72,70,23,72,68,70,73,31,20,24,10,14,10,8,11
198,103,Germany,75,77,Right,1,1,1,2019,28,Goalkeeper,GK,3200000,summer,Eredivisie,2019,10,13,10,26,15,16,13,11,24,19,28,37,19,72,20,14,40,35,82,12,36,21,13,42,16,58,11,17,15,75,74,71,74,77
183,78,Italy,75,77,Left,1,4,3,2021,26,Left-Back,LB,5000000,summer,Serie A,2019,76,40,65,70,46,71,66,50,66,71,77,78,73,74,72,79,70,77,71,65,74,75,58,56,64,70,73,77,73,12,6,14,10,7
198,88,Sweden,75,77,Right,1,2,1,2022,29,Goalkeeper,GK,1500000,summer,Serie A,2019,20,11,16,32,16,11,18,16,37,18,31,40,32,70,33,20,40,37,75,14,27,20,13,55,26,45,22,12,16,74,74,71,75,75
190,83,Slovenia,75,77,Right,1,3,2,,29,Centre-Back,CB,4000000,summer,Premier Liga,2019,52,34,73,70,48,55,42,42,72,58,71,69,65,71,52,47,63,71,81,32,63,78,35,54,47,75,78,78,77,9,12,12,14,13
175,67,France,75,76,Right,2,3,3,2021,28,Right-Back,RB,1000000,summer,Laliga,2019,76,58,70,72,58,75,78,80,74,75,74,73,74,73,77,75,69,71,67,69,71,74,72,67,67,68,75,74,75,6,8,7,10,15
182,70,Algeria,75,76,Left,2,3,4,2022,27,Right Winger,RW,4000000,summer,Serie A,2019,74,71,56,76,59,80,80,74,71,80,73,72,76,63,73,74,59,68,61,75,50,27,73,76,68,74,25,24,23,12,6,15,7,15
188,82,France,75,75,Right,2,2,2,2020,30,Defensive Midfield,DM,1000000,summer,Ligue 1,2019,59,51,68,76,32,65,52,41,75,71,51,63,58,69,52,66,67,87,80,54,80,71,61,67,48,70,73,76,73,7,11,9,12,9
181,74,Italy,75,75,Right,1,3,3,2021,31,Centre-Forward,CF,7750000,summer,Serie A,2019,50,77,72,66,74,72,58,54,52,70,85,88,86,70,77,73,92,74,74,66,50,14,75,55,77,75,40,20,11,14,7,10,11,11
186,82,Netherlands,75,75,Left,1,3,3,2021,29,Centre-Back,CB,2000000,winter,Serie A,2019,75,56,60,69,58,74,68,52,59,76,71,77,65,73,53,76,65,77,79,64,71,74,74,67,53,68,73,75,74,12,15,12,11,10
184,76,France,75,75,Right,2,4,3,2020,29,Defensive Midfield,DM,4000000,summer,Ligue 1,2019,74,65,57,80,63,73,72,67,75,76,60,71,65,77,63,74,61,72,73,71,76,65,68,73,76,80,66,75,68,8,8,14,15,11
172,71,Mali,75,75,Left,1,2,3,2019,28,Right Winger,RW,1200000,summer,Super Lig,2019,69,74,66,69,72,71,53,49,63,66,91,93,87,76,81,75,91,81,58,66,58,33,81,66,63,73,35,34,36,12,14,8,7,9
172,74,France,75,75,Right,2,3,3,2020,27,Central Midfield,CM,2000000,summer,Ligue 1,2019,71,60,53,78,56,71,71,55,73,73,67,64,73,78,85,77,63,77,70,76,85,68,70,72,54,69,65,70,64,7,11,11,15,15
172,74,France,75,75,Right,2,3,3,2020,27,Central Midfield,CM,5000000,summer,Ligue 1,2019,71,60,53,78,56,71,71,55,73,73,67,64,73,78,85,77,63,77,70,76,85,68,70,72,54,69,65,70,64,7,11,11,15,15
187,86,Germany,75,75,Right,1,4,3,2020,28,Centre-Forward,CF,2500000,summer,Ger Bundesliga,2019,54,79,69,64,73,71,59,44,48,68,69,75,67,74,62,81,64,77,80,72,80,35,77,59,66,69,27,35,28,15,7,6,16,16
169,64,Turkey,74,85,Left,1,3,3,2022,22,Right Winger,RW,3300000,winter,Laliga,2019,68,67,41,67,65,84,56,38,47,79,88,81,95,66,93,65,65,64,40,62,55,28,67,62,49,64,30,21,29,13,10,7,13,6
169,64,Turkey,74,85,Left,1,3,3,2022,22,Right Winger,RW,3300000,winter,Super League 1,2019,68,67,41,67,65,84,56,38,47,79,88,81,95,66,93,65,65,64,40,62,55,28,67,62,49,64,30,21,29,13,10,7,13,6
169,64,Turkey,74,85,Left,1,3,3,2022,22,Right Winger,RW,3300000,summer,Super Lig,2019,68,67,41,67,65,84,56,38,47,79,88,81,95,66,93,65,65,64,40,62,55,28,67,62,49,64,30,21,29,13,10,7,13,6
168,64,France,74,85,Right,1,4,3,2023,22,Right Winger,RW,2000000,summer,Ligue 1,2019,75,59,58,73,56,76,74,40,72,71,89,87,90,66,89,71,69,69,58,57,67,45,64,66,50,62,44,39,47,12,13,7,11,5
178,68,Norway,74,84,Left,1,4,5,2020,20,Attacking Midfield,AM,90000000,summer,Laliga,2019,74,59,38,75,65,83,72,68,68,85,76,70,78,72,76,55,46,64,33,57,32,48,62,80,59,77,38,31,32,14,15,15,8,10
178,68,Norway,74,84,Left,1,4,5,2020,20,Attacking Midfield,AM,2000000,summer,Laliga,2019,74,59,38,75,65,83,72,68,68,85,76,70,78,72,76,55,46,64,33,57,32,48,62,80,59,77,38,31,32,14,15,15,8,10
184,74,Netherlands,74,82,Right,2,3,3,2021,22,Defensive Midfield,DM,1500000,summer,Eredivisie,2019,70,58,63,76,69,75,68,41,74,77,75,74,74,76,74,72,81,76,73,67,71,67,68,71,46,72,69,67,64,6,11,12,14,10
184,74,Netherlands,74,82,Right,2,3,3,2021,22,Defensive Midfield,DM,2800000,summer,Ger Bundesliga,2019,70,58,63,76,69,75,68,41,74,77,75,74,74,76,74,72,81,76,73,67,71,67,68,71,46,72,69,67,64,6,11,12,14,10
180,74,Argentina,74,82,Right,1,4,3,2023,24,Right Winger,RW,8500000,winter,Premier League,2019,65,78,67,68,64,80,43,42,67,77,79,78,77,68,66,74,71,78,74,67,33,12,79,55,69,69,25,18,25,6,14,11,11,10
167,58,England,74,82,Left,1,3,4,2019,22,Right Winger,RW,3200000,summer,Premier League,2019,66,68,44,73,52,81,66,49,65,78,79,74,90,63,90,65,44,60,29,67,38,21,71,76,62,76,37,18,19,12,7,8,7,12
167,58,England,74,82,Left,1,3,4,2019,22,Right Winger,RW,3200000,winter,Premier League,2019,66,68,44,73,52,81,66,49,65,78,79,74,90,63,90,65,44,60,29,67,38,21,71,76,62,76,37,18,19,12,7,8,7,12
180,65,Ghana,74,81,Right,1,3,4,2019,24,Attacking Midfield,AM,2400000,summer,Laliga,2019,64,67,62,74,49,77,72,70,69,75,82,76,79,67,66,80,60,58,67,72,70,50,69,69,59,72,50,55,30,15,13,12,10,11
180,65,Ghana,74,81,Right,1,3,4,2019,24,Attacking Midfield,AM,2800000,summer,Super Lig,2019,64,67,62,74,49,77,72,70,69,75,82,76,79,67,66,80,60,58,67,72,70,50,69,69,59,72,50,55,30,15,13,12,10,11
178,83,Ghana,74,81,Right,1,2,2,2020,23,Centre-Back,CB,8000000,summer,Laliga,2019,29,18,74,48,21,35,24,28,42,48,75,79,63,65,71,40,78,78,88,23,90,71,25,23,31,63,70,78,72,11,6,9,13,6
189,90,Netherlands,74,80,Right,1,4,4,2021,24,Right Winger,RW,3000000,summer,Ligue 1,2019,72,73,70,72,69,79,75,73,54,76,76,82,67,70,52,83,52,72,77,77,55,28,72,66,63,69,32,28,15,13,9,7,14,11
189,90,Netherlands,74,80,Right,1,4,4,2021,24,Right Winger,RW,9000000,summer,Premier League,2019,72,73,70,72,69,79,75,73,54,76,76,82,67,70,52,83,52,72,77,77,55,28,72,66,63,69,32,28,15,13,9,7,14,11
175,71,Argentina,74,80,Right,1,4,3,2020,23,Central Midfield,CM,1000000,summer,Ligue 1,2019,72,67,55,75,64,74,73,74,72,76,66,64,75,73,77,67,58,74,70,60,62,69,73,74,58,70,64,62,57,8,13,15,16,6
184,79,France,74,80,Right,1,3,2,2021,24,Centre-Forward,CF,2700000,summer,Super Lig,2019,49,75,78,73,64,65,59,49,59,74,40,59,60,72,41,77,74,72,85,64,87,25,78,64,62,68,24,26,23,6,12,13,15,9
175,71,France,74,80,Right,1,2,3,2022,22,Right-Back,RB,5000000,summer,Liga Portugal,2019,69,41,64,69,40,74,59,39,63,74,78,74,67,72,77,62,67,75,66,53,74,74,59,59,39,68,68,75,74,8,13,10,10,9
183,77,Morocco,74,79,Right,1,3,3,2021,23,Defensive Midfield,DM,30000000,winter,Jupiler Pro League,2019,70,49,65,77,58,75,65,53,76,75,68,72,70,73,75,68,74,86,82,57,77,70,60,70,50,71,68,72,64,13,13,6,16,12
183,77,Morocco,74,79,Right,1,3,3,2021,24,Defensive Midfield,DM,30000000,summer,Serie A,2019,70,49,65,77,58,75,65,53,76,75,68,72,70,73,75,68,74,86,82,57,77,70,60,70,50,71,68,72,64,13,13,6,16,12
183,77,Morocco,74,79,Right,1,3,3,2021,23,Defensive Midfield,DM,19500000,winter,Serie A,2019,70,49,65,77,58,75,65,53,76,75,68,72,70,73,75,68,74,86,82,57,77,70,60,70,50,71,68,72,64,13,13,6,16,12
183,77,Morocco,74,79,Right,1,3,3,2021,23,Defensive Midfield,DM,30000000,summer,Serie A,2019,70,49,65,77,58,75,65,53,76,75,68,72,70,73,75,68,74,86,82,57,77,70,60,70,50,71,68,72,64,13,13,6,16,12
183,77,Morocco,74,79,Right,1,3,3,2021,23,Defensive Midfield,DM,3650000,winter,Serie A,2019,70,49,65,77,58,75,65,53,76,75,68,72,70,73,75,68,74,86,82,57,77,70,60,70,50,71,68,72,64,13,13,6,16,12
183,77,Morocco,74,79,Right,1,3,3,2021,23,Defensive Midfield,DM,30000000,winter,Serie A,2019,70,49,65,77,58,75,65,53,76,75,68,72,70,73,75,68,74,86,82,57,77,70,60,70,50,71,68,72,64,13,13,6,16,12
181,72,Sweden,74,78,Right,1,3,3,2019,24,Right-Back,RB,2000000,summer,Ligue 1,2019,68,41,64,68,46,68,70,54,62,68,72,78,73,74,71,70,68,76,68,58,72,75,52,60,54,72,72,76,76,8,13,15,14,7
181,72,Sweden,74,78,Right,1,3,3,2019,25,Right-Back,RB,5400000,summer,Premier League,2019,68,41,64,68,46,68,70,54,62,68,72,78,73,74,71,70,68,76,68,58,72,75,52,60,54,72,72,76,76,8,13,15,14,7
181,72,Sweden,74,78,Right,1,3,3,2019,24,Right-Back,RB,3000000,summer,Serie A,2019,68,41,64,68,46,68,70,54,62,68,72,78,73,74,71,70,68,76,68,58,72,75,52,60,54,72,72,76,76,8,13,15,14,7
177,80,Morocco,74,78,Left,1,4,4,2019,25,Attacking Midfield,AM,1000000,summer,Eredivisie,2019,63,74,48,70,73,79,81,72,67,76,80,76,77,69,73,83,63,66,71,78,77,33,75,62,70,66,35,32,37,9,6,7,11,10
177,80,Morocco,74,78,Left,1,4,4,2019,25,Attacking Midfield,AM,1000000,summer,Ligue 1,2019,63,74,48,70,73,79,81,72,67,76,80,76,77,69,73,83,63,66,71,78,77,33,75,62,70,66,35,32,37,9,6,7,11,10
181,74,Netherlands,74,77,Right,1,3,3,2022,25,Right-Back,RB,4000000,winter,Eredivisie,2019,69,36,66,67,35,73,30,31,61,67,89,92,70,68,69,30,59,82,66,31,71,69,58,56,56,62,68,74,72,16,11,13,10,9
175,70,France,74,77,Right,1,3,3,2020,26,Central Midfield,CM,9000000,summer,Ligue 1,2019,70,68,42,77,63,79,41,40,72,76,77,72,74,72,79,70,37,53,51,72,36,27,71,75,53,74,30,36,33,12,15,14,8,9
180,70,Algeria,74,77,Right,1,4,4,2019,26,Right Winger,RW,2300000,summer,Ligue 1,2019,77,58,33,76,36,75,63,48,69,74,83,81,75,62,68,55,50,67,61,42,37,19,64,74,55,64,28,30,27,13,10,14,15,8
175,70,Austria,74,77,Right,1,4,3,2022,26,Right-Back,RB,12500000,summer,Ger Bundesliga,2019,74,59,55,69,59,67,65,33,62,66,84,86,72,75,75,73,66,90,69,70,81,68,66,60,45,72,62,71,73,10,14,7,8,7
191,87,Mali,74,76,Right,1,3,2,2019,28,Centre-Back,CB,1200000,summer,Ligue 1,2019,36,31,73,49,25,36,30,29,51,51,49,59,46,69,46,44,68,67,90,29,77,71,29,36,34,68,75,75,73,13,9,5,6,6
170,63,Australia,74,75,Left,1,4,3,2019,28,Left-Back,LB,1000000,summer,Super Lig,2019,74,65,54,74,57,74,72,55,71,72,84,83,84,66,86,72,73,82,52,62,79,66,63,50,47,65,70,73,74,14,11,11,14,15
183,84,Netherlands,74,74,Left,2,3,3,2020,30,Centre-Back,CB,1100000,summer,Premier League,2019,69,32,74,73,34,70,70,56,62,71,67,67,62,70,62,51,72,79,83,36,88,79,64,65,59,66,75,76,74,16,15,8,12,10
169,67,Slovakia,74,74,Right,2,4,3,2019,29,Left Winger,LW,1500000,summer,Super League 1,2019,71,63,35,69,72,80,84,72,64,78,85,84,84,71,86,83,62,71,34,84,67,33,70,65,70,70,48,30,22,11,10,10,11,12
183,78,Italy,74,74,Right,1,3,4,2019,29,Left Winger,LW,1000000,summer,Serie A,2019,68,66,59,75,70,77,63,51,60,77,87,88,82,69,74,68,66,72,65,69,57,36,70,64,58,71,55,40,26,15,10,10,13,8
179,79,France,74,74,Right,2,3,3,2020,29,Right Midfield,RM,4000000,summer,Ger Bundesliga,2019,72,66,56,73,60,73,76,77,62,75,75,75,77,74,79,74,65,80,73,67,77,65,73,70,63,71,59,66,64,15,7,7,10,8
181,66,Serbia,74,74,Right,1,4,3,2020,28,Left Midfield,LM,2500000,summer,Serie A,2019,70,65,54,74,70,78,66,74,67,78,84,90,76,64,67,65,44,52,34,60,67,24,76,68,49,68,28,33,28,14,10,11,11,9
185,77,France,73,87,Right,1,4,3,2021,20,Left Winger,LW,3500000,summer,Serie A,2019,67,68,65,68,66,79,64,44,63,78,84,78,68,66,65,69,68,72,61,69,50,20,67,67,65,65,18,25,26,14,10,10,8,12
185,77,France,73,87,Right,1,4,3,2021,21,Left Winger,LW,3500000,summer,Serie A,2019,67,68,65,68,66,79,64,44,63,78,84,78,68,66,65,69,68,72,61,69,50,20,67,67,65,65,18,25,26,14,10,10,8,12
178,70,France,73,86,Right,1,3,2,2021,20,Centre-Back,CB,35000000,summer,Laliga,2019,26,29,74,66,32,49,27,26,57,66,72,70,64,72,72,41,78,68,66,23,66,73,28,33,43,57,74,74,72,11,10,8,14,13
191,82,Serbia,73,84,Right,1,3,3,2022,23,Defensive Midfield,DM,2000000,summer,Ger Bundesliga,2019,60,69,69,73,61,69,60,51,73,73,57,65,53,66,52,75,67,74,75,64,77,71,67,67,57,64,69,72,71,9,14,8,12,13
191,82,Serbia,73,84,Right,1,3,3,2022,23,Defensive Midfield,DM,9000000,summer,Premier League,2019,60,69,69,73,61,69,60,51,73,73,57,65,53,66,52,75,67,74,75,64,77,71,67,67,57,64,69,72,71,9,14,8,12,13
178,76,Greece,73,83,Right,1,4,3,2021,23,Right Winger,RW,1000000,summer,Ligue 1,2019,45,74,62,68,63,79,47,41,50,78,87,86,78,73,77,70,69,74,63,66,61,20,71,50,69,61,22,18,24,8,14,12,15,11
172,65,Algeria,73,83,Left,1,4,3,2022,22,Right Winger,RW,2200000,summer,Ligue 1,2019,65,68,51,72,64,79,68,62,65,75,86,77,88,64,80,68,58,68,48,65,64,47,68,67,60,65,28,54,47,8,6,8,7,12
189,82,Austria,73,81,Left,1,3,2,2021,21,Centre-Back,CB,10500000,summer,Austria Bundesliga,2019,61,32,74,67,34,62,42,31,67,65,71,76,65,68,62,48,76,74,78,35,77,68,52,58,42,70,72,72,75,13,13,14,14,8
189,82,Austria,73,81,Left,1,3,2,2021,21,Centre-Back,CB,14000000,summer,Eredivisie,2019,61,32,74,67,34,62,42,31,67,65,71,76,65,68,62,48,76,74,78,35,77,68,52,58,42,70,72,72,75,13,13,14,14,8
189,82,Austria,73,81,Left,1,3,2,2021,21,Centre-Back,CB,10500000,summer,Laliga,2019,61,32,74,67,34,62,42,31,67,65,71,76,65,68,62,48,76,74,78,35,77,68,52,58,42,70,72,72,75,13,13,14,14,8
181,74,Slovakia,73,80,Right,1,4,4,2021,25,Attacking Midfield,AM,4000000,winter,Premier League,2019,62,63,49,74,59,79,65,61,67,80,67,67,76,67,75,59,70,53,52,53,60,26,63,75,56,75,63,31,31,15,12,14,16,10
184,75,Tunisia,73,80,Right,1,2,3,2021,24,Centre-Back,CB,4000000,winter,Ligue 1,2019,67,51,71,69,38,65,63,53,72,67,67,67,61,71,63,69,70,73,77,58,73,70,36,61,37,68,74,72,73,6,10,9,7,9
172,67,Belgium,73,79,Right,1,4,3,2022,24,Centre-Forward,CF,10000000,summer,Ger Bundesliga,2019,64,70,65,66,66,76,72,67,52,72,92,92,88,70,84,69,82,79,39,72,72,23,71,59,65,73,25,20,15,13,8,16,10,8
174,73,France,73,79,Left,1,4,3,2020,24,Central Midfield,CM,1800000,winter,Super Lig,2019,69,57,50,76,51,71,60,50,74,75,66,68,74,71,75,67,69,76,62,62,68,72,55,76,54,75,65,71,67,14,7,12,8,16
168,62,Italy,73,79,Right,1,4,3,2020,23,Central Midfield,CM,2200000,summer,Serie A,2019,65,48,30,77,49,73,73,75,76,78,68,55,66,68,87,61,51,69,64,68,69,67,63,79,73,74,63,72,72,10,6,8,11,13
168,62,Italy,73,79,Right,1,4,3,2020,25,Central Midfield,CM,8000000,summer,Serie A,2019,65,48,30,77,49,73,73,75,76,78,68,55,66,68,87,61,51,69,64,68,69,67,63,79,73,74,63,72,72,10,6,8,11,13
176,72,Italy,73,78,Right,2,3,3,2022,26,Second Striker,SS,2100000,winter,Serie A,2019,66,68,47,72,66,80,72,65,60,78,91,84,91,68,89,68,33,74,54,70,30,16,68,70,56,68,22,13,12,9,8,14,6,11
180,73,Norway,73,78,Right,1,4,3,2020,23,Central Midfield,CM,1500000,summer,Superliga,2019,60,59,59,72,57,72,72,65,69,73,74,67,75,71,75,70,71,92,64,71,63,67,70,70,42,67,61,65,62,6,6,7,15,13
184,76,Italy,73,78,Right,1,4,3,2019,23,Defensive Midfield,DM,3500000,summer,Serie A,2019,68,40,60,76,65,71,66,45,75,76,66,56,61,71,68,73,61,67,64,70,70,70,65,75,44,69,56,70,68,12,7,8,8,10
186,78,Netherlands,73,77,Right,1,3,2,2022,23,Centre-Back,CB,1200000,summer,Eredivisie,2019,55,48,76,70,32,65,67,70,69,69,75,82,72,65,70,81,82,82,82,67,75,64,57,62,46,63,70,71,70,9,10,9,7,6
186,78,Netherlands,73,77,Right,1,3,2,2022,24,Centre-Back,CB,1200000,summer,Jupiler Pro League,2019,55,48,76,70,32,65,67,70,69,69,75,82,72,65,70,81,82,82,82,67,75,64,57,62,46,63,70,71,70,9,10,9,7,6
181,63,Denmark,73,77,Left,1,3,4,2020,25,Attacking Midfield,AM,2000000,summer,Premier Liga,2019,64,59,44,68,63,82,68,70,66,81,78,77,89,65,62,65,43,76,55,54,42,56,66,74,64,73,41,43,40,11,9,15,16,9
175,70,Germany,73,76,Right,1,3,3,2021,27,Centre-Forward,CF,1300000,winter,Ger Bundesliga,2019,67,72,58,69,68,75,71,59,55,72,85,84,83,69,82,73,80,78,55,71,58,35,68,63,68,63,32,28,21,11,15,10,9,11
176,63,Gambia,73,76,Left,1,2,3,2021,26,Left Winger,LW,1000000,summer,Super Lig,2019,61,69,47,63,61,77,53,55,61,68,94,93,89,72,84,70,52,65,49,63,49,50,72,67,58,74,28,36,34,11,12,13,12,7
183,82,Nigeria,73,74,Right,2,4,3,2021,28,Centre-Forward,CF,2000000,summer,Ger Bundesliga,2019,50,71,74,62,61,71,57,45,55,71,74,74,69,72,67,83,92,66,77,67,62,38,70,52,69,72,20,29,23,10,11,15,15,7
191,86,Senegal,73,74,Right,1,3,2,2019,27,Centre-Forward,CF,1200000,summer,Jupiler Pro League,2019,33,78,84,58,60,60,43,32,33,74,59,57,44,65,33,75,54,65,89,58,48,19,74,58,68,55,30,25,29,7,10,10,10,8
189,90,Ivory Coast,73,73,Right,1,2,2,2019,30,Centre-Back,CB,1500000,summer,Ligue 1,2019,60,34,73,60,29,52,39,28,50,62,49,64,51,70,48,55,65,72,89,29,75,72,54,45,31,64,69,74,69,6,12,15,10,13
187,78,Italy,73,73,Right,1,3,3,2019,30,Centre-Forward,CF,2500000,summer,Serie A,2019,40,75,70,58,63,72,66,62,31,72,74,63,80,65,61,74,69,70,91,65,45,42,75,49,69,68,42,21,17,16,14,16,11,13
170,73,Ivory Coast,73,73,Left,1,2,3,2019,24,Attacking Midfield,AM,3000000,summer,Ligue 1,2019,73,30,57,65,50,69,65,34,67,64,85,88,82,71,82,60,83,85,70,49,69,73,65,61,53,73,61,71,69,11,15,6,11,12
170,73,Ivory Coast,73,73,Left,1,2,3,2019,24,Right Winger,RW,4500000,summer,Ligue 1,2019,73,30,57,65,50,69,65,34,67,64,85,88,82,71,82,60,83,85,70,49,69,73,65,61,53,73,61,71,69,11,15,6,11,12
170,73,Ivory Coast,73,73,Left,1,2,3,2019,25,Right Winger,RW,4500000,summer,Ligue 1,2019,73,30,57,65,50,69,65,34,67,64,85,88,82,71,82,60,83,85,70,49,69,73,65,61,53,73,61,71,69,11,15,6,11,12
174,78,England,72,84,Right,1,4,3,2021,21,Second Striker,SS,18000000,summer,Ger Bundesliga,2019,64,72,49,68,58,83,48,52,44,75,84,79,85,63,78,69,65,63,51,66,65,33,68,64,65,56,24,24,25,12,12,9,15,6
183,73,Italy,72,84,Left,1,4,4,2019,22,Right Winger,RW,15000000,summer,Serie A,2019,74,58,52,76,68,79,76,66,60,80,79,77,78,64,68,76,50,64,66,68,44,40,62,68,56,74,52,26,24,11,11,14,6,12
183,73,Italy,72,84,Left,1,4,4,2019,22,Right Winger,RW,12000000,summer,Serie A,2019,74,58,52,76,68,79,76,66,60,80,79,77,78,64,68,76,50,64,66,68,44,40,62,68,56,74,52,26,24,11,11,14,6,12
183,74,Austria,72,84,Right,1,4,2,2020,19,Centre-Back,CB,3000000,summer,Ligue 1,2019,44,26,64,58,25,45,32,25,67,54,56,62,60,68,60,56,80,73,74,20,62,73,28,53,35,74,75,76,74,14,11,15,11,7
174,73,Austria,72,83,Left,1,3,3,2021,21,Central Midfield,CM,12000000,summer,Ger Bundesliga,2019,59,55,44,71,55,73,67,50,70,74,81,74,77,74,74,73,54,79,69,69,74,67,72,65,56,66,60,71,70,6,8,8,12,7
190,78,Italy,72,82,Right,2,2,1,2022,23,Goalkeeper,GK,2000000,summer,Serie A,2019,20,20,18,30,20,13,20,22,34,21,50,50,60,68,45,19,70,40,65,16,35,18,12,33,18,61,15,24,18,72,68,60,70,80
168,64,Italy,72,82,Left,1,4,3,2019,23,Right Winger,RW,2200000,summer,Serie A,2019,69,55,46,68,60,77,68,43,60,78,89,89,85,62,93,72,45,68,33,62,58,24,65,68,59,64,41,37,35,7,12,14,9,12
168,64,Italy,72,82,Left,1,4,3,2019,23,Right Winger,RW,2200000,summer,Super League 1,2019,69,55,46,68,60,77,68,43,60,78,89,89,85,62,93,72,45,68,33,62,58,24,65,68,59,64,41,37,35,7,12,14,9,12
183,76,Denmark,72,81,Left,1,3,3,2022,23,Left Midfield,LM,10000000,summer,Ger Bundesliga,2019,67,66,47,68,61,72,78,74,64,72,80,80,76,65,74,79,46,75,67,72,70,36,69,69,55,64,43,42,38,15,16,15,13,11
194,91,Italy,72,80,Right,1,3,3,2019,23,Centre-Forward,CF,9000000,summer,Serie A,2019,40,74,75,65,68,68,64,34,45,74,54,69,60,60,66,75,73,68,94,68,42,13,70,57,64,68,51,34,30,6,13,8,10,14
194,91,Italy,72,80,Right,1,3,3,2019,23,Centre-Forward,CF,2000000,summer,Serie A,2019,40,74,75,65,68,68,64,34,45,74,54,69,60,60,66,75,73,68,94,68,42,13,70,57,64,68,51,34,30,6,13,8,10,14
194,91,Italy,72,80,Right,1,3,3,2019,23,Centre-Forward,CF,2000000,winter,Serie A,2019,40,74,75,65,68,68,64,34,45,74,54,69,60,60,66,75,73,68,94,68,42,13,70,57,64,68,51,34,30,6,13,8,10,14
184,78,France,72,80,Right,1,3,3,2020,22,Defensive Midfield,DM,1650000,summer,Ligue 1,2019,62,52,58,71,48,64,65,46,64,66,59,54,61,73,67,60,66,79,71,55,72,72,62,68,52,68,74,74,73,13,6,8,10,8
