height_cm,weight_kg,nationality_x,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,age_y,position,short_pos,fee,window,league,season,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
187,80,Italy,56,70,Right,1,2,2,2017,20,Right-Back,RB,1300000,summer,Serie A,2017,63,60,48,53,50,60,49,40,45,63,55,55,52,36,55,60,41,34,57,42,44,22,53,54,59,53,29,28,30,7,13,7,7,14
182,68,Germany,56,67,Right,1,3,3,2019,20,Central Midfield,CM,12000000,summer,Ger Bundesliga,2017,48,36,46,69,47,48,46,41,65,59,56,64,45,49,61,48,52,47,34,32,41,27,49,62,49,59,32,41,50,6,11,10,11,15
164,60,France,55,76,Right,1,3,3,2020,18,Right Winger,RW,8000000,winter,Ligue 1,2017,42,45,40,52,40,60,48,44,45,62,77,74,80,55,92,53,56,43,32,42,38,26,37,49,50,52,41,29,33,7,10,9,14,13
166,65,Sweden,55,67,Left,1,2,2,2020,20,Left-Back,LB,1200000,winter,Allsvenskan,2017,55,28,36,51,32,56,56,47,43,51,79,74,75,44,87,45,78,65,31,34,50,46,41,49,35,37,48,49,56,6,10,13,8,7
166,65,Sweden,55,67,Left,1,2,2,2020,20,Left-Back,LB,1200000,summer,Allsvenskan,2017,55,28,36,51,32,56,56,47,43,51,79,74,75,44,87,45,78,65,31,34,50,46,41,49,35,37,48,49,56,6,10,13,8,7
175,68,Ivory Coast,55,67,Left,1,2,2,2019,20,Left-Back,LB,2000000,summer,Super League,2017,53,27,47,42,24,52,30,28,38,53,72,68,55,54,76,28,57,64,44,28,47,51,47,36,36,35,42,52,56,10,13,11,12,14
177,75,Italy,55,64,Right,1,3,3,2018,24,Centre-Forward,CF,1000000,winter,Super League,2017,29,65,55,40,44,52,35,30,32,49,54,52,57,56,72,54,73,57,58,49,35,14,51,46,61,44,12,17,12,10,12,14,15,15
184,78,Poland,54,69,Right,1,2,3,2018,19,Defensive Midfield,DM,2000000,summer,Pko Bp Ekstraklasa,2017,40,41,46,61,39,54,54,46,57,54,52,68,54,50,57,52,53,43,71,36,45,30,39,60,51,62,34,46,47,8,5,6,8,7
173,65,Italy,53,62,Left,1,3,3,2018,22,Central Midfield,CM,2500000,summer,Serie A,2017,53,62,44,43,61,54,48,41,34,51,69,67,59,41,81,68,43,48,41,43,29,23,52,49,57,51,23,23,27,10,9,7,15,7
177,67,Switzerland,52,74,Right,1,3,3,2017,18,Right-Back,RB,8000000,summer,Super League,2017,47,44,39,51,42,58,44,34,45,50,73,63,57,37,72,53,64,38,47,35,32,18,44,49,50,42,23,31,23,12,15,9,9,13
176,67,Switzerland,52,71,Right,1,3,2,2019,19,Left Winger,LW,1700000,summer,Super League,2017,46,48,37,49,41,51,44,38,45,57,68,72,57,34,76,57,76,52,47,38,26,23,46,44,53,42,30,31,24,6,11,6,11,7
178,72,Australia,52,67,Right,1,3,2,2017,18,Left Winger,LW,4000000,summer,Jupiler Pro League,2017,37,41,38,59,40,57,47,43,56,57,73,74,67,50,69,48,51,51,50,32,37,23,43,56,44,54,37,33,37,12,9,5,8,13
185,82,Switzerland,52,65,Right,1,2,3,2018,20,Centre-Forward,CF,1300000,summer,Super League,2017,45,55,39,46,49,58,40,35,35,55,65,63,52,42,58,70,42,48,57,37,35,16,47,48,52,44,26,26,24,11,9,11,13,11
178,70,Finland,51,66,Left,1,3,2,2018,19,Central Midfield,CM,1700000,winter,Superliga,2017,46,39,40,56,38,48,52,52,53,54,68,68,59,53,67,58,51,66,57,36,39,24,40,47,45,54,33,42,38,14,12,9,9,8
