height_cm,weight_kg,nationality_x,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,age_y,position,short_pos,fee,window,league,season,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
190,86,Italy,87,87,Right,3,3,2,2020,30,Centre-Back,CB,42000000,summer,Serie A,2017,44,37,84,75,55,68,56,61,83,75,64,74,60,84,54,74,85,73,85,65,82,90,38,74,70,82,84,88,88,2,2,3,2,4
187,80,Gabon,86,87,Right,3,4,3,2020,28,Centre-Forward,CF,63750000,winter,Premier League,2017,77,88,78,77,84,81,78,74,64,81,95,96,80,86,66,79,76,79,77,78,45,48,87,77,84,79,28,25,36,6,9,15,9,9
175,70,France,86,86,Left,3,2,2,2018,30,Central Midfield,CM,25000000,summer,Serie A,2017,75,65,73,84,72,73,65,52,79,79,79,79,77,86,79,74,83,94,78,66,85,87,70,77,56,85,83,85,83,8,11,5,10,14
175,73,France,85,89,Right,3,3,4,2019,26,Centre-Forward,CF,53000000,summer,Premier League,2017,70,86,76,80,82,85,74,73,68,83,84,87,87,84,84,81,78,80,77,74,70,40,86,77,82,86,23,29,30,11,6,9,5,6
185,82,France,85,85,Right,3,3,1,2019,32,Goalkeeper,GK,3000000,summer,Ligue 1,2017,14,13,13,31,13,11,13,12,28,12,53,43,52,81,36,24,74,31,61,11,37,23,11,51,11,63,10,12,13,86,80,79,81,85
177,75,Armenia,85,85,Right,3,5,4,2020,29,Central Midfield,CM,34000000,winter,Premier League,2017,80,73,53,85,81,86,83,64,73,89,84,82,88,83,83,87,72,85,63,75,69,68,83,85,72,67,49,53,55,5,11,14,5,7
189,85,France,84,88,Left,2,2,2,2020,23,Centre-Back,CB,65000000,winter,Premier League,2017,58,45,85,73,40,55,62,77,78,71,58,71,49,82,55,70,77,73,84,47,72,85,54,52,35,68,86,88,85,10,11,5,14,5
186,85,Poland,84,86,Right,3,3,2,2021,27,Defensive Midfield,DM,5000000,summer,Premier League,2017,59,42,83,81,40,63,46,62,85,77,66,73,59,80,52,81,75,79,92,70,89,85,52,73,78,83,75,87,72,15,14,8,6,7
187,83,Turkey,84,85,Right,3,5,2,2018,27,Centre-Back,CB,12000000,summer,Ger Bundesliga,2017,49,28,84,75,55,64,44,33,69,72,75,77,65,82,61,63,82,68,79,36,74,85,35,59,48,78,87,86,84,11,8,11,12,15
196,91,England,84,84,Right,3,3,1,2017,31,Goalkeeper,GK,1500000,summer,Premier League,2017,14,14,10,32,19,23,17,13,35,20,59,60,50,77,32,65,72,28,61,19,28,25,14,42,68,66,14,14,13,84,81,75,82,87
196,91,England,84,84,Right,3,3,1,2017,30,Goalkeeper,GK,1500000,summer,Premier League,2017,14,14,10,32,19,23,17,13,35,20,59,60,50,77,32,65,72,28,61,19,28,25,14,42,68,66,14,14,13,84,81,75,82,87
196,91,England,84,84,Right,3,3,1,2017,30,Goalkeeper,GK,2300000,summer,Premier League,2017,14,14,10,32,19,23,17,13,35,20,59,60,50,77,32,65,72,28,61,19,28,25,14,42,68,66,14,14,13,84,81,75,82,87
187,82,Germany,84,84,Right,3,3,2,2020,29,Centre-Back,CB,3500000,summer,Serie A,2017,58,48,83,74,38,60,38,52,64,70,63,67,65,82,61,62,82,69,81,31,79,85,51,57,56,82,85,84,84,14,6,9,10,7
176,76,Ivory Coast,83,88,Right,2,3,3,2019,24,Right-Back,RB,25000000,summer,Premier League,2017,80,65,77,79,50,76,69,30,71,79,84,85,76,82,78,78,93,87,84,58,81,79,74,71,66,75,80,82,83,7,10,15,16,9
192,88,France,83,83,Left,3,3,2,2018,31,Centre-Forward,CF,17000000,winter,Premier League,2017,63,84,86,76,81,69,70,65,56,82,63,64,60,83,52,84,82,79,88,76,76,41,84,75,81,78,26,37,20,12,15,11,6,5
188,84,Algeria,83,83,Right,3,3,2,2021,29,Centre-Forward,CF,1500000,summer,Premier League,2017,58,81,92,73,79,74,73,47,59,76,69,76,66,84,57,78,87,91,86,73,88,54,87,72,72,79,34,48,24,10,9,6,15,11
188,84,Algeria,83,83,Right,3,3,2,2021,29,Centre-Forward,CF,2200000,winter,Premier League,2017,58,81,92,73,79,74,73,47,59,76,69,76,66,84,57,78,87,91,86,73,88,54,87,72,72,79,34,48,24,10,9,6,15,11
186,78,Germany,82,83,Right,2,4,2,2021,28,Defensive Midfield,DM,12500000,summer,Ger Bundesliga,2017,52,43,77,74,54,58,33,40,69,68,64,67,62,79,62,73,76,87,77,62,86,87,49,65,42,82,81,86,87,13,7,8,14,15
187,83,France,82,83,Left,3,2,2,2020,27,Centre-Back,CB,28200000,summer,Premier League,2017,60,23,71,75,20,50,50,30,66,61,55,68,61,72,55,51,82,72,90,38,85,82,32,49,40,73,79,84,83,14,12,9,7,8
188,86,France,82,82,Right,2,3,1,2017,29,Goalkeeper,GK,1000000,summer,Ligue 1,2017,11,14,15,35,12,13,12,11,33,12,49,53,38,77,45,22,49,28,65,15,22,22,12,44,15,53,16,11,14,82,80,78,82,84
175,75,France,82,82,Right,3,4,4,2017,30,Attacking Midfield,AM,3500000,summer,Super Lig,2017,79,75,42,85,73,84,78,79,72,86,79,78,82,77,92,75,50,69,62,77,33,37,80,84,77,85,35,37,44,1,1,1,1,1
190,88,France,82,82,Right,3,3,2,2019,31,Centre-Back,CB,6000000,summer,Ligue 1,2017,28,45,79,66,45,53,43,55,68,64,54,63,57,75,50,83,76,63,90,58,83,84,24,22,48,75,81,84,78,5,3,5,5,3
192,83,Austria,82,82,Right,3,4,4,2020,28,Centre-Forward,CF,22300000,summer,Premier League,2017,83,75,72,79,79,84,79,74,68,85,78,78,76,73,57,76,68,79,85,71,73,46,79,80,78,77,47,57,30,14,15,10,10,15
189,76,England,81,89,Right,2,5,3,2018,24,Central Midfield,CM,16800000,winter,Premier League,2017,65,70,65,84,61,85,56,56,78,84,79,78,70,77,59,78,63,74,77,79,73,45,71,81,65,80,56,60,52,9,14,12,6,10
178,71,France,81,88,Right,2,3,4,2017,21,Left Winger,LW,21000000,summer,Ger Bundesliga,2017,79,76,52,78,77,86,84,70,62,79,94,93,88,76,86,78,73,74,58,76,36,23,75,69,70,73,11,15,15,5,3,5,3,5
178,71,France,81,88,Right,2,3,4,2017,21,Left Winger,LW,65000000,summer,Serie A,2017,79,76,52,78,77,86,84,70,62,79,94,93,88,76,86,78,73,74,58,76,36,23,75,69,70,73,11,15,15,5,3,5,3,5
195,95,Germany,81,87,Right,2,3,2,2019,21,Centre-Back,CB,20000000,summer,Ger Bundesliga,2017,30,20,80,72,29,42,28,30,57,46,51,63,33,79,33,70,38,65,93,59,77,84,26,30,32,69,82,86,82,15,7,14,7,15
178,70,England,81,84,Right,2,2,2,2019,27,Right-Back,RB,52700000,summer,Premier League,2017,76,51,76,73,57,74,76,73,67,73,86,93,70,75,73,86,83,90,77,70,78,74,62,67,63,75,77,81,84,12,6,16,15,8
178,74,France,81,84,Right,2,3,3,2019,26,Defensive Midfield,DM,14000000,winter,Laliga,2017,60,45,60,78,43,74,55,41,73,79,69,70,76,77,85,71,70,83,76,59,92,87,64,74,52,75,78,80,80,9,9,8,10,15
187,73,Germany,81,82,Right,2,2,1,2020,28,Goalkeeper,GK,4000000,summer,Ger Bundesliga,2017,15,10,13,25,12,12,11,10,22,22,46,50,43,80,41,21,69,32,55,14,32,21,15,39,24,61,11,12,13,78,82,66,81,82
187,76,France,81,82,Right,2,4,2,2018,28,Defensive Midfield,DM,5000000,summer,Serie A,2017,61,55,78,80,60,67,57,57,78,75,68,67,64,77,65,80,79,91,77,59,86,84,60,65,71,74,81,83,77,11,11,11,8,5
173,73,Russia,81,82,Right,2,4,4,2020,27,Attacking Midfield,AM,2000000,winter,Premier Liga,2017,74,75,55,80,69,82,77,70,72,82,85,90,83,77,78,75,59,73,66,74,70,66,78,81,60,76,38,45,42,13,9,10,12,14
176,68,England,81,81,Right,3,3,3,2019,28,Right Winger,RW,22500000,winter,Premier League,2017,77,82,55,75,72,80,75,74,65,78,92,93,82,79,79,75,66,75,62,69,65,35,79,73,74,77,33,39,36,11,8,9,9,8
188,85,Greece,81,81,Left,3,5,3,2020,29,Centre-Forward,CF,15000000,summer,Ligue 1,2017,60,80,85,67,78,78,73,71,59,80,55,66,52,77,34,82,79,64,85,78,80,21,84,67,61,81,23,26,13,12,7,10,8,16
179,70,Netherlands,80,84,Right,2,3,2,2019,24,Central Midfield,CM,27000000,summer,Premier League,2017,63,78,75,82,80,73,62,44,70,83,72,73,67,83,63,79,85,88,74,74,76,67,82,77,77,75,58,71,56,12,6,13,16,10
178,76,Turkey,80,84,Right,3,5,4,2019,23,Defensive Midfield,DM,23300000,summer,Serie A,2017,77,74,53,80,73,78,92,93,77,80,75,73,76,79,76,87,50,68,53,89,57,44,75,79,76,72,32,42,45,9,14,11,6,10
186,83,Italy,80,83,Left,2,3,3,2017,26,Centre-Forward,CF,16000000,summer,Laliga,2017,52,81,80,65,78,76,70,56,45,79,79,80,77,76,68,82,91,73,79,76,72,34,85,66,72,74,28,36,36,7,13,9,7,9
178,70,England,80,82,Left,2,2,3,2018,27,Left-Back,LB,7500000,summer,Premier League,2017,76,47,68,78,47,77,64,52,65,77,79,83,73,81,74,72,70,77,69,65,72,79,65,69,63,77,80,82,83,6,11,8,9,15
171,68,France,80,82,Right,2,4,4,2021,27,Attacking Midfield,AM,5000000,summer,Ligue 1,2017,76,72,58,78,72,83,75,81,72,83,86,80,90,73,84,76,42,73,50,74,47,46,75,77,73,71,47,34,32,12,16,12,13,7
178,65,Slovenia,80,82,Right,2,4,4,2020,26,Central Midfield,CM,20000000,summer,Ger Bundesliga,2017,63,65,34,82,58,86,76,64,76,82,86,79,91,81,81,70,67,88,47,72,64,72,76,81,64,81,42,67,54,13,11,7,6,16
177,75,Algeria,80,81,Right,2,3,4,2019,27,Defensive Midfield,DM,4250000,summer,Super Lig,2017,78,72,60,73,68,85,57,68,67,84,86,89,86,77,79,79,72,72,58,71,55,31,76,75,62,63,25,32,31,13,7,10,10,8
183,79,England,80,80,Left,2,3,2,2017,36,Defensive Midfield,DM,1100000,summer,Premier League,2017,80,56,74,83,65,64,78,78,81,73,32,34,52,78,63,77,70,79,77,71,80,82,58,74,72,81,79,80,80,7,13,9,7,12
177,67,Germany,79,88,Right,2,4,3,2018,21,Central Midfield,CM,12000000,summer,Ger Bundesliga,2017,66,58,42,82,49,82,58,48,77,83,78,65,84,78,77,72,70,89,58,75,68,65,65,80,55,63,63,65,61,14,7,9,12,11
175,70,England,79,86,Right,2,4,4,2018,24,Central Midfield,CM,38000000,summer,Premier League,2017,73,68,39,77,59,85,67,53,73,82,89,89,84,75,88,77,65,75,69,75,66,43,74,71,69,68,39,46,42,16,9,6,9,9
170,75,Netherlands,79,86,Left,2,4,4,2017,23,Left-Back,LB,4500000,summer,Ger Bundesliga,2017,85,54,67,78,53,78,84,65,68,81,78,83,78,78,86,78,90,80,75,68,76,75,73,78,46,75,75,78,76,9,14,16,7,10
184,82,Australia,79,84,Right,1,4,1,2021,25,Goalkeeper,GK,4000000,summer,Laliga,2017,13,11,14,40,13,13,13,12,45,14,62,58,62,77,60,20,83,36,83,19,43,20,13,53,25,70,16,20,17,82,73,82,78,80
184,82,Australia,79,84,Right,1,4,1,2021,25,Goalkeeper,GK,6000000,summer,Premier League,2017,13,11,14,40,13,13,13,12,45,14,62,58,62,77,60,20,83,36,83,19,43,20,13,53,25,70,16,20,17,82,73,82,78,80
186,78,France,79,84,Left,1,3,1,2018,26,Goalkeeper,GK,2500000,summer,Ligue 1,2017,13,11,10,17,10,11,20,19,21,23,44,40,36,73,25,18,60,34,55,10,23,24,10,41,20,38,11,11,12,81,74,81,77,83
181,81,Germany,79,84,Right,2,4,2,2019,24,Defensive Midfield,DM,2000000,summer,Laliga,2017,88,51,68,79,66,71,90,86,87,78,53,54,67,79,76,90,81,81,76,79,76,76,72,80,75,74,76,78,73,15,15,14,16,8
193,92,Netherlands,79,84,Right,1,3,2,2020,26,Centre-Back,CB,84650000,winter,Premier League,2017,53,55,74,71,43,69,60,70,76,70,66,67,57,69,51,81,80,72,92,64,74,80,41,59,64,87,77,82,76,13,10,13,11,11
187,85,Austria,79,84,Left,2,3,2,2021,24,Centre-Back,CB,19400000,summer,Premier League,2017,52,21,75,74,27,63,24,28,70,67,64,70,59,78,61,40,73,65,80,25,76,79,30,59,35,75,80,81,78,13,10,15,12,11
185,87,Greece,79,83,Right,2,3,2,2017,25,Centre-Back,CB,6500000,summer,Ger Bundesliga,2017,55,23,86,57,45,42,42,54,52,56,63,66,51,73,61,72,91,63,90,59,92,67,35,44,46,72,79,81,80,11,10,12,9,10
182,76,Tunisia,79,82,Right,1,4,3,2020,26,Centre-Forward,CF,2500000,summer,Ligue 1,2017,82,80,52,81,65,80,80,83,69,80,74,77,80,79,67,81,44,72,68,84,74,61,78,79,75,72,26,49,30,6,7,11,11,6
177,74,Algeria,79,81,Left,2,4,4,2019,27,Attacking Midfield,AM,7000000,summer,Laliga,2017,82,75,45,81,71,83,79,80,76,81,77,76,81,70,75,79,61,72,59,76,58,32,70,77,87,49,27,35,30,10,12,16,10,14
177,75,Morocco,79,81,Right,2,4,4,2018,27,Attacking Midfield,AM,2000000,summer,Premier Liga Ukr,2017,75,69,67,82,69,81,78,78,80,83,74,69,87,75,77,78,74,79,58,80,69,66,68,80,80,68,49,54,52,15,16,11,6,16
177,75,Morocco,79,81,Right,2,4,4,2018,27,Attacking Midfield,AM,10000000,summer,Super Lig,2017,75,69,67,82,69,81,78,78,80,83,74,69,87,75,77,78,74,79,58,80,69,66,68,80,80,68,49,54,52,15,16,11,6,16
180,73,France,79,81,Right,2,4,3,2018,27,Centre-Forward,CF,8000000,summer,Ligue 1,2017,75,81,79,78,79,76,76,75,64,78,78,79,90,77,77,79,80,81,59,77,65,44,83,78,77,72,22,21,18,14,7,11,9,14
185,80,Germany,79,81,Right,2,4,2,2018,26,Right Winger,RW,6000000,summer,Ger Bundesliga,2017,80,80,65,73,76,73,67,52,68,74,78,91,65,78,60,84,82,90,81,77,79,50,79,70,49,76,46,56,48,14,14,13,15,11
188,81,Turkey,79,79,Right,2,3,3,,32,Centre-Forward,CF,4000000,summer,Super Lig,2017,68,82,72,66,77,69,66,75,60,65,83,82,72,81,48,85,66,68,77,73,85,33,86,62,79,65,20,29,26,14,15,11,8,12
181,78,France,79,79,Right,3,4,4,2019,30,Centre-Forward,CF,1500000,summer,Super Lig,2017,70,83,60,76,76,86,79,70,55,87,85,87,79,77,75,68,69,69,55,70,48,34,82,71,84,82,16,20,20,3,7,3,7,3
188,83,Belgium,79,79,Left,2,2,2,2018,32,Centre-Back,CB,1500000,summer,Jupiler Pro League,2017,63,38,83,75,43,55,59,65,71,59,33,48,56,72,54,67,77,70,82,53,71,79,39,48,48,76,81,81,77,16,10,6,15,13
175,69,Belgium,79,79,Right,2,4,2,2017,29,Central Midfield,CM,6500000,summer,Jupiler Pro League,2017,74,57,52,83,67,73,74,73,80,81,64,66,76,80,78,69,62,77,56,71,73,81,66,80,78,78,63,73,68,10,14,15,14,7
167,58,France,79,79,Right,3,3,4,2018,32,Attacking Midfield,AM,1500000,summer,Super Lig,2017,80,66,50,78,72,80,82,80,75,81,85,82,91,76,93,75,42,73,35,74,52,34,73,78,65,64,21,26,34,14,12,8,6,8
178,73,Netherlands,79,79,Right,2,4,4,2017,29,Right Winger,RW,1500000,summer,Super Lig,2017,81,75,63,79,85,83,71,65,61,81,80,86,75,80,81,80,73,73,76,75,53,23,69,77,67,76,22,39,32,16,16,14,15,6
187,83,Serbia,79,79,Left,2,3,2,2018,31,Left-Back,LB,5000000,summer,Serie A,2017,90,55,75,70,64,78,85,81,77,74,69,66,64,79,58,91,78,77,78,80,84,80,69,76,74,85,75,83,82,16,15,8,16,6
196,91,Russia,79,79,Right,2,3,3,2020,29,Centre-Forward,CF,3500000,winter,Premier Liga,2017,61,77,88,71,72,71,65,60,55,78,69,73,50,76,37,79,60,83,93,66,75,35,83,79,77,70,25,15,19,15,12,11,11,8
179,77,Ivory Coast,79,79,Right,2,3,4,2017,30,Centre-Forward,CF,3000000,winter,Liga Portugal,2017,46,79,73,74,78,80,79,71,65,77,90,92,70,80,70,79,83,84,67,75,65,29,78,74,79,81,34,39,37,12,15,13,6,12
188,74,Denmark,78,87,Right,2,3,2,2017,21,Centre-Back,CB,40000000,summer,Premier League,2017,49,36,77,74,25,65,32,22,69,70,64,68,54,74,62,31,72,66,68,20,72,76,32,56,38,67,79,86,79,10,12,8,6,8
181,78,France,78,86,Right,1,3,3,2020,22,Central Midfield,CM,41500000,summer,Ger Bundesliga,2017,66,73,82,77,62,70,66,73,80,76,72,73,72,80,73,80,89,80,78,72,81,77,78,75,70,73,74,77,72,7,10,14,9,14
179,70,Ghana,78,85,Left,1,3,3,2017,23,Left-Back,LB,1200000,winter,Ger Bundesliga,2017,80,48,67,73,41,76,67,23,67,77,85,86,78,74,74,59,76,79,71,47,73,72,56,55,42,65,73,79,78,12,11,6,11,10
179,70,Ghana,78,85,Left,1,3,3,2017,22,Left-Back,LB,1200000,summer,Premier League,2017,80,48,67,73,41,76,67,23,67,77,85,86,78,74,74,59,76,79,71,47,73,72,56,55,42,65,73,79,78,12,11,6,11,10
184,82,Netherlands,78,85,Left,2,4,2,2020,23,Centre-Forward,CF,2500000,summer,Super Lig,2017,33,85,73,74,66,68,54,39,31,75,72,76,64,75,70,83,75,84,78,68,74,13,82,50,81,76,19,19,22,13,7,11,15,16
168,68,France,78,84,Right,1,3,3,2020,25,Defensive Midfield,DM,2500000,summer,Ligue 1,2017,67,49,65,80,43,70,69,48,72,78,76,74,80,73,83,62,82,89,75,64,79,77,55,70,55,70,78,77,75,14,12,9,12,15
176,65,Nigeria,78,84,Right,2,3,4,2020,25,Left Winger,LW,1300000,winter,Premier Liga,2017,65,78,64,72,75,82,60,48,53,80,95,92,90,80,88,78,82,91,45,73,33,24,79,66,69,72,20,28,24,7,12,13,15,14
183,75,Italy,78,84,Left,2,3,4,2019,23,Right Winger,RW,40000000,summer,Serie A,2017,74,66,48,76,70,83,73,70,66,83,83,83,83,76,72,74,54,80,62,74,52,34,72,76,68,74,34,34,37,14,15,10,13,12
185,72,Netherlands,78,83,Right,2,3,3,2020,25,Central Midfield,CM,13000000,summer,Premier League,2017,58,66,65,78,72,73,74,71,71,82,66,71,72,77,64,82,70,91,69,84,76,62,67,83,69,74,55,70,54,16,8,16,9,6
183,78,Turkey,78,82,Right,2,4,3,2019,26,Centre-Forward,CF,22500000,winter,Premier League,2017,64,77,82,70,75,72,72,73,60,75,75,75,76,78,66,80,80,74,80,73,66,31,82,61,75,72,13,34,15,12,14,12,12,9
185,80,Netherlands,78,82,Left,2,3,2,2017,25,Centre-Back,CB,2000000,summer,Liga Portugal,2017,71,40,73,69,34,53,30,38,69,64,58,63,53,70,64,56,58,73,85,40,86,76,42,35,38,66,78,82,78,11,9,7,15,6
185,80,Netherlands,78,82,Left,2,3,2,2017,25,Centre-Back,CB,7700000,summer,Premier League,2017,71,40,73,69,34,53,30,38,69,64,58,63,53,70,64,56,58,73,85,40,86,76,42,35,38,66,78,82,78,11,9,7,15,6
169,70,Netherlands,78,81,Right,1,4,2,2020,26,Defensive Midfield,DM,3000000,summer,Jupiler Pro League,2017,70,26,27,84,73,71,80,70,79,81,68,65,75,79,90,77,56,76,69,71,86,81,65,84,64,72,64,73,61,11,11,14,10,7
185,76,Netherlands,78,81,Right,2,3,2,2020,26,Defensive Midfield,DM,16700000,summer,Serie A,2017,63,51,71,78,62,62,57,43,76,74,66,66,62,78,69,74,79,82,78,66,78,81,61,72,60,72,72,78,78,14,15,7,12,12
185,69,England,78,80,Right,1,4,2,2018,28,Defensive Midfield,DM,9100000,summer,Premier League,2017,57,54,71,80,60,73,39,24,78,77,64,55,63,77,71,57,72,83,72,50,70,80,65,74,47,80,71,78,76,13,11,16,6,6
182,80,Italy,78,80,Right,1,4,3,2020,27,Centre-Forward,CF,2000000,summer,Serie A,2017,52,83,77,66,77,69,71,47,35,77,78,76,82,77,71,73,90,78,78,41,83,21,86,59,79,77,12,16,16,15,15,10,13,5
185,74,Morocco,78,80,Right,1,4,3,2017,27,Attacking Midfield,AM,1300000,summer,Super League 1,2017,73,63,71,80,70,81,77,72,77,83,73,75,70,75,54,81,68,75,78,77,56,61,75,79,70,72,39,59,53,5,14,6,6,9
187,85,France,78,79,Right,1,3,2,2020,29,Centre-Back,CB,1000000,winter,Ligue 1,2017,65,37,82,74,29,62,56,36,68,65,62,68,60,74,65,59,80,74,78,50,78,74,48,60,50,69,78,79,74,11,15,10,12,11
188,83,Norway,78,79,Right,2,3,2,2021,27,Centre-Back,CB,8000000,summer,Ger Bundesliga,2017,66,40,77,73,38,64,64,66,77,71,65,67,61,77,59,72,68,79,81,66,78,75,57,69,56,69,80,82,79,14,8,9,13,10
194,88,Germany,78,79,Right,2,4,2,2017,28,Centre-Back,CB,2500000,summer,Ligue 1,2017,30,40,86,70,34,33,29,23,60,48,50,52,46,77,34,57,59,62,83,19,80,79,38,52,42,64,77,80,77,11,7,6,11,13
174,74,Argentina,78,78,Right,2,4,4,2017,28,Centre-Back,CB,1500000,winter,Serie A,2017,68,78,76,75,74,75,76,73,67,77,75,80,82,75,79,77,77,82,73,75,57,59,78,72,84,77,25,55,24,8,10,11,13,6
178,74,Netherlands,78,78,Right,2,3,2,2018,33,Right-Back,RB,1500000,summer,Ger Bundesliga,2017,78,42,63,75,33,72,62,49,68,71,73,74,71,75,73,66,78,78,70,52,69,81,51,60,86,69,79,78,81,7,10,14,9,12
165,63,England,78,78,Right,2,3,3,2018,30,Right Winger,RW,1700000,winter,Premier League,2017,78,69,28,76,68,84,63,55,54,81,89,89,93,74,92,64,71,75,59,57,57,42,71,73,62,80,40,37,37,14,7,7,16,11
189,78,France,78,78,Right,2,4,3,2018,34,Second Striker,SS,3200000,summer,Serie A,2017,66,80,77,72,80,78,69,66,58,80,68,78,68,76,58,78,72,69,76,66,66,25,80,69,73,75,16,24,20,9,5,13,8,12
189,81,France,78,78,Right,2,1,1,2018,29,Goalkeeper,GK,1000000,summer,Super Lig,2017,14,11,12,42,13,12,13,15,34,23,58,57,39,73,57,21,69,32,79,13,29,28,18,39,23,58,14,13,12,76,77,81,77,79
191,85,Germany,78,78,Right,2,3,2,2019,30,Centre-Back,CB,1000000,winter,Ger Bundesliga,2017,32,18,86,66,22,35,23,22,50,49,55,65,54,75,49,48,65,63,81,24,73,69,25,38,38,64,82,86,79,8,6,14,15,9
181,69,Netherlands,78,78,Right,2,3,3,2020,29,Right-Back,RB,1000000,summer,Serie A,2017,78,60,69,77,57,75,55,22,71,78,81,81,74,78,69,74,83,80,69,68,75,70,74,71,43,72,74,78,78,11,15,7,6,7
175,67,England,78,78,Right,2,3,3,2020,27,Central Midfield,CM,9300000,summer,Premier League,2017,74,64,48,83,68,79,59,62,80,80,66,74,72,77,77,74,62,73,56,75,71,65,74,77,72,72,47,59,49,15,11,9,12,13
186,84,Slovakia,78,78,Right,2,3,2,2019,30,Central Midfield,CM,5000000,summer,Super Lig,2017,68,65,74,78,68,77,68,70,76,79,69,69,71,78,54,85,78,87,90,78,84,76,76,74,71,76,68,76,76,14,8,9,15,8
178,67,France,77,90,Left,1,5,4,2021,20,Right Winger,RW,135000000,summer,Laliga,2017,67,77,43,72,63,85,66,65,65,81,83,85,81,66,74,71,58,72,44,65,47,33,74,73,67,70,45,39,45,6,6,14,10,13
177,75,Belgium,77,89,Right,2,5,3,2020,20,Central Midfield,CM,25000000,summer,Ligue 1,2017,73,66,57,77,72,76,74,74,81,81,61,59,68,76,76,85,65,68,61,80,66,69,64,78,76,81,64,72,69,6,8,10,14,12
184,80,Italy,77,84,Right,1,3,3,2021,22,Central Midfield,CM,12000000,summer,Serie A,2017,72,63,68,77,70,76,71,65,77,77,69,69,75,75,67,82,69,83,78,79,71,75,73,72,51,72,64,75,72,11,7,5,12,14
179,70,France,77,83,Left,1,3,4,2017,24,Right Winger,RW,11000000,summer,Ligue 1,2017,72,70,66,75,64,84,74,54,75,77,84,78,82,75,70,76,59,64,62,74,56,28,74,76,57,59,29,29,31,8,11,14,10,9
179,70,France,77,83,Left,1,3,4,2017,24,Right Winger,RW,3500000,summer,Premier League,2017,72,70,66,75,64,84,74,54,75,77,84,78,82,75,70,76,59,64,62,74,56,28,74,76,57,59,29,29,31,8,11,14,10,9
183,83,Gabon,77,83,Right,2,2,3,2020,23,Defensive Midfield,DM,17250000,summer,Premier League,2017,72,55,56,81,68,78,68,68,77,81,79,79,79,74,79,78,55,79,79,78,78,70,72,76,68,74,60,66,66,12,9,15,8,16
182,70,Italy,77,83,Right,2,2,2,2020,25,Right Midfield,RM,25000000,summer,Premier League,2017,77,62,60,71,68,72,65,59,65,72,79,85,75,72,77,74,69,87,65,70,70,71,70,64,59,70,75,75,79,11,9,8,6,11
180,77,Netherlands,77,83,Right,1,3,2,2018,21,Right-Back,RB,4000000,summer,Ligue 1,2017,64,32,66,70,36,67,42,34,58,69,77,81,71,72,70,62,74,72,77,43,79,77,55,49,43,65,77,84,86,9,15,11,6,10
175,70,Argentina,77,83,Right,1,2,3,2023,23,Centre-Forward,CF,4000000,summer,Laliga,2017,56,77,80,66,71,71,57,35,58,74,75,77,72,77,79,77,81,71,78,69,65,37,79,69,62,73,29,39,32,11,12,8,8,6
189,82,Belgium,77,82,Right,1,3,1,2021,25,Goalkeeper,GK,7000000,summer,Jupiler Pro League,2017,16,16,14,32,19,19,17,17,30,33,37,35,36,73,34,38,64,30,67,18,24,13,18,45,22,46,20,13,14,81,71,72,75,78
188,70,Netherlands,77,82,Left,2,4,2,2018,23,Centre-Back,CB,15000000,summer,Ligue 1,2017,65,27,74,70,40,56,63,44,65,67,79,80,73,70,63,67,75,76,76,52,72,77,49,49,42,53,75,82,84,8,14,12,11,12
190,85,Germany,77,82,Right,2,3,2,2020,24,Centre-Back,CB,35000000,summer,Premier League,2017,60,27,76,70,34,59,34,56,65,65,76,78,63,72,50,70,72,65,81,40,86,69,33,57,40,60,77,79,74,14,15,10,12,8
190,88,France,77,82,Right,1,3,3,2019,23,Centre-Forward,CF,7000000,summer,Ger Bundesliga,2017,40,79,75,64,70,72,52,46,35,79,75,78,69,75,51,77,80,71,91,62,41,30,77,70,86,65,17,16,19,6,7,14,7,6
190,87,Germany,77,82,Right,2,3,2,2019,23,Centre-Back,CB,17000000,summer,Ger Bundesliga,2017,73,51,83,77,53,62,58,51,74,72,54,65,58,79,53,78,68,73,82,56,69,81,55,68,66,76,79,80,79,12,10,6,8,10
182,65,Algeria,77,82,Left,1,2,4,2017,25,Right Winger,RW,4000000,summer,Ligue 1,2017,74,73,56,80,59,82,80,74,71,82,77,75,78,65,76,74,62,70,61,71,52,50,75,77,65,69,42,42,47,12,6,15,7,15
176,69,France,77,80,Right,2,3,3,2018,26,Right-Back,RB,5000000,summer,Laliga,2017,79,58,68,76,58,74,78,81,74,76,75,75,76,76,78,75,68,80,67,72,76,74,72,70,67,68,77,77,78,6,8,7,10,15
