club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Académica Coimbra,Rabiola,25,Portugal,Centre-Forward,CF,,Penafiel,Portugal,0.0,in,summer,Liga Portugal,2015,False,
Académica Coimbra,Selim Bouadla,26,France,Attacking Midfield,AM,,Debrecen,Hungary,0.0,in,summer,Liga Portugal,2015,False,
Académica Coimbra,Emídio Rafael,29,Portugal,Left-Back,LB,,Estoril Praia,Portugal,0.0,in,summer,Liga Portugal,2015,False,
Académica Coimbra,Pedro Trigueira,27,Portugal,Goalkeeper,GK,,União Madeira,Portugal,0.0,in,summer,Liga Portugal,2015,False,
Académica Coimbra,Nii Plange,26,Burkina Faso,Left Winger,LW,,Vit. Guimarães,Portugal,0.0,in,summer,Liga Portugal,2015,False,
Académica Coimbra,William Gustavo,23,Brazil,Centre-Back,CB,,Anápolis,Brazil,0.0,in,summer,Liga Portugal,2015,False,
Académica Coimbra,Ulysse Diallo,22,Mali,Centre-Forward,CF,,Marítimo,Portugal,0.0,out,summer,Liga Portugal,2015,False,
Académica Coimbra,Marcos Paulo,27,Brazil,Central Midfield,CM,,Panetolikos,Greece,0.0,out,summer,Liga Portugal,2015,False,
Académica Coimbra,Fábio Santos,22,Portugal,Goalkeeper,GK,,GD Tourizense,Portugal,0.0,out,summer,Liga Portugal,2015,False,
Académica Coimbra,Carlos Olascuaga,23,Peru,Left Winger,LW,,Juan Aurich,Peru,0.0,out,winter,Liga Portugal,2015,False,
Académica Coimbra,Magique,23,Cote d'Ivoire,Left Winger,LW,,Feirense,Portugal,,out,winter,Liga Portugal,2015,False,
Boavista FC,Gideão,27,Brazil,Goalkeeper,GK,,Náutico,Brazil,0.0,in,summer,Liga Portugal,2015,False,
Boavista FC,Rivaldinho,20,Brazil,Centre-Forward,CF,,Mogi Mirim,Brazil,0.0,in,summer,Liga Portugal,2015,False,
Boavista FC,Renato Santos,23,Portugal,Right Winger,RW,,Rio Ave,Portugal,0.0,in,summer,Liga Portugal,2015,False,
Boavista FC,Samuel Inkoom,26,Ghana,Right-Back,RB,,D.C. United,United States,0.0,in,summer,Liga Portugal,2015,False,
Boavista FC,Paulo Vinícius,30,Brazil,Centre-Back,CB,,Operário-MT,Brazil,0.0,in,summer,Liga Portugal,2015,False,
Boavista FC,André Bukia,20,DR Congo,Right Winger,RW,,Vila Real,Portugal,0.0,in,summer,Liga Portugal,2015,False,
Boavista FC,Emmanuel Hackman,20,Togo,Centre-Back,CB,,Vila Real,Portugal,0.0,in,summer,Liga Portugal,2015,False,
Boavista FC,Uche Nwofor,23,Nigeria,Centre-Forward,CF,,Lierse SK,Belgium,0.0,in,summer,Liga Portugal,2015,False,
Boavista FC,Alex Júnior,21,Haiti,Left-Back,LB,,Vila Real,Portugal,0.0,in,summer,Liga Portugal,2015,False,
Boavista FC,Henrique,28,Portugal,Centre-Back,CB,,Feirense,Portugal,0.0,in,summer,Liga Portugal,2015,False,
Boavista FC,Ibrahima Faye,22,Senegal,Left Winger,LW,,AD Oliveirense,Portugal,,in,summer,Liga Portugal,2015,False,
Boavista FC,Luisinho,25,Portugal,Right Winger,RW,,Académico Viseu,Portugal,,in,summer,Liga Portugal,2015,False,
Boavista FC,Tiago Mesquita,24,Portugal,Right-Back,RB,,Freamunde,Portugal,,in,summer,Liga Portugal,2015,False,
Boavista FC,Brayan Beckeles,29,Honduras,Centre-Back,CB,,Necaxa,Mexico,1330000.0,out,summer,Liga Portugal,2015,False,
