club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
AIK Solna,Jos Hooiveld,32,Netherlands,Centre-Back,CB,,Southampton,England,0.0,in,summer,Allsvenskan,2015,False,
AIK Solna,Stefan Ishizaki,33,Sweden,Right Midfield,RM,,Los Angeles,United States,0.0,in,summer,Allsvenskan,2015,False,
AIK Solna,Patrick Kpozo,18,Ghana,Left-Back,LB,,Inter Allies,Ghana,,in,summer,Allsvenskan,2015,False,
AIK Solna,Nabil Bahoui,24,Sweden,Centre-Forward,CF,,Al-Ahli,Saudi Arabia,,out,summer,Allsvenskan,2015,False,
AIK Solna,Panajotis Dimitriadis,28,Sweden,Defensive Midfield,DM,,Genclerbirligi,Turkey,,out,summer,Allsvenskan,2015,False,
AIK Solna,Celso Borges,27,Costa Rica,Central Midfield,CM,,Dep. La Coruña,Spain,,out,summer,Allsvenskan,2015,False,
AIK Solna,Sam Lundholm,21,Sweden,Right Winger,RW,,NEC Nijmegen,Netherlands,,out,summer,Allsvenskan,2015,False,
AIK Solna,Eero Markkanen,24,Finland,Centre-Forward,CF,,RoPS,Finland,0.0,in,winter,Allsvenskan,2015,False,
AIK Solna,Daniel Sundgren,25,Sweden,Right-Back,RB,,Degerfors,Sweden,0.0,in,winter,Allsvenskan,2015,False,
AIK Solna,Amin Affane,21,Sweden,Attacking Midfield,AM,,Arm. Bielefeld,Germany,,in,winter,Allsvenskan,2015,False,
AIK Solna,Ahmed Yasin,24,Iraq,Right Winger,RW,,Aarhus GF,Denmark,,in,winter,Allsvenskan,2015,False,
AIK Solna,Denni Avdic,27,Sweden,Centre-Forward,CF,,Without Club,,,in,winter,Allsvenskan,2015,False,
AIK Solna,Mohamed Bangura,26,Sierra Leone,Left Winger,LW,,DL Yifang,China,,out,winter,Allsvenskan,2015,False,
AIK Solna,Henok Goitom,31,Eritrea,Centre-Forward,CF,,Getafe,Spain,0.0,out,winter,Allsvenskan,2015,False,
AIK Solna,Kenny Pavey,36,England,Right Midfield,RM,,Assyriska FF,Sweden,0.0,out,winter,Allsvenskan,2015,False,
AIK Solna,Edward Owusu,21,Sweden,Defensive Midfield,DM,,Piteå IF,Sweden,0.0,out,winter,Allsvenskan,2015,False,
BK Häcken,Michiel Hemmen,28,Netherlands,Centre-Forward,CF,,SC Cambuur,Netherlands,0.0,in,summer,Allsvenskan,2015,False,
BK Häcken,Niels Vorthoren,27,Netherlands,Central Midfield,CM,,MVV Maastricht,Netherlands,0.0,in,summer,Allsvenskan,2015,False,
BK Häcken,Tefu Mashamaite,30,South Africa,Centre-Back,CB,,Kaizer Chiefs,South Africa,0.0,in,summer,Allsvenskan,2015,False,
BK Häcken,Simon Gustafson,20,Sweden,Central Midfield,CM,2000000.0,Feyenoord,Netherlands,1500000.0,out,summer,Allsvenskan,2015,False,
BK Häcken,Walid Atta,28,Ethiopia,Centre-Back,CB,,Genclerbirligi,Turkey,,out,summer,Allsvenskan,2015,False,
BK Häcken,Leonard Zuta,23,North Macedonia,Left-Back,LB,,HNK Rijeka,Croatia,,out,summer,Allsvenskan,2015,False,
BK Häcken,Gunnar Heidar Thorvaldsson,33,Iceland,Centre-Forward,CF,,ÍBV,Iceland,0.0,out,summer,Allsvenskan,2015,False,
BK Häcken,Diego Lugano,34,Uruguay,Centre-Back,CB,,Cerro Porteño,Paraguay,0.0,out,summer,Allsvenskan,2015,False,
BK Häcken,Joakim Olausson,20,Sweden,Central Midfield,CM,,Örgryte,Sweden,0.0,out,summer,Allsvenskan,2015,False,
BK Häcken,Rasmus Schüller,24,Finland,Defensive Midfield,DM,,HJK Helsinki,Finland,0.0,in,winter,Allsvenskan,2015,False,
BK Häcken,Demba Savage,27,The Gambia,Left Winger,LW,,HJK Helsinki,Finland,0.0,in,winter,Allsvenskan,2015,False,
BK Häcken,Niklas Andersen,23,Sweden,Left-Back,LB,,Ljungskile SK,Sweden,,in,winter,Allsvenskan,2015,False,
BK Häcken,John Owoeri,28,Nigeria,Centre-Forward,CF,,Åtvidabergs FF,Sweden,,in,winter,Allsvenskan,2015,False,
BK Häcken,Michiel Hemmen,28,Netherlands,Centre-Forward,CF,,Excelsior,Netherlands,0.0,out,winter,Allsvenskan,2015,False,
BK Häcken,Tom Söderberg,28,Sweden,Centre-Back,CB,,Dalkurd,Sweden,0.0,out,winter,Allsvenskan,2015,False,
