club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Athletic Bilbao,Yuri Berchiche,28,Spain,Left-Back,LB,2000000.0,Paris SG,France,24000000.0,in,summer,Laliga,2018,False,
Athletic Bilbao,Ander Capa,26,Spain,Right-Back,RB,1800000.0,SD Eibar,Spain,3000000.0,in,summer,Laliga,2018,False,
Athletic Bilbao,Cristian Ganea,26,Romania,Left-Back,LB,,FC Viitorul,Romania,1000000.0,in,summer,Laliga,2018,False,
Athletic Bilbao,Dani García,28,Spain,Central Midfield,CM,2000000.0,SD Eibar,Spain,0.0,in,summer,Laliga,2018,False,
Athletic Bilbao,Kepa Arrizabalaga,23,Spain,Goalkeeper,GK,18000000.0,Chelsea,England,80000000.0,out,summer,Laliga,2018,False,
Athletic Bilbao,Enric Saborit,26,Spain,Centre-Back,CB,,M. Tel Aviv,Israel,0.0,out,summer,Laliga,2018,False,
Athletic Bilbao,Urtzi Iriondo,23,Spain,Left-Back,LB,,Union SG,Belgium,0.0,out,summer,Laliga,2018,False,
Athletic Bilbao,Kike Sola,32,Spain,Centre-Forward,CF,,,,,out,summer,Laliga,2018,False,
Athletic Bilbao,Ibai Gómez,29,Spain,Left Winger,LW,,Alavés,Spain,4000000.0,in,winter,Laliga,2018,False,
Athletic Bilbao,Kenan Kodro,25,Bosnia-Herzegovina,Centre-Forward,CF,1200000.0,FC Copenhagen,Denmark,,in,winter,Laliga,2018,False,
Atlético de Madrid,Thomas Lemar,22,France,Attacking Midfield,AM,15000000.0,Monaco,France,72000000.0,in,summer,Laliga,2018,False,
Atlético de Madrid,Gelson Martins,23,Portugal,Right Winger,RW,3000000.0,Sporting CP,Portugal,22000000.0,in,summer,Laliga,2018,False,
Atlético de Madrid,Rodri,22,Spain,Defensive Midfield,DM,100000000.0,Villarreal,Spain,20000000.0,in,summer,Laliga,2018,False,
Atlético de Madrid,Nikola Kalinic,30,Croatia,Centre-Forward,CF,,AC Milan,Italy,14500000.0,in,summer,Laliga,2018,False,
Atlético de Madrid,Santiago Arias,26,Colombia,Right-Back,RB,2500000.0,PSV Eindhoven,Netherlands,11000000.0,in,summer,Laliga,2018,False,
Atlético de Madrid,Jonny Otto,24,Spain,Left-Back,LB,13000000.0,Celta de Vigo,Spain,7000000.0,in,summer,Laliga,2018,False,
Atlético de Madrid,Nehuén Pérez,18,Argentina,Centre-Back,CB,10000000.0,Argentinos U20,Argentina,2000000.0,in,summer,Laliga,2018,False,
Atlético de Madrid,Antonio Adán,31,Spain,Goalkeeper,GK,1000000.0,Real Betis,Spain,1500000.0,in,summer,Laliga,2018,False,
Atlético de Madrid,Kévin Gameiro,31,France,Centre-Forward,CF,1200000.0,Valencia,Spain,16000000.0,out,summer,Laliga,2018,False,
Atlético de Madrid,Diogo Jota,21,Portugal,Left Winger,LW,50000000.0,Wolves,England,14000000.0,out,summer,Laliga,2018,False,
