club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Akhisarspor,Elvis Manu,24.0,Netherlands,Centre-Forward,CF,,Genclerbirligi,Turkey,0.0,in,summer,Super Lig,2018,False,
Akhisarspor,Güray Vural,30.0,Turkey,Left-Back,LB,,Kayserispor,Turkey,0.0,in,summer,Super Lig,2018,False,
Akhisarspor,Avdija Vrsajevic,32.0,Bosnia-Herzegovina,Right-Back,RB,,Osmanlispor,Turkey,0.0,in,summer,Super Lig,2018,False,
Akhisarspor,Adrien Regattin,27.0,Morocco,Attacking Midfield,AM,,Osmanlispor,Turkey,,in,summer,Super Lig,2018,False,
Akhisarspor,Josué,27.0,Portugal,Attacking Midfield,AM,,Without Club,,,in,summer,Super Lig,2018,False,
Akhisarspor,Ömer Bayram,27.0,Turkey,Left-Back,LB,,Galatasaray,Turkey,,out,summer,Super Lig,2018,False,
Akhisarspor,Soner Aydoğdu,27.0,Turkey,Central Midfield,CM,,Basaksehir,Turkey,0.0,out,summer,Super Lig,2018,False,
Akhisarspor,Muğdat Çelik,28.0,Turkey,Centre-Forward,CF,,Galatasaray,Turkey,0.0,out,summer,Super Lig,2018,False,
Akhisarspor,Olcan Adın,32.0,Turkey,Right Winger,RW,,Antalyaspor,Turkey,0.0,out,summer,Super Lig,2018,False,
Akhisarspor,Orhan Taşdelen,31.0,Turkey,Left-Back,LB,,Adana Demirspor,Turkey,0.0,out,summer,Super Lig,2018,False,
Akhisarspor,Paulo Henrique,29.0,Brazil,Centre-Forward,CF,,,,,out,summer,Super Lig,2018,False,
Akhisarspor,Zeki Yavru,27.0,Turkey,Right-Back,RB,,Trabzonspor,Turkey,0.0,in,winter,Super Lig,2018,False,
Akhisarspor,Rajko Rotman,29.0,Slovenia,Defensive Midfield,DM,,Kayserispor,Turkey,0.0,in,winter,Super Lig,2018,False,
Akhisarspor,Edin Cocalic,31.0,Bosnia-Herzegovina,Centre-Back,CB,,KV Mechelen,Belgium,0.0,in,winter,Super Lig,2018,False,
Akhisarspor,Musa Nizam,28.0,Turkey,Centre-Back,CB,,Antalyaspor,Turkey,0.0,in,winter,Super Lig,2018,False,
Akhisarspor,Sokol Cikalleshi,28.0,Albania,Centre-Forward,CF,,Osmanlispor,Turkey,,in,winter,Super Lig,2018,False,
Akhisarspor,Yevgen Seleznyov,33.0,Ukraine,Centre-Forward,CF,,Málaga CF,Spain,,out,winter,Super Lig,2018,False,
Akhisarspor,Ioan Hora,30.0,Romania,Centre-Forward,CF,,FCSB,Romania,0.0,out,winter,Super Lig,2018,False,
Akhisarspor,Daniel Larsson,31.0,Sweden,Centre-Forward,CF,,Aris Saloniki,Greece,0.0,out,winter,Super Lig,2018,False,
Alanyaspor,Djalma,31.0,Angola,Right Winger,RW,,PAOK Salonika,Greece,,in,summer,Super Lig,2018,False,
Alanyaspor,Bobô,33.0,Brazil,Centre-Forward,CF,,Sydney FC,Australia,0.0,in,summer,Super Lig,2018,False,
Alanyaspor,Baiano,31.0,Brazil,Right-Back,RB,,Rayo Vallecano,Spain,0.0,in,summer,Super Lig,2018,False,
Alanyaspor,Kaan Kanak,27.0,Turkey,Left-Back,LB,,Eskisehirspor,Turkey,0.0,in,summer,Super Lig,2018,False,
Alanyaspor,Hasan Ayaroğlu,23.0,Turkey,Left Winger,LW,,Eskisehirspor,Turkey,0.0,in,summer,Super Lig,2018,False,
Alanyaspor,Emre Güral,29.0,Turkey,Centre-Forward,CF,,Antalyaspor,Turkey,0.0,in,summer,Super Lig,2018,False,
Alanyaspor,Ceyhun Gülselam,30.0,Turkey,Defensive Midfield,DM,,Osmanlispor,Turkey,,in,summer,Super Lig,2018,False,
Alanyaspor,Emre Akbaba,25.0,Turkey,Central Midfield,CM,1800000.0,Galatasaray,Turkey,4000000.0,out,summer,Super Lig,2018,False,
Alanyaspor,Mamadou Fofana,20.0,Mali,Centre-Back,CB,1800000.0,FC Metz,France,,out,summer,Super Lig,2018,False,
Alanyaspor,Lamine Gassama,28.0,Senegal,Right-Back,RB,,Göztepe,Turkey,0.0,out,summer,Super Lig,2018,False,
Alanyaspor,Rémy Riou,31.0,France,Goalkeeper,GK,,RSC Charleroi,Belgium,0.0,out,summer,Super Lig,2018,False,
Alanyaspor,Guy-Michel Landel,28.0,Guinea,Central Midfield,CM,,Giresunspor,Turkey,0.0,out,summer,Super Lig,2018,False,
Alanyaspor,Emre Nefiz,23.0,Turkey,Right-Back,RB,,Adana Demirspor,Turkey,0.0,out,summer,Super Lig,2018,False,
Alanyaspor,Wanderson,32.0,Brazil,Centre-Forward,CF,,Helsingborgs IF,Sweden,0.0,out,summer,Super Lig,2018,False,
Alanyaspor,Gökay İravul,25.0,Turkey,Central Midfield,CM,,Karagümrük,Turkey,0.0,out,summer,Super Lig,2018,False,
Alanyaspor,Birol Parlak,28.0,Turkey,Centre-Back,CB,,Ümraniyespor,Turkey,0.0,out,summer,Super Lig,2018,False,
Alanyaspor,Berkan Emir,30.0,Turkey,Left-Back,LB,,Göztepe,Turkey,0.0,out,summer,Super Lig,2018,False,
Alanyaspor,Douglas,30.0,Brazil,Centre-Forward,CF,,Shimizu S-Pulse,Japan,0.0,out,summer,Super Lig,2018,False,
Alanyaspor,Ahmet Özer,24.0,Turkey,Attacking Midfield,AM,,Diyarbekir Spor,Turkey,,out,summer,Super Lig,2018,False,
Alanyaspor,Emre Güral,29.0,Turkey,Centre-Forward,CF,,Without Club,,,out,summer,Super Lig,2018,False,
Alanyaspor,Darko Lazic,24.0,Serbia,Centre-Back,CB,,Without Club,,,out,summer,Super Lig,2018,False,
Alanyaspor,Merih Demiral,20.0,Turkey,Centre-Back,CB,20000000.0,Sporting CP,Portugal,3500000.0,in,winter,Super Lig,2018,False,
Alanyaspor,Josef Sural,,Czech Republic,Centre-Forward,CF,,Sparta Prague,Czech Republic,,in,winter,Super Lig,2018,False,
Alanyaspor,Steven Caulker,27.0,Sierra Leone,Centre-Back,CB,,Without Club,,,in,winter,Super Lig,2018,False,
Alanyaspor,Yunus Emre Yaşar,25.0,Turkey,Second Striker,SS,,Sivas Belediye,Turkey,0.0,out,winter,Super Lig,2018,False,
Alanyaspor,Giannis Maniatis,32.0,Greece,Defensive Midfield,DM,,Panionios,Greece,0.0,out,winter,Super Lig,2018,False,
Alanyaspor,Bobô,34.0,Brazil,Centre-Forward,CF,,Without Club,,,out,winter,Super Lig,2018,False,
Alanyaspor,Yusuf Coban,22.0,Germany,Attacking Midfield,AM,,Without Club,,,out,winter,Super Lig,2018,False,
Antalyaspor,Olcan Adın,32.0,Turkey,Right Winger,RW,,Akhisarspor,Turkey,0.0,in,summer,Super Lig,2018,False,
Antalyaspor,Serdar Özkan,31.0,Turkey,Left Winger,LW,,Genclerbirligi,Turkey,0.0,in,summer,Super Lig,2018,False,
Antalyaspor,Aly Cissokho,30.0,France,Centre-Back,CB,,Y. Malatyaspor,Turkey,,in,summer,Super Lig,2018,False,
Antalyaspor,Abdelaziz Barrada,29.0,Morocco,Attacking Midfield,AM,,Al-Nasr SC,United Arab Emirates,,in,summer,Super Lig,2018,False,
Antalyaspor,Sandro,29.0,Brazil,Defensive Midfield,DM,,Benevento,Italy,2300000.0,out,summer,Super Lig,2018,False,
Antalyaspor,Sakıb Aytaç,26.0,Turkey,Centre-Back,CB,,Kayserispor,Turkey,0.0,out,summer,Super Lig,2018,False,
Antalyaspor,Emre Güral,29.0,Turkey,Centre-Forward,CF,,Alanyaspor,Turkey,0.0,out,summer,Super Lig,2018,False,
Antalyaspor,Milan Jevtovic,25.0,Serbia,Left Winger,LW,,Red Star,Serbia,0.0,out,summer,Super Lig,2018,False,
Antalyaspor,Fikret Sevilgen,24.0,Turkey,Centre-Back,CB,,Kozan Belediye,Turkey,0.0,out,summer,Super Lig,2018,False,
Antalyaspor,Johan Djourou,31.0,Switzerland,Centre-Back,CB,,SPAL,Italy,0.0,out,summer,Super Lig,2018,False,
Antalyaspor,Mostapha El Kabir,29.0,Morocco,Centre-Forward,CF,,Ankaragücü,Turkey,0.0,out,summer,Super Lig,2018,False,
Antalyaspor,Deniz Kadah,32.0,Turkey,Centre-Forward,CF,,Göztepe,Turkey,0.0,out,summer,Super Lig,2018,False,
Antalyaspor,Saso Fornezzi,35.0,Slovenia,Goalkeeper,GK,,,,,out,summer,Super Lig,2018,False,
Antalyaspor,Tarık Çamdal,27.0,Turkey,Right-Back,RB,,Galatasaray,Turkey,0.0,in,winter,Super Lig,2018,False,
Antalyaspor,Fredy,28.0,Angola,Attacking Midfield,AM,,B SAD,Portugal,,in,winter,Super Lig,2018,False,
Antalyaspor,Oğuz Mataracı,24.0,Turkey,Defensive Midfield,DM,,Sancaktepe Bld,Turkey,0.0,out,winter,Super Lig,2018,False,
Antalyaspor,Danilo,28.0,Belgium,Attacking Midfield,AM,,Al-Wahda,United Arab Emirates,0.0,out,winter,Super Lig,2018,False,
Antalyaspor,Maicón,28.0,Brazil,Right Winger,RW,,Atlético-MG,Brazil,0.0,out,winter,Super Lig,2018,False,
Antalyaspor,Musa Nizam,28.0,Turkey,Centre-Back,CB,,Akhisarspor,Turkey,0.0,out,winter,Super Lig,2018,False,
Antalyaspor,Kenan Horic,28.0,Bosnia-Herzegovina,Centre-Back,CB,,Mladost Kakanj,Bosnia-Herzegovina,0.0,out,winter,Super Lig,2018,False,
Antalyaspor,Olcan Adın,33.0,Turkey,Right Winger,RW,,Without Club,,,out,winter,Super Lig,2018,False,
Antalyaspor,Birkan Öksüz,22.0,Turkey,Left-Back,LB,,Without Club,,,out,winter,Super Lig,2018,False,
Basaksehir FK,Milos Jojic,26.0,Serbia,Central Midfield,CM,1000000.0,1.FC Köln,Germany,2000000.0,in,summer,Super Lig,2018,False,
Basaksehir FK,Soner Aydoğdu,27.0,Turkey,Central Midfield,CM,,Akhisarspor,Turkey,0.0,in,summer,Super Lig,2018,False,
Basaksehir FK,Yaren Sözer,21.0,Australia,Goalkeeper,GK,,M. City U21,Australia,,in,summer,Super Lig,2018,False,
Basaksehir FK,Mehmet Batdal,32.0,Turkey,Centre-Forward,CF,,Karagümrük,Turkey,0.0,out,summer,Super Lig,2018,False,
Basaksehir FK,Egemen Korkmaz,35.0,Turkey,Centre-Back,CB,,BB Erzurumspor,Turkey,0.0,out,summer,Super Lig,2018,False,
