club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
AFC Bournemouth,Jefferson Lerma,23.0,Colombia,Defensive Midfield,DM,20000000.0,Levante,Spain,30500000.0,in,summer,Premier League,2018,False,
AFC Bournemouth,Diego Rico,25.0,Spain,Left-Back,LB,3000000.0,CD Leganés,Spain,15000000.0,in,summer,Premier League,2018,False,
AFC Bournemouth,David Brooks,20.0,Wales,Right Winger,RW,12000000.0,Sheff Utd,England,11300000.0,in,summer,Premier League,2018,False,
AFC Bournemouth,Benik Afobe,25.0,DR Congo,Centre-Forward,CF,1200000.0,Wolves,England,11400000.0,out,summer,Premier League,2018,False,
AFC Bournemouth,Lewis Grabban,30.0,Jamaica,Centre-Forward,CF,,Nottm Forest,England,6800000.0,out,summer,Premier League,2018,False,
AFC Bournemouth,Max Gradel,30.0,Cote d'Ivoire,Left Winger,LW,1300000.0,Toulouse,France,2000000.0,out,summer,Premier League,2018,False,
AFC Bournemouth,Ryan Allsop,26.0,England,Goalkeeper,GK,,Wycombe,England,0.0,out,summer,Premier League,2018,False,
AFC Bournemouth,Baily Cargill,23.0,England,Centre-Back,CB,,MK Dons,England,0.0,out,summer,Premier League,2018,False,
AFC Bournemouth,Adam Federici,33.0,Australia,Goalkeeper,GK,,Stoke City,England,0.0,out,summer,Premier League,2018,False,
AFC Bournemouth,Rhoys Wiggins,30.0,Wales,Left-Back,LB,,,,,out,summer,Premier League,2018,False,
AFC Bournemouth,Dominic Solanke,21.0,England,Centre-Forward,CF,20000000.0,Liverpool,England,21200000.0,in,winter,Premier League,2018,False,
AFC Bournemouth,Chris Mepham,21.0,Wales,Centre-Back,CB,8000000.0,Brentford,England,13600000.0,in,winter,Premier League,2018,False,
Arsenal FC,Lucas Torreira,22.0,Uruguay,Defensive Midfield,DM,15000000.0,Sampdoria,Italy,28650000.0,in,summer,Premier League,2018,False,
Arsenal FC,Bernd Leno,26.0,Germany,Goalkeeper,GK,12000000.0,B. Leverkusen,Germany,25000000.0,in,summer,Premier League,2018,False,
Arsenal FC,Sokratis Papastathopoulos,30.0,Greece,Centre-Back,CB,,Bor. Dortmund,Germany,16000000.0,in,summer,Premier League,2018,False,
Arsenal FC,Mattéo Guendouzi,19.0,France,Central Midfield,CM,20000000.0,FC Lorient,France,8000000.0,in,summer,Premier League,2018,False,
Arsenal FC,Stephan Lichtsteiner,34.0,Switzerland,Right-Back,RB,,Juventus,Italy,0.0,in,summer,Premier League,2018,False,
Arsenal FC,Lucas Pérez,29.0,Spain,Centre-Forward,CF,,West Ham,England,4400000.0,out,summer,Premier League,2018,False,
Arsenal FC,Chuba Akpom,22.0,England,Centre-Forward,CF,12000000.0,PAOK Salonika,Greece,2200000.0,out,summer,Premier League,2018,False,
Arsenal FC,Joel Campbell,26.0,Costa Rica,Right Winger,RW,1500000.0,Frosinone,Italy,1500000.0,out,summer,Premier League,2018,False,
Arsenal FC,Santi Cazorla,33.0,Spain,Central Midfield,CM,,Villarreal,Spain,0.0,out,summer,Premier League,2018,False,
Arsenal FC,Jack Wilshere,26.0,England,Central Midfield,CM,,West Ham,England,0.0,out,summer,Premier League,2018,False,
Arsenal FC,Per Mertesacker,33.0,Germany,Centre-Back,CB,,,,,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Alireza Jahanbakhsh,24.0,Iran,Right Winger,RW,4000000.0,AZ Alkmaar,Netherlands,22500000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Yves Bissouma,21.0,Mali,Central Midfield,CM,30000000.0,LOSC Lille,France,16800000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Bernardo,23.0,Brazil,Centre-Back,CB,3000000.0,RB Leipzig,Germany,10000000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Martín Montoya,27.0,Spain,Right-Back,RB,,Valencia,Spain,7000000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Florin Andone,25.0,Romania,Centre-Forward,CF,,Dep. La Coruña,Spain,6000000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,David Button,29.0,England,Goalkeeper,GK,,Fulham,England,4500000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Dan Burn,26.0,England,Left-Back,LB,10000000.0,Wigan,England,3550000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Percy Tau,24.0,South Africa,Right Winger,RW,1500000.0,Sundowns,South Africa,3200000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Anders Dreyer,20.0,Denmark,Right Winger,RW,6500000.0,Esbjerg fB,Denmark,2200000.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Billy Arce,20.0,Ecuador,Left Winger,LW,,Independiente,Ecuador,,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Leo Østigård,18.0,Norway,Centre-Back,CB,10000000.0,Molde FK,Norway,,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Leon Balogun,30.0,Nigeria,Centre-Back,CB,,1.FSV Mainz 05,Germany,0.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Jason Steele,27.0,England,Goalkeeper,GK,4000000.0,Sunderland,England,0.0,in,summer,Premier League,2018,False,
Brighton & Hove Albion,Sam Baldock,29.0,England,Centre-Forward,CF,,Reading,England,3900000.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Connor Goldson,25.0,England,Centre-Back,CB,6500000.0,Rangers,Scotland,3400000.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Jamie Murphy,28.0,Scotland,Left Winger,LW,,Rangers,Scotland,1200000.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Jiri Skalak,26.0,Czech Republic,Left Winger,LW,,Millwall,England,1000000.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Tim Krul,30.0,Netherlands,Goalkeeper,GK,,Norwich,England,0.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Uwe Hünemeier,32.0,Germany,Centre-Back,CB,,SC Paderborn,Germany,0.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Niki Mäenpää,33.0,Finland,Goalkeeper,GK,,Bristol City,England,0.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Tyler Hornby-Forbes,22.0,England,Right-Back,RB,,Newport County,England,0.0,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Liam Rosenior,34.0,England,Right-Back,RB,,,,,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Steve Sidwell,35.0,England,Central Midfield,CM,,,,,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Rohan Ince,25.0,Montserrat,Defensive Midfield,DM,,Without Club,,,out,summer,Premier League,2018,False,
Brighton & Hove Albion,Alexis Mac Allister,20.0,Argentina,Central Midfield,CM,65000000.0,Argentinos Jrs.,Argentina,8000000.0,in,winter,Premier League,2018,False,
Brighton & Hove Albion,Jan Mlakar,20.0,Slovenia,Centre-Forward,CF,2800000.0,NK Maribor,Slovenia,3000000.0,in,winter,Premier League,2018,False,
Brighton & Hove Albion,Tudor Băluţă,19.0,Romania,Defensive Midfield,DM,2800000.0,FC Viitorul,Romania,2900000.0,in,winter,Premier League,2018,False,
Brighton & Hove Albion,Oliver Norwood,27.0,Northern Ireland,Central Midfield,CM,2000000.0,Sheff Utd,England,2200000.0,out,winter,Premier League,2018,False,
Brighton & Hove Albion,Mathias Normann,22.0,Norway,Defensive Midfield,DM,4000000.0,Rostov,Russia,1700000.0,out,winter,Premier League,2018,False,
Burnley FC,Ben Gibson,25.0,England,Centre-Back,CB,2000000.0,Middlesbrough,England,16900000.0,in,summer,Premier League,2018,False,
Burnley FC,Matej Vydra,26.0,Czech Republic,Centre-Forward,CF,1300000.0,Derby,England,12200000.0,in,summer,Premier League,2018,False,
