club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
AE Larisa,Panagiotis Paiteris,21,Greece,Goalkeeper,GK,,Ap. Larisas,Greece,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Marko Nunic,25,Slovenia,Centre-Forward,CF,,NK Aluminij,Slovenia,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Manolis Bertos,29,Greece,Right-Back,RB,,Asteras Tripoli,Greece,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Theodoros Tripotseris,32,Greece,Centre-Back,CB,,APO Levadiakos,Greece,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Petar Kunic,25,Bosnia-Herzegovina,Centre-Forward,CF,,B. Banja Luka,Bosnia-Herzegovina,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Kenan Bargan,29,Greece,Left Winger,LW,,Aris Saloniki,Greece,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Alexandre Coeff,26,France,Centre-Back,CB,,Udinese Calcio,Italy,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Noé Acosta,34,Spain,Left Winger,LW,,Petrolul,Romania,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Vasilios Papafotis,22,Cyprus,Central Midfield,CM,,APOEL Nicosia,Cyprus,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Suad Sahiti,23,Kosovo,Right Winger,RW,,KF Skënderbeu,Albania,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Ögmundur Kristinsson,29,Iceland,Goalkeeper,GK,,Excelsior,Netherlands,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Nikolaos Karanikas,26,Greece,Right-Back,RB,,PAS Giannina,Greece,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Paschalis Kassos,26,Greece,Right Winger,RW,,Aris Saloniki,Greece,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Samy Frioui,26,Algeria,Centre-Forward,CF,,USM Blida,Algeria,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Nestoras Gekas,23,Greece,Goalkeeper,GK,,Anag. Karditsas,Greece,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Christos Gromitsaris,27,Greece,Centre-Back,CB,,AOK Kerkyra,Greece,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Milovan Petrovikj,28,North Macedonia,Defensive Midfield,DM,,NK Osijek,Croatia,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Piti,37,Spain,Attacking Midfield,AM,,PAS Lamia,Greece,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Lefteris Bamis,18,Greece,Defensive Midfield,DM,,Iraklis Larisas,Greece,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Alexandros Chalatsis,18,Greece,Attacking Midfield,AM,,Dotieas Agias,Greece,0.0,in,summer,Super League 1,2018,False,
AE Larisa,Giannis Masouras,21,Greece,Right-Back,RB,,Olympiacos,Greece,1000000.0,out,summer,Super League 1,2018,False,
AE Larisa,Andreas Dermitzakis,19,Greece,Defensive Midfield,DM,,Radnik,Serbia,0.0,out,summer,Super League 1,2018,False,
AE Larisa,Alexandros Safarikas,19,Greece,Goalkeeper,GK,,Lecco,Italy,0.0,out,summer,Super League 1,2018,False,
AE Larisa,Konstantinos Theodoropoulos,28,Greece,Goalkeeper,GK,,Apollon Pontou,Greece,0.0,out,summer,Super League 1,2018,False,
AE Larisa,Emanuel Perrone,35,Argentina,Centre-Forward,CF,,Iraklis,Greece,0.0,out,summer,Super League 1,2018,False,
AE Larisa,Dimitrios Kapos,24,Greece,Centre-Forward,CF,,AO Trikala,Greece,0.0,out,summer,Super League 1,2018,False,
AE Larisa,Dimitrios Grontis,23,Greece,Attacking Midfield,AM,,Aittitos Spaton,Greece,0.0,out,summer,Super League 1,2018,False,
AE Larisa,Anastasios Kritikos,23,Greece,Right Winger,RW,,Doxa Dramas,Greece,0.0,out,summer,Super League 1,2018,False,
AE Larisa,Marko Jovanovic,30,Serbia,Centre-Back,CB,,Vozdovac,Serbia,0.0,out,summer,Super League 1,2018,False,
AE Larisa,Gennadios Xenodochof,30,Greece,Goalkeeper,GK,,Diagoras,Greece,0.0,out,summer,Super League 1,2018,False,
AE Larisa,Konstantinos Makris,19,Greece,Right Winger,RW,,Smolikas Fal.,Greece,0.0,out,summer,Super League 1,2018,False,
AE Larisa,Paraskevas Lykourgos,18,Greece,Right-Back,RB,,Ach.Neokesarias,Greece,0.0,out,summer,Super League 1,2018,False,
