club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
AS Monaco,Aleksandr Golovin,22.0,Russia,Attacking Midfield,AM,30000000.0,CSKA Moscow,Russia,30000000.0,in,summer,Ligue 1,2018,False,
AS Monaco,Benjamin Henrichs,21.0,Germany,Right-Back,RB,20000000.0,B. Leverkusen,Germany,20000000.0,in,summer,Ligue 1,2018,False,
AS Monaco,Willem Geubbels,16.0,France,Centre-Forward,CF,1500000.0,Olympique Lyon,France,20000000.0,in,summer,Ligue 1,2018,False,
AS Monaco,Jean-Eudes Aholou,24.0,Cote d'Ivoire,Defensive Midfield,DM,2500000.0,R. Strasbourg,France,14000000.0,in,summer,Ligue 1,2018,False,
AS Monaco,Nacer Chadli,29.0,Belgium,Left Winger,LW,1000000.0,West Brom,England,12000000.0,in,summer,Ligue 1,2018,False,
AS Monaco,Antonio Barreca,23.0,Italy,Left-Back,LB,,Torino,Italy,10000000.0,in,summer,Ligue 1,2018,False,
AS Monaco,Pelé,26.0,Guinea-Bissau,Defensive Midfield,DM,,Rio Ave,Portugal,7200000.0,in,summer,Ligue 1,2018,False,
AS Monaco,Ronaël Pierre-Gabriel,20.0,France,Right-Back,RB,4000000.0,Saint-Étienne,France,6000000.0,in,summer,Ligue 1,2018,False,
AS Monaco,Samuel Grandsir,21.0,France,Right Winger,RW,2000000.0,Troyes,France,3000000.0,in,summer,Ligue 1,2018,False,
AS Monaco,Sofiane Diop,18.0,Morocco,Left Winger,LW,15000000.0,Rennes B,France,0.0,in,summer,Ligue 1,2018,False,
AS Monaco,Kylian Mbappé,19.0,France,Left Winger,LW,180000000.0,Paris SG,France,180000000.0,out,summer,Ligue 1,2018,False,
AS Monaco,Thomas Lemar,22.0,France,Attacking Midfield,AM,15000000.0,Atlético Madrid,Spain,72000000.0,out,summer,Ligue 1,2018,False,
AS Monaco,Fabinho,24.0,Brazil,Defensive Midfield,DM,38000000.0,Liverpool,England,45000000.0,out,summer,Ligue 1,2018,False,
AS Monaco,Terence Kongolo,24.0,Netherlands,Centre-Back,CB,,Huddersfield,England,20000000.0,out,summer,Ligue 1,2018,False,
AS Monaco,Rachid Ghezzal,26.0,Algeria,Right Winger,RW,4000000.0,Leicester,England,14000000.0,out,summer,Ligue 1,2018,False,
AS Monaco,Soualiho Meïté,24.0,France,Central Midfield,CM,3500000.0,Torino,Italy,11500000.0,out,summer,Ligue 1,2018,False,
