club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
ADO Den Haag,Mike Havekotte,22,Netherlands,Goalkeeper,GK,,Excelsior,Netherlands,0.0,in,summer,Eredivisie,2018,False,
ADO Den Haag,Dion Malone,29,Suriname,Centre-Back,CB,,FK Qabala,Azerbaijan,0.0,in,summer,Eredivisie,2018,False,
ADO Den Haag,Tomas Necid,29,Czech Republic,Centre-Forward,CF,,Bursaspor,Turkey,0.0,in,summer,Eredivisie,2018,False,
ADO Den Haag,Björn Johnsen,26,Norway,Centre-Forward,CF,,AZ Alkmaar,Netherlands,2300000.0,out,summer,Eredivisie,2018,False,
ADO Den Haag,Édouard Duplan,35,France,Left Winger,LW,,Sparta R.,Netherlands,0.0,out,summer,Eredivisie,2018,False,
ADO Den Haag,Tyronne Ebuehi,22,Nigeria,Right-Back,RB,2500000.0,Benfica,Portugal,0.0,out,summer,Eredivisie,2018,False,
ADO Den Haag,Tim Coremans,27,Netherlands,Goalkeeper,GK,,Sparta R.,Netherlands,0.0,out,summer,Eredivisie,2018,False,
ADO Den Haag,Thomas Meißner,27,Germany,Centre-Back,CB,,Willem II,Netherlands,,out,summer,Eredivisie,2018,False,
ADO Den Haag,Bas Kuipers,24,Netherlands,Left-Back,LB,,FC Viitorul,Romania,0.0,out,winter,Eredivisie,2018,False,
AZ Alkmaar,Björn Johnsen,26,Norway,Centre-Forward,CF,,ADO Den Haag,Netherlands,2300000.0,in,summer,Eredivisie,2018,False,
AZ Alkmaar,Albert Gudmundsson,21,Iceland,Left Winger,LW,12000000.0,PSV Eindhoven,Netherlands,1800000.0,in,summer,Eredivisie,2018,False,
AZ Alkmaar,Henri Weigelt,20,Germany,Centre-Back,CB,,Arm. Bielefeld,Germany,1200000.0,in,summer,Eredivisie,2018,False,
AZ Alkmaar,Rody de Boer,20,Netherlands,Goalkeeper,GK,,Telstar,Netherlands,,in,summer,Eredivisie,2018,False,
AZ Alkmaar,Leon Bergsma,21,Netherlands,Centre-Back,CB,,Ajax U21,Netherlands,0.0,in,summer,Eredivisie,2018,False,
AZ Alkmaar,Adam Maher,25,Netherlands,Central Midfield,CM,3000000.0,Without Club,,,in,summer,Eredivisie,2018,False,
AZ Alkmaar,Alireza Jahanbakhsh,24,Iran,Right Winger,RW,4000000.0,Brighton,England,22500000.0,out,summer,Eredivisie,2018,False,
