club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
Rubin Kazan,Aleksandr Zuev,24.0,Kazakhstan,Left Winger,LW,,Rostov,Russia,1500000.0,in,summer,Premier Liga,2020,False,,aleksandr zuev
Spartak Moscow,Aleksandr Sobolev,23.0,Russia,Centre-Forward,CF,9000000.0,KS Samara,Russia,4500000.0,in,summer,Premier Liga,2020,False,,aleksandr sobolev
Spartak Moscow,Oston Urunov,19.0,Uzbekistan,Attacking Midfield,AM,,Ufa,Russia,1000000.0,in,summer,Premier Liga,2020,False,,oston urunov
Spartak Moscow,Quincy Promes,29.0,Netherlands,Left Winger,LW,6000000.0,Ajax,Netherlands,8500000.0,in,winter,Premier Liga,2020,False,,quincy promes
Zenit St. Petersburg,Wendel,23.0,Brazil,Central Midfield,CM,24000000.0,Sporting CP,Portugal,20300000.0,in,summer,Premier Liga,2020,False,,wendel
Zenit St. Petersburg,Dejan Lovren,31.0,Croatia,Centre-Back,CB,2500000.0,Liverpool,England,12000000.0,in,summer,Premier Liga,2020,False,,dejan lovren
Celtic FC,Albian Ajeti,23.0,Switzerland,Centre-Forward,CF,1500000.0,West Ham,England,5500000.0,in,summer,Scottish Premiership,2020,False,,albian ajeti
Celtic FC,Vasilios Barkas,26.0,Greece,Goalkeeper,GK,2000000.0,AEK Athens,Greece,5000000.0,in,summer,Scottish Premiership,2020,False,,vasilios barkas
Celtic FC,David Turnbull,21.0,Scotland,Central Midfield,CM,3500000.0,Motherwell FC,Scotland,3000000.0,in,summer,Scottish Premiership,2020,False,,david turnbull
Rangers FC,Kemar Roofe,27.0,Jamaica,Centre-Forward,CF,2800000.0,RSC Anderlecht,Belgium,5000000.0,in,summer,Scottish Premiership,2020,False,,kemar roofe
Rangers FC,Ianis Hagi,21.0,Romania,Attacking Midfield,AM,4000000.0,KRC Genk,Belgium,3500000.0,in,summer,Scottish Premiership,2020,False,,ianis hagi
Rangers FC,Cedric Itten,23.0,Switzerland,Centre-Forward,CF,4500000.0,FC St. Gallen,Switzerland,3000000.0,in,summer,Scottish Premiership,2020,False,,cedric itten
AC Milan,Alexis Saelemaekers,21.0,Belgium,Right Winger,RW,10000000.0,RSC Anderlecht,Belgium,7650000.0,in,summer,Serie A,2020,False,,alexis saelemaekers
AC Milan,Ante Rebic,26.0,Croatia,Left Winger,LW,5000000.0,E. Frankfurt,Germany,6700000.0,in,summer,Serie A,2020,False,,ante rebic
AC Milan,Jens Petter Hauge,20.0,Norway,Left Winger,LW,2500000.0,Bodø/Glimt,Norway,4800000.0,in,summer,Serie A,2020,False,,jens petter hauge
AC Milan,Simon Kjaer,31.0,Denmark,Centre-Back,CB,3500000.0,Sevilla FC,Spain,3680000.0,in,summer,Serie A,2020,False,,simon kjaer
AC Milan,Pierre Kalulu,20.0,France,Centre-Back,CB,25000000.0,Olymp. Lyon B,France,1290000.0,in,summer,Serie A,2020,False,,pierre kalulu
AC Milan,Ciprian Tătărușanu,34.0,Romania,Goalkeeper,GK,,Olympique Lyon,France,1000000.0,in,summer,Serie A,2020,False,,ciprian tatarusanu
ACF Fiorentina,Christian Kouamé,22.0,Cote d'Ivoire,Left Winger,LW,12000000.0,Genoa,Italy,15500000.0,in,summer,Serie A,2020,False,,christian kouame
ACF Fiorentina,Alfred Duncan,27.0,Ghana,Central Midfield,CM,4000000.0,Sassuolo,Italy,15000000.0,in,summer,Serie A,2020,False,,alfred duncan
ACF Fiorentina,Lucas Martínez Quarta,24.0,Argentina,Centre-Back,CB,10000000.0,River Plate,Argentina,13000000.0,in,summer,Serie A,2020,False,,lucas martinez quarta
ACF Fiorentina,Pol Lirola,23.0,Spain,Right-Back,RB,2000000.0,Sassuolo,Italy,11000000.0,in,summer,Serie A,2020,False,,pol lirola
ACF Fiorentina,Aleksandr Kokorin,29.0,Russia,Second Striker,SS,1000000.0,Spartak Moscow,Russia,4500000.0,in,winter,Serie A,2020,False,,aleksandr kokorin
AS Roma,Gianluca Mancini,24.0,Italy,Centre-Back,CB,18000000.0,Atalanta BC,Italy,21000000.0,in,summer,Serie A,2020,False,,gianluca mancini
AS Roma,Jordan Veretout,27.0,France,Central Midfield,CM,16000000.0,Fiorentina,Italy,17500000.0,in,summer,Serie A,2020,False,,jordan veretout
AS Roma,Chris Smalling,30.0,England,Centre-Back,CB,8000000.0,Man Utd,England,15000000.0,in,summer,Serie A,2020,False,,chris smalling
AS Roma,Carles Pérez,22.0,Spain,Right Winger,RW,5000000.0,Barcelona,Spain,13000000.0,in,summer,Serie A,2020,False,,carles perez
Atalanta BC,Mario Pasalic,25.0,Croatia,Attacking Midfield,AM,17000000.0,Chelsea,England,14500000.0,in,summer,Serie A,2020,False,,mario pasalic
Atalanta BC,Aleksey Miranchuk,24.0,Russia,Attacking Midfield,AM,9000000.0,Loko Moscow,Russia,14500000.0,in,summer,Serie A,2020,False,,aleksey miranchuk
Atalanta BC,Sam Lammers,23.0,Netherlands,Centre-Forward,CF,2500000.0,PSV Eindhoven,Netherlands,8000000.0,in,summer,Serie A,2020,False,,sam lammers
Atalanta BC,Simone Muratore,22.0,Italy,Central Midfield,CM,,Juventus,Italy,7000000.0,in,summer,Serie A,2020,False,,simone muratore
Atalanta BC,Joakim Maehle,23.0,Denmark,Right-Back,RB,14000000.0,KRC Genk,Belgium,13700000.0,in,winter,Serie A,2020,False,,joakim maehle
Benevento Calcio,Gianluca Lapadula,30.0,Peru,Centre-Forward,CF,2700000.0,Genoa,Italy,4000000.0,in,summer,Serie A,2020,False,,gianluca lapadula
Benevento Calcio,Kamil Glik,32.0,Poland,Centre-Back,CB,,Monaco,France,3000000.0,in,summer,Serie A,2020,False,,kamil glik
Benevento Calcio,Artur Ionita,30.0,Moldova,Central Midfield,CM,,Cagliari Calcio,Italy,1500000.0,in,summer,Serie A,2020,False,,artur ionita
Bologna FC 1909,Aaron Hickey,18.0,Scotland,Right-Back,RB,30000000.0,Heart of Midl.,Scotland,1700000.0,in,summer,Serie A,2020,False,,aaron hickey
Cagliari Calcio,Marko Rog,25.0,Croatia,Central Midfield,CM,1700000.0,SSC Napoli,Italy,15000000.0,in,summer,Serie A,2020,False,,marko rog
Cagliari Calcio,Giovanni Simeone,25.0,Argentina,Centre-Forward,CF,15000000.0,Fiorentina,Italy,13000000.0,in,summer,Serie A,2020,False,,giovanni simeone
Cagliari Calcio,Alessandro Tripaldelli,21.0,Italy,Left-Back,LB,,Sassuolo,Italy,3000000.0,in,summer,Serie A,2020,False,,alessandro tripaldelli
Cagliari Calcio,Matteo Tramoni,20.0,France,Left Winger,LW,1300000.0,AC Ajaccio,France,1380000.0,in,summer,Serie A,2020,False,,matteo tramoni
FC Crotone,Luis Rojas,18.0,Chile,Attacking Midfield,AM,,U. de Chile,Chile,1590000.0,in,summer,Serie A,2020,False,,luis rojas
FC Crotone,Jacopo Petriccione,25.0,Italy,Defensive Midfield,DM,,Lecce,Italy,1500000.0,in,summer,Serie A,2020,False,,jacopo petriccione
FC Crotone,Luca Marrone,30.0,Italy,Centre-Back,CB,,Hellas Verona,Italy,1000000.0,in,summer,Serie A,2020,False,,luca marrone
Genoa CFC,Andrea Pinamonti,21.0,Italy,Centre-Forward,CF,15000000.0,Inter,Italy,19500000.0,in,summer,Serie A,2020,False,,andrea pinamonti
Genoa CFC,Eldor Shomurodov,25.0,Uzbekistan,Centre-Forward,CF,6000000.0,Rostov,Russia,9500000.0,in,summer,Serie A,2020,False,,eldor shomurodov
Genoa CFC,Francesco Cassata,23.0,Italy,Central Midfield,CM,,Sassuolo,Italy,7000000.0,in,summer,Serie A,2020,False,,francesco cassata
Genoa CFC,Mattia Bani,26.0,Italy,Centre-Back,CB,2000000.0,Bologna,Italy,5000000.0,in,summer,Serie A,2020,False,,mattia bani
Genoa CFC,Milan Badelj,31.0,Croatia,Defensive Midfield,DM,,Lazio,Italy,1950000.0,in,summer,Serie A,2020,False,,milan badelj
Genoa CFC,Gabriel Charpentier,21.0,Congo,Centre-Forward,CF,1600000.0,Spartaks,Latvia,1500000.0,in,summer,Serie A,2020,False,,gabriel charpentier
Genoa CFC,Manolo Portanova,20.0,Italy,Central Midfield,CM,,Juventus,Italy,12000000.0,in,winter,Serie A,2020,False,,manolo portanova
Genoa CFC,Elia Petrelli,19.0,Italy,Centre-Forward,CF,,Juventus U23,Italy,8000000.0,in,winter,Serie A,2020,False,,elia petrelli
Hellas Verona,Adrien Tamèze,26.0,Cameroon,Defensive Midfield,DM,6000000.0,OGC Nice,France,3900000.0,in,summer,Serie A,2020,False,,adrien tameze
Hellas Verona,Koray Günter,26.0,Germany,Centre-Back,CB,2500000.0,Genoa,Italy,2400000.0,in,summer,Serie A,2020,False,,koray gunter
Hellas Verona,Kevin Rüegg,22.0,Switzerland,Right-Back,RB,,FC Zürich,Switzerland,2000000.0,in,summer,Serie A,2020,False,,kevin ruegg
Hellas Verona,Bruno Amione,18.0,Argentina,Centre-Back,CB,2700000.0,Belgrano,Argentina,1950000.0,in,summer,Serie A,2020,False,,bruno amione
Hellas Verona,Ivor Pandur,20.0,Croatia,Goalkeeper,GK,2000000.0,HNK Rijeka,Croatia,1900000.0,in,summer,Serie A,2020,False,,ivor pandur
Hellas Verona,Nikola Kalinic,32.0,Croatia,Centre-Forward,CF,,Atlético Madrid,Spain,1800000.0,in,summer,Serie A,2020,False,,nikola kalinic
Inter Milan,Achraf Hakimi,21.0,Morocco,Right-Back,RB,65000000.0,Real Madrid,Spain,43000000.0,in,summer,Serie A,2020,False,,achraf hakimi
Inter Milan,Nicolò Barella,23.0,Italy,Central Midfield,CM,75000000.0,Cagliari Calcio,Italy,32500000.0,in,summer,Serie A,2020,False,,nicolo barella
Inter Milan,Stefano Sensi,25.0,Italy,Central Midfield,CM,8000000.0,Sassuolo,Italy,25000000.0,in,summer,Serie A,2020,False,,stefano sensi
Inter Milan,Andrea Pinamonti,21.0,Italy,Centre-Forward,CF,15000000.0,Genoa,Italy,21000000.0,in,summer,Serie A,2020,False,,andrea pinamonti
Inter Milan,Darian Males,19.0,Switzerland,Right Midfield,RM,4200000.0,FC Luzern,Switzerland,2500000.0,in,summer,Serie A,2020,False,,darian males
Inter Milan,Aleksandar Kolarov,34.0,Serbia,Left-Back,LB,,AS Roma,Italy,1500000.0,in,summer,Serie A,2020,False,,aleksandar kolarov
Inter Milan,Arturo Vidal,33.0,Chile,Central Midfield,CM,,Barcelona,Spain,1000000.0,in,summer,Serie A,2020,False,,arturo vidal
Juventus FC,Arthur Melo,24.0,Brazil,Central Midfield,CM,15000000.0,Barcelona,Spain,80600000.0,in,summer,Serie A,2020,False,,arthur melo
Juventus FC,Rolando Mandragora,23.0,Italy,Defensive Midfield,DM,10000000.0,Udinese Calcio,Italy,15000000.0,in,summer,Serie A,2020,False,,rolando mandragora
Juventus FC,Stefano Gori,24.0,Italy,Goalkeeper,GK,,AC Pisa,Italy,3000000.0,in,summer,Serie A,2020,False,,stefano gori
Juventus FC,Nicolò Rovella,19.0,Italy,Defensive Midfield,DM,18000000.0,Genoa,Italy,26000000.0,in,winter,Serie A,2020,False,,nicolo rovella
Parma Calcio 1913,Roberto Inglese,28.0,Italy,Centre-Forward,CF,,SSC Napoli,Italy,21800000.0,in,summer,Serie A,2020,False,,roberto inglese
Parma Calcio 1913,Valentin Mihăilă,20.0,Romania,Left Winger,LW,2400000.0,CS U Craiova,Romania,9100000.0,in,summer,Serie A,2020,False,,valentin mihaila
Parma Calcio 1913,Alberto Grassi,25.0,Italy,Defensive Midfield,DM,2000000.0,SSC Napoli,Italy,8450000.0,in,summer,Serie A,2020,False,,alberto grassi
Parma Calcio 1913,Yann Karamoh,22.0,Cote d'Ivoire,Left Winger,LW,3500000.0,Inter,Italy,8000000.0,in,summer,Serie A,2020,False,,yann karamoh
Parma Calcio 1913,Maxime Busi,20.0,Belgium,Right-Back,RB,2500000.0,RSC Charleroi,Belgium,6900000.0,in,summer,Serie A,2020,False,,maxime busi
Parma Calcio 1913,Hernani,26.0,Brazil,Central Midfield,CM,2000000.0,Zenit S-Pb,Russia,6470000.0,in,summer,Serie A,2020,False,,hernani
Parma Calcio 1913,Simon Sohm,19.0,Switzerland,Central Midfield,CM,2500000.0,FC Zürich,Switzerland,6400000.0,in,summer,Serie A,2020,False,,simon sohm
Parma Calcio 1913,Giuseppe Pezzella,22.0,Italy,Left-Back,LB,2500000.0,Udinese Calcio,Italy,5750000.0,in,summer,Serie A,2020,False,,giuseppe pezzella
Parma Calcio 1913,Jasmin Kurtic,31.0,Slovenia,Central Midfield,CM,,SPAL,Italy,4900000.0,in,summer,Serie A,2020,False,,jasmin kurtic
Parma Calcio 1913,Luigi Sepe,29.0,Italy,Goalkeeper,GK,1000000.0,SSC Napoli,Italy,4580000.0,in,summer,Serie A,2020,False,,luigi sepe
Parma Calcio 1913,Yordan Osorio,26.0,Venezuela,Centre-Back,CB,2000000.0,FC Porto,Portugal,4100000.0,in,summer,Serie A,2020,False,,yordan osorio
Parma Calcio 1913,Dennis Man,22.0,Romania,Right Winger,RW,3500000.0,FCSB,Romania,13000000.0,in,winter,Serie A,2020,False,,dennis man
SS Lazio,Vedat Muriqi,26.0,Kosovo,Centre-Forward,CF,15000000.0,Fenerbahce,Turkey,21000000.0,in,summer,Serie A,2020,False,,vedat muriqi
SS Lazio,Jean-Daniel Akpa Akpro,27.0,Cote d'Ivoire,Central Midfield,CM,1500000.0,Salernitana,Italy,12700000.0,in,summer,Serie A,2020,False,,jean-daniel akpa akpro
SS Lazio,Mohamed Salim Fares,24.0,Algeria,Left-Back,LB,1300000.0,SPAL,Italy,8000000.0,in,summer,Serie A,2020,False,,mohamed salim fares
SSC Napoli,Victor Osimhen,21.0,Nigeria,Centre-Forward,CF,120000000.0,LOSC Lille,France,75000000.0,in,summer,Serie A,2020,False,,victor osimhen
Spezia Calcio,Ardian Ismajli,23.0,Albania,Centre-Back,CB,3500000.0,Hajduk Split,Croatia,2200000.0,in,summer,Serie A,2020,False,,ardian ismajli
Spezia Calcio,Jeroen Zoet,29.0,Netherlands,Goalkeeper,GK,,PSV Eindhoven,Netherlands,1500000.0,in,summer,Serie A,2020,False,,jeroen zoet
Torino FC,Simone Verdi,28.0,Italy,Attacking Midfield,AM,2700000.0,SSC Napoli,Italy,22000000.0,in,summer,Serie A,2020,False,,simone verdi
Torino FC,Karol Linetty,25.0,Poland,Central Midfield,CM,3500000.0,Sampdoria,Italy,7500000.0,in,summer,Serie A,2020,False,,karol linetty
Torino FC,Mërgim Vojvoda,25.0,Kosovo,Left Midfield,LM,4000000.0,Standard Liège,Belgium,5200000.0,in,summer,Serie A,2020,False,,mergim vojvoda
Torino FC,Ricardo Rodríguez,28.0,Switzerland,Centre-Back,CB,3500000.0,AC Milan,Italy,1950000.0,in,summer,Serie A,2020,False,,ricardo rodriguez
Torino FC,Antonio Sanabria,24.0,Paraguay,Centre-Forward,CF,10000000.0,Real Betis,Spain,6500000.0,in,winter,Serie A,2020,False,,antonio sanabria
UC Sampdoria,Mikkel Damsgaard,20.0,Denmark,Left Winger,LW,13000000.0,Nordsjaelland,Denmark,6750000.0,in,summer,Serie A,2020,False,,mikkel damsgaard
UC Sampdoria,Kristoffer Askildsen,19.0,Norway,Central Midfield,CM,1400000.0,Stabæk,Norway,2500000.0,in,summer,Serie A,2020,False,,kristoffer askildsen
UC Sampdoria,Lorenzo Tonelli,30.0,Italy,Centre-Back,CB,,SSC Napoli,Italy,2000000.0,in,summer,Serie A,2020,False,,lorenzo tonelli
UC Sampdoria,Tommaso Augello,26.0,Italy,Left-Back,LB,2000000.0,Spezia Calcio,Italy,1500000.0,in,summer,Serie A,2020,False,,tommaso augello
UC Sampdoria,Erik Gerbi,20.0,Italy,Centre-Forward,CF,,Juventus U23,Italy,1300000.0,in,summer,Serie A,2020,False,,erik gerbi
UC Sampdoria,Matteo Stoppa,19.0,Italy,Centre-Forward,CF,,Juventus,Italy,1000000.0,in,summer,Serie A,2020,False,,matteo stoppa
US Sassuolo,Grégoire Defrel,29.0,France,Centre-Forward,CF,1500000.0,AS Roma,Italy,11000000.0,in,summer,Serie A,2020,False,,gregoire defrel
US Sassuolo,Vlad Chiricheș,30.0,Romania,Centre-Back,CB,,SSC Napoli,Italy,9500000.0,in,summer,Serie A,2020,False,,vlad chiriches
US Sassuolo,Filippo Romagna,23.0,Italy,Centre-Back,CB,,Cagliari Calcio,Italy,4000000.0,in,summer,Serie A,2020,False,,filippo romagna
US Sassuolo,Kaan Ayhan,25.0,Turkey,Centre-Back,CB,3700000.0,F. Düsseldorf,Germany,2660000.0,in,summer,Serie A,2020,False,,kaan ayhan
US Sassuolo,Lukas Haraslin,24.0,Slovakia,Left Winger,LW,3000000.0,Lechia Gdansk,Poland,1700000.0,in,summer,Serie A,2020,False,,lukas haraslin
Udinese Calcio,Jean-Victor Makengo,22.0,France,Central Midfield,CM,10000000.0,OGC Nice,France,3500000.0,in,summer,Serie A,2020,False,,jean-victor makengo
Udinese Calcio,Gerard Deulofeu,26.0,Spain,Centre-Forward,CF,10000000.0,Watford,England,17000000.0,in,winter,Serie A,2020,False,,gerard deulofeu
Udinese Calcio,Fernando Llorente,35.0,Spain,Centre-Forward,CF,,SSC Napoli,Italy,500.0,in,winter,Serie A,2020,False,,fernando llorente
AEK Athens,Levi García,22.0,Trinidad and Tobago,Centre-Forward,CF,12000000.0,B. Jerusalem,Israel,2200000.0,in,summer,Super League 1,2020,False,,levi garcia
AEK Athens,Damian Szymanski,25.0,Poland,Defensive Midfield,DM,2500000.0,Akhmat Grozny,Russia,1300000.0,in,summer,Super League 1,2020,False,,damian szymanski
AEK Athens,Oleg Danchenko,26.0,Ukraine,Right-Back,RB,1000000.0,Rubin Kazan,Russia,1000000.0,in,winter,Super League 1,2020,False,,oleg danchenko
Aris Thessaloniki,Mateo García,24.0,Argentina,Right Winger,RW,1800000.0,Red Star,Serbia,1300000.0,in,summer,Super League 1,2020,False,,mateo garcia
Olympiacos Piraeus,Pêpê,23.0,Portugal,Central Midfield,CM,3000000.0,Vit. Guimarães,Portugal,3000000.0,in,summer,Super League 1,2020,False,,pepe
Olympiacos Piraeus,Ahmed Hassan,27.0,Egypt,Centre-Forward,CF,2000000.0,SC Braga,Portugal,2000000.0,in,summer,Super League 1,2020,False,,ahmed hassan
Olympiacos Piraeus,Mohamed Dräger,24.0,Tunisia,Right-Back,RB,,SC Freiburg,Germany,1000000.0,in,summer,Super League 1,2020,False,,mohamed drager
Olympiacos Piraeus,Oleg Reabciuk,22.0,Moldova,Left-Back,LB,5000000.0,Paços Ferreira,Portugal,2000000.0,in,winter,Super League 1,2020,False,,oleg reabciuk
PAOK Thessaloniki,Antonio Colak,27.0,Croatia,Centre-Forward,CF,4000000.0,HNK Rijeka,Croatia,3000000.0,in,summer,Super League 1,2020,False,,antonio colak
PAOK Thessaloniki,Thomas Murg,25.0,Austria,Right Winger,RW,1000000.0,Rapid Vienna,Austria,2000000.0,in,summer,Super League 1,2020,False,,thomas murg
BSC Young Boys,Silvan Hefti,22.0,Switzerland,Right-Back,RB,3400000.0,FC St. Gallen,Switzerland,1250000.0,in,summer,Super League,2020,False,,silvan hefti
BSC Young Boys,Jordan Lefort,27.0,France,Centre-Back,CB,,Amiens SC,France,1000000.0,in,summer,Super League,2020,False,,jordan lefort
FC Basel 1893,Arthur Cabral,22.0,Brazil,Centre-Forward,CF,20000000.0,Palmeiras,Brazil,6000000.0,in,summer,Super League,2020,False,,arthur cabral
FC Basel 1893,Kaly Sène,19.0,Senegal,Centre-Forward,CF,1000000.0,Juventus U19,Italy,4000000.0,in,summer,Super League,2020,False,,kaly sene
FC Basel 1893,Edon Zhegrova,21.0,Kosovo,Right Winger,RW,8000000.0,KRC Genk,Belgium,3000000.0,in,summer,Super League,2020,False,,edon zhegrova
FC Basel 1893,Matías Palacios,18.0,Argentina,Attacking Midfield,AM,,San Lorenzo,Argentina,5230000.0,in,winter,Super League,2020,False,,matias palacios
FC Lugano,Kévin Monzialo,20.0,Congo,Left Winger,LW,,Juventus U23,Italy,2500000.0,in,winter,Super League,2020,False,,kevin monzialo
Basaksehir FK,Berkay Özcan,22.0,Turkey,Central Midfield,CM,4200000.0,Hamburger SV,Germany,2500000.0,in,summer,Super Lig,2020,False,,berkay ozcan
Basaksehir FK,Ravil Tagir,17.0,Turkey,Centre-Back,CB,2500000.0,Altinordu,Turkey,2500000.0,in,summer,Super Lig,2020,False,,ravil tagir
Basaksehir FK,Okechukwu Azubuike,23.0,Nigeria,Defensive Midfield,DM,,Pyramids FC,Egypt,1500000.0,in,summer,Super Lig,2020,False,,okechukwu azubuike
Basaksehir FK,Youssouf Ndayishimiye,22.0,Burundi,Defensive Midfield,DM,15000000.0,Y. Malatyaspor,Turkey,2150000.0,in,winter,Super Lig,2020,False,,youssouf ndayishimiye
Basaksehir FK,Ömer Ali Şahiner,29.0,Turkey,Right-Back,RB,,Konyaspor,Turkey,1000000.0,in,winter,Super Lig,2020,False,,omer ali sahiner
Caykur Rizespor,Emir Dilaver,29.0,Austria,Centre-Back,CB,,Dinamo Zagreb,Croatia,1000000.0,in,summer,Super Lig,2020,False,,emir dilaver
Fenerbahce,Marcel Tisserand,27.0,DR Congo,Centre-Back,CB,2800000.0,VfL Wolfsburg,Germany,4000000.0,in,summer,Super Lig,2020,False,,marcel tisserand
Fenerbahce,Dimitrios Pelkas,26.0,Greece,Attacking Midfield,AM,2700000.0,PAOK Salonika,Greece,2200000.0,in,summer,Super Lig,2020,False,,dimitrios pelkas
Fenerbahce,Nazım Sangaré,26.0,Turkey,Right-Back,RB,,Antalyaspor,Turkey,1750000.0,in,summer,Super Lig,2020,False,,nazim sangare
Fenerbahce,Mauricio Lemos,24.0,Uruguay,Centre-Back,CB,1500000.0,UD Las Palmas,Spain,1500000.0,in,summer,Super Lig,2020,False,,mauricio lemos
Fenerbahce,Kemal Ademi,24.0,Switzerland,Centre-Forward,CF,,FC Basel,Switzerland,1390000.0,in,summer,Super Lig,2020,False,,kemal ademi
Fenerbahce,İrfan Can Kahveci,25.0,Turkey,Right Winger,RW,7500000.0,Basaksehir,Turkey,7000000.0,in,winter,Super Lig,2020,False,,irfan can kahveci
Fenerbahce,Attila Szalai,22.0,Hungary,Centre-Back,CB,14000000.0,Apol. Limassol,Cyprus,3860000.0,in,winter,Super Lig,2020,False,,attila szalai
Galatasaray,Oğulcan Çağlayan,24.0,Turkey,Centre-Forward,CF,,C. Rizespor,Turkey,1150000.0,in,summer,Super Lig,2020,False,,ogulcan caglayan
Kayserispor,Denis Alibec,29.0,Romania,Centre-Forward,CF,,Astra Giurgiu,Romania,1000000.0,in,summer,Super Lig,2020,False,,denis alibec
Trabzonspor,Vitor Hugo,29.0,Brazil,Centre-Back,CB,3500000.0,Palmeiras,Brazil,3200000.0,in,summer,Super Lig,2020,False,,vitor hugo
Trabzonspor,Fousseni Diabaté,24.0,Mali,Right Winger,RW,3600000.0,Leicester,England,1570000.0,in,summer,Super Lig,2020,False,,fousseni diabate
Trabzonspor,Flávio,24.0,Brazil,Central Midfield,CM,1600000.0,EC Bahia,Brazil,1200000.0,in,summer,Super Lig,2020,False,,flavio
Trabzonspor,Anastasios Bakasetas,27.0,Greece,Attacking Midfield,AM,10000000.0,Alanyaspor,Turkey,3000000.0,in,winter,Super Lig,2020,False,,anastasios bakasetas
Trabzonspor,Berat Özdemir,22.0,Turkey,Defensive Midfield,DM,4200000.0,Genclerbirligi,Turkey,2500000.0,in,winter,Super Lig,2020,False,,berat ozdemir
Red Star Belgrade,Filippo Falco,28.0,Italy,Right Winger,RW,,Lecce,Italy,1200000.0,in,winter,Super Liga Srbije,2020,False,,filippo falco
Aarhus GF,Patrick Olsen,26.0,Denmark,Central Midfield,CM,,Aalborg BK,Denmark,1000000.0,in,summer,Superliga,2020,False,,patrick olsen
FC Copenhagen,Marios Ikonomou,27.0,Greece,Centre-Back,CB,,AEK Athens,Greece,1000000.0,in,summer,Superliga,2020,False,,marios ikonomou
FC Midtjylland,Pione Sisto,25.0,Denmark,Left Winger,LW,2000000.0,Celta de Vigo,Spain,2500000.0,in,summer,Superliga,2020,False,,pione sisto
FC Midtjylland,Luca Pfeiffer,24.0,Germany,Centre-Forward,CF,1700000.0,Würzb. Kickers,Germany,1500000.0,in,summer,Superliga,2020,False,,luca pfeiffer
GNK Dinamo Zagreb,Rasmus Lauritsen,24.0,Denmark,Centre-Back,CB,3000000.0,Norrköping,Sweden,1850000.0,in,summer,Supersport Hnl,2020,False,,rasmus lauritsen
GNK Dinamo Zagreb,Kristijan Jakic,23.0,Croatia,Defensive Midfield,DM,7000000.0,NK Lokomotiva,Croatia,1200000.0,in,summer,Supersport Hnl,2020,False,,kristijan jakic
GNK Dinamo Zagreb,Ivan Nevistic,22.0,Croatia,Goalkeeper,GK,1000000.0,HNK Rijeka,Croatia,3000000.0,in,winter,Supersport Hnl,2020,False,,ivan nevistic
GNK Dinamo Zagreb,Marko Bulat,19.0,Croatia,Defensive Midfield,DM,2500000.0,HNK Sibenik,Croatia,2200000.0,in,winter,Supersport Hnl,2020,False,,marko bulat
GNK Dinamo Zagreb,Marijan Cabraja,23.0,Croatia,Left-Back,LB,,HNK Gorica,Croatia,1600000.0,in,winter,Supersport Hnl,2020,False,,marijan cabraja
GNK Dinamo Zagreb,Dario Spikic,21.0,Croatia,Left Winger,LW,3500000.0,HNK Gorica,Croatia,1200000.0,in,winter,Supersport Hnl,2020,False,,dario spikic
GNK Dinamo Zagreb,Daniel Stefulj,21.0,Croatia,Left-Back,LB,,HNK Rijeka,Croatia,1000000.0,in,winter,Supersport Hnl,2020,False,,daniel stefulj
GNK Dinamo Zagreb,Stefan Ristovski,28.0,North Macedonia,Right-Back,RB,2000000.0,Sporting CP,Portugal,1000000.0,in,winter,Supersport Hnl,2020,False,,stefan ristovski
NK Osijek,Igor Silva,23.0,Brazil,Right-Back,RB,1500000.0,Olympiacos,Greece,1100000.0,in,summer,Supersport Hnl,2020,False,,igor silva
