club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
AFC Bournemouth,Marcos Senesi,25,Argentina,Centre-Back,CB,22000000.0,Feyenoord,Netherlands,15000000.0,in,summer,Premier League,2022,False,
AFC Bournemouth,Marcus Tavernier,23,England,Left Midfield,LM,17000000.0,Middlesbrough,England,11900000.0,in,summer,Premier League,2022,False,
AFC Bournemouth,Joe Rothwell,27,England,Central Midfield,CM,4000000.0,Blackburn,England,0.0,in,summer,Premier League,2022,False,
AFC Bournemouth,Ryan Fredericks,29,England,Right-Back,RB,1500000.0,West Ham,England,0.0,in,summer,Premier League,2022,False,
AFC Bournemouth,Neto,33,Brazil,Goalkeeper,GK,2500000.0,Barcelona,Spain,0.0,in,summer,Premier League,2022,False,
AFC Bournemouth,Robbie Brady,30,Ireland,Left Midfield,LM,,Preston,England,0.0,out,summer,Premier League,2022,False,
AFC Bournemouth,Zeno Ibsen Rossi,21,England,Centre-Back,CB,,Cambridge Utd.,England,,out,summer,Premier League,2022,False,
AFC Bournemouth,Gary Cahill,36,England,Centre-Back,CB,,Without Club,,,out,summer,Premier League,2022,False,
AFC Bournemouth,Ilya Zabarnyi,20,Ukraine,Centre-Back,CB,20000000.0,Dynamo Kyiv,Ukraine,22700000.0,in,winter,Premier League,2022,False,
AFC Bournemouth,Dango Ouattara,20,Burkina Faso,Right Winger,RW,25000000.0,FC Lorient,France,22500000.0,in,winter,Premier League,2022,False,
AFC Bournemouth,Antoine Semenyo,23,Ghana,Centre-Forward,CF,9000000.0,Bristol City,England,10250000.0,in,winter,Premier League,2022,False,
AFC Bournemouth,Darren Randolph,35,Ireland,Goalkeeper,GK,,West Ham,England,0.0,in,winter,Premier League,2022,False,
Arsenal FC,Gabriel Jesus,25,Brazil,Centre-Forward,CF,75000000.0,Man City,England,52200000.0,in,summer,Premier League,2022,False,
Arsenal FC,Fábio Vieira,22,Portugal,Attacking Midfield,AM,25000000.0,FC Porto,Portugal,35000000.0,in,summer,Premier League,2022,False,
Arsenal FC,Oleksandr Zinchenko,25,Ukraine,Left-Back,LB,42000000.0,Man City,England,35000000.0,in,summer,Premier League,2022,False,
Arsenal FC,Matt Turner,28,United States,Goalkeeper,GK,10000000.0,New England,United States,5900000.0,in,summer,Premier League,2022,False,
Arsenal FC,Marquinhos,19,Brazil,Right Winger,RW,10000000.0,São Paulo,Brazil,3500000.0,in,summer,Premier League,2022,False,
Arsenal FC,Mattéo Guendouzi,23,France,Central Midfield,CM,20000000.0,Marseille,France,11000000.0,out,summer,Premier League,2022,False,
Arsenal FC,Lucas Torreira,26,Uruguay,Defensive Midfield,DM,15000000.0,Galatasaray,Turkey,6000000.0,out,summer,Premier League,2022,False,
Arsenal FC,Bernd Leno,30,Germany,Goalkeeper,GK,12000000.0,Fulham,England,3600000.0,out,summer,Premier League,2022,False,
Arsenal FC,Konstantinos Mavropanos,24,Greece,Centre-Back,CB,15000000.0,VfB Stuttgart,Germany,3200000.0,out,summer,Premier League,2022,False,
Arsenal FC,Alexandre Lacazette,31,France,Centre-Forward,CF,12000000.0,Olympique Lyon,France,0.0,out,summer,Premier League,2022,False,
Arsenal FC,Héctor Bellerín,27,Spain,Right-Back,RB,8000000.0,Barcelona,Spain,0.0,out,summer,Premier League,2022,False,
Arsenal FC,Jakub Kiwior,22,Poland,Centre-Back,CB,25000000.0,Spezia Calcio,Italy,25000000.0,in,winter,Premier League,2022,False,
Arsenal FC,Leandro Trossard,28,Belgium,Left Winger,LW,35000000.0,Brighton,England,24000000.0,in,winter,Premier League,2022,False,
Arsenal FC,Jorginho,31,Italy,Defensive Midfield,DM,15000000.0,Chelsea,England,11300000.0,in,winter,Premier League,2022,False,
Aston Villa,Diego Carlos,29,Brazil,Centre-Back,CB,18000000.0,Sevilla FC,Spain,31000000.0,in,summer,Premier League,2022,False,
Aston Villa,Philippe Coutinho,30,Brazil,Attacking Midfield,AM,9000000.0,Barcelona,Spain,20000000.0,in,summer,Premier League,2022,False,
Aston Villa,Leander Dendoncker,27,Belgium,Defensive Midfield,DM,15000000.0,Wolves,England,15000000.0,in,summer,Premier League,2022,False,
Aston Villa,Robin Olsen,32,Sweden,Goalkeeper,GK,1500000.0,AS Roma,Italy,3500000.0,in,summer,Premier League,2022,False,
Aston Villa,Boubacar Kamara,22,France,Defensive Midfield,DM,30000000.0,Marseille,France,0.0,in,summer,Premier League,2022,False,
Aston Villa,Carney Chukwuemeka,18,England,Central Midfield,CM,15000000.0,Chelsea,England,18000000.0,out,summer,Premier League,2022,False,
Aston Villa,Matt Targett,26,England,Left-Back,LB,13000000.0,Newcastle,England,17500000.0,out,summer,Premier League,2022,False,
Aston Villa,Mahmoud Trezeguet,27,Egypt,Left Winger,LW,10000000.0,Trabzonspor,Turkey,4000000.0,out,summer,Premier League,2022,False,
Aston Villa,Anwar El Ghazi,27,Netherlands,Right Winger,RW,3000000.0,PSV Eindhoven,Netherlands,2500000.0,out,summer,Premier League,2022,False,
