club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
AC Horsens,Elijah Just,22,New Zealand,Right Winger,RW,,FC Helsingör,Denmark,,in,summer,Superliga,2022,False,
AC Horsens,Simon Makienok,31,Denmark,Centre-Forward,CF,,FC St. Pauli,Germany,0.0,in,summer,Superliga,2022,False,
AC Horsens,Moses Opondo,24,Uganda,Central Midfield,CM,,Odense BK,Denmark,,in,summer,Superliga,2022,False,
AC Horsens,Samson Iyede,24,Nigeria,Centre-Forward,CF,,FC Fredericia,Denmark,,in,summer,Superliga,2022,False,
AC Horsens,Casper Tengstedt,22,Denmark,Centre-Forward,CF,6000000.0,Rosenborg,Norway,1000000.0,out,summer,Superliga,2022,False,
AC Horsens,Tonny Brochmann,33,Denmark,Attacking Midfield,AM,,FC Fredericia,Denmark,0.0,out,summer,Superliga,2022,False,
AC Horsens,Jonas Thorsen,32,Denmark,Right-Back,RB,,Viborg FF,Denmark,0.0,out,summer,Superliga,2022,False,
AC Horsens,Jacob Buus,25,Denmark,Right-Back,RB,,SK Beveren,Belgium,,in,winter,Superliga,2022,False,
AC Horsens,Ágúst Hlynsson,22,Iceland,Attacking Midfield,AM,,Breidablik,Iceland,,out,winter,Superliga,2022,False,
AC Horsens,Lirim Qamili,24,Albania,Right Winger,RW,,Hvidovre,Denmark,,out,winter,Superliga,2022,False,
AC Horsens,Anders Hoff,19,Denmark,Goalkeeper,GK,,TB Tvøroyri,Faroe Islands,,out,winter,Superliga,2022,False,
Aalborg BK,Lars Kramer,22,Netherlands,Centre-Back,CB,,Viborg FF,Denmark,0.0,in,summer,Superliga,2022,False,
Aalborg BK,Andreas Poulsen,22,Denmark,Left-Back,LB,,Bor. M'gladbach,Germany,0.0,in,summer,Superliga,2022,False,
Aalborg BK,Josip Posavec,26,Croatia,Goalkeeper,GK,,Hajduk Split,Croatia,0.0,in,summer,Superliga,2022,False,
Aalborg BK,Allan Sousa,25,Brazil,Right Winger,RW,1500000.0,Vejle BK,Denmark,0.0,in,summer,Superliga,2022,False,
Aalborg BK,Younes Bakiz,23,Denmark,Left Winger,LW,,Viborg FF,Denmark,,in,summer,Superliga,2022,False,
Aalborg BK,Oscar Linnér,25,Sweden,Goalkeeper,GK,,Without Club,,,in,summer,Superliga,2022,False,
