club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Cercle Brugge,Ayase Ueda,23,Japan,Centre-Forward,CF,8000000.0,Kashima Antlers,Japan,1300000.0,in,summer,Jupiler Pro League,2022,False,
Cercle Brugge,Abu Francis,21,Ghana,Central Midfield,CM,1500000.0,Nordsjaelland,Denmark,,in,summer,Jupiler Pro League,2022,False,
Cercle Brugge,Senna Miangue,25,Belgium,Centre-Back,CB,,Cagliari Calcio,Italy,,in,summer,Jupiler Pro League,2022,False,
Cercle Brugge,Emilio Kehrer,20,Germany,Centre-Forward,CF,,SC Freiburg II,Germany,,in,summer,Jupiler Pro League,2022,False,
Cercle Brugge,Louis Torres,21,France,Left-Back,LB,,Monaco U21,Monaco,0.0,in,summer,Jupiler Pro League,2022,False,
Cercle Brugge,Lucas Larade,23,Martinique,Centre-Back,CB,,Monaco U21,Monaco,0.0,in,summer,Jupiler Pro League,2022,False,
Cercle Brugge,Yann Gboho,21,France,Attacking Midfield,AM,1800000.0,Stade Rennais,France,0.0,in,summer,Jupiler Pro League,2022,False,
Cercle Brugge,Vitinho,23,Brazil,Right-Back,RB,4000000.0,Burnley,England,1000000.0,out,summer,Jupiler Pro League,2022,False,
Cercle Brugge,Kylian Hazard,26,Belgium,Left Winger,LW,,RWDM,Belgium,0.0,out,summer,Jupiler Pro League,2022,False,
Cercle Brugge,Andi Koshi,21,Belgium,Central Midfield,CM,,Beerschot V.A.,Belgium,0.0,out,summer,Jupiler Pro League,2022,False,
Cercle Brugge,Alexander Corryn,28,Belgium,Left-Back,LB,,SK Beveren,Belgium,0.0,out,summer,Jupiler Pro League,2022,False,
Cercle Brugge,Alimami Gory,25,France,Left Winger,LW,,Paris FC,France,,out,summer,Jupiler Pro League,2022,False,
Cercle Brugge,Dimitar Velkovski,28,Bulgaria,Left Midfield,LM,,Miedz Legnica,Poland,0.0,out,winter,Jupiler Pro League,2022,False,
Cercle Brugge,Aske Sampers,21,Belgium,Centre-Forward,CF,,KSK Lierse Kem.,Belgium,,out,winter,Jupiler Pro League,2022,False,
Cercle Brugge,Lucas Larade,23,Martinique,Centre-Back,CB,,Jerv,Norway,,out,winter,Jupiler Pro League,2022,False,
Club Brugge KV,Roman Yaremchuk,26,Ukraine,Centre-Forward,CF,4000000.0,Benfica,Portugal,17000000.0,in,summer,Jupiler Pro League,2022,False,
Club Brugge KV,Raphael Onyedika,21,Nigeria,Defensive Midfield,DM,9000000.0,FC Midtjylland,Denmark,9500000.0,in,summer,Jupiler Pro League,2022,False,
Club Brugge KV,Casper Nielsen,28,Denmark,Central Midfield,CM,5000000.0,Union SG,Belgium,7000000.0,in,summer,Jupiler Pro League,2022,False,
Club Brugge KV,Bjorn Meijer,19,Netherlands,Left-Back,LB,10000000.0,FC Groningen,Netherlands,6000000.0,in,summer,Jupiler Pro League,2022,False,
Club Brugge KV,Ferran Jutglà,23,Spain,Centre-Forward,CF,8000000.0,Barça Atlètic,Spain,5000000.0,in,summer,Jupiler Pro League,2022,False,
Club Brugge KV,Joel Ordóñez,18,Ecuador,Centre-Back,CB,1500000.0,Independiente,Ecuador,3900000.0,in,summer,Jupiler Pro League,2022,False,
Club Brugge KV,Dedryck Boyata,31,Belgium,Centre-Back,CB,1000000.0,Hertha BSC,Germany,2000000.0,in,summer,Jupiler Pro League,2022,False,
Club Brugge KV,Cyle Larin,27,Canada,Centre-Forward,CF,5000000.0,Besiktas,Turkey,0.0,in,summer,Jupiler Pro League,2022,False,
Club Brugge KV,Charles De Ketelaere,21,Belgium,Attacking Midfield,AM,25000000.0,AC Milan,Italy,36500000.0,out,summer,Jupiler Pro League,2022,False,
Club Brugge KV,Loïs Openda,22,Belgium,Centre-Forward,CF,45000000.0,Lens,France,15390000.0,out,summer,Jupiler Pro League,2022,False,
Club Brugge KV,Stanley Nsoki,23,France,Centre-Back,CB,3000000.0,TSG Hoffenheim,Germany,12000000.0,out,summer,Jupiler Pro League,2022,False,
Club Brugge KV,Federico Ricca,27,Uruguay,Centre-Back,CB,1500000.0,OH Leuven,Belgium,0.0,out,summer,Jupiler Pro League,2022,False,
Club Brugge KV,Bas Dost,33,Netherlands,Centre-Forward,CF,1300000.0,FC Utrecht,Netherlands,0.0,out,summer,Jupiler Pro League,2022,False,
Club Brugge KV,Matej Mitrovic,28,Croatia,Centre-Back,CB,,HNK Rijeka,Croatia,0.0,out,summer,Jupiler Pro League,2022,False,
