club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
BSC Young Boys,Kasim Adams,22,Ghana,Centre-Back,CB,,RCD Mallorca,Spain,4500000.0,in,summer,Super League,2017,False,
BSC Young Boys,Nicolas Moumi Ngamaleu,23,Cameroon,Left Winger,LW,3500000.0,SCR Altach,Austria,2500000.0,in,summer,Super League,2017,False,
BSC Young Boys,Djibril Sow,20,Switzerland,Central Midfield,CM,22000000.0,Bor. M'gladbach,Germany,2000000.0,in,summer,Super League,2017,False,
BSC Young Boys,Christian Fassnacht,23,Switzerland,Right Midfield,RM,2500000.0,FC Thun,Switzerland,1500000.0,in,summer,Super League,2017,False,
BSC Young Boys,Jean-Pierre Nsame,24,Cameroon,Centre-Forward,CF,3000000.0,Servette FC,Switzerland,,in,summer,Super League,2017,False,
BSC Young Boys,Kevin Mbabu,22,Switzerland,Right-Back,RB,3500000.0,Newcastle,England,,in,summer,Super League,2017,False,
BSC Young Boys,Jordan Lotomba,18,Switzerland,Right-Back,RB,8000000.0,Lausanne-Sport,Switzerland,0.0,in,summer,Super League,2017,False,
BSC Young Boys,Pedro Teixeira,18,Switzerland,Left Midfield,LM,,Neuchâtel Xamax,Switzerland,,in,summer,Super League,2017,False,
BSC Young Boys,Roger Assalé,23,Cote d'Ivoire,Centre-Forward,CF,,TP Mazembe,DR Congo,,in,summer,Super League,2017,False,
BSC Young Boys,Denis Zakaria,20,Switzerland,Defensive Midfield,DM,20000000.0,Bor. M'gladbach,Germany,12000000.0,out,summer,Super League,2017,False,
BSC Young Boys,Yvon Mvogo,23,Switzerland,Goalkeeper,GK,3500000.0,RB Leipzig,Germany,5000000.0,out,summer,Super League,2017,False,
BSC Young Boys,Yoric Ravet,27,France,Right Winger,RW,,SC Freiburg,Germany,3500000.0,out,summer,Super League,2017,False,
BSC Young Boys,Jan Lecjaks,26,Czech Republic,Left-Back,LB,,Dinamo Zagreb,Croatia,,out,summer,Super League,2017,False,
BSC Young Boys,Michael Frey,22,Switzerland,Centre-Forward,CF,1500000.0,FC Zürich,Switzerland,,out,summer,Super League,2017,False,
BSC Young Boys,Milan Gajic,30,Serbia,Central Midfield,CM,,FC Vaduz,Switzerland,0.0,out,summer,Super League,2017,False,
BSC Young Boys,Alexander Gerndt,31,Sweden,Centre-Forward,CF,,FC Lugano,Switzerland,,out,summer,Super League,2017,False,
BSC Young Boys,Alain Rochat,34,Switzerland,Centre-Back,CB,,Lausanne-Sport,Switzerland,,out,summer,Super League,2017,False,
BSC Young Boys,Sven Joss,23,Switzerland,Left-Back,LB,,FC Thun,Switzerland,,out,winter,Super League,2017,False,
FC Basel 1893,Ricky van Wolfswinkel,28,Netherlands,Centre-Forward,CF,,Vitesse,Netherlands,3500000.0,in,summer,Super League,2017,False,
FC Basel 1893,Albian Ajeti,20,Switzerland,Centre-Forward,CF,1500000.0,FC St. Gallen,Switzerland,1390000.0,in,summer,Super League,2017,False,
