club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Club Brugge KV,Marvelous Nakamba,23.0,Zimbabwe,Defensive Midfield,DM,4000000.0,Vitesse,Netherlands,3000000.0,in,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Jordi Vanlerberghe,21.0,Belgium,Centre-Back,CB,1500000.0,KV Mechelen,Belgium,1900000.0,in,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Erhan Masovic,18.0,Serbia,Centre-Back,CB,8000000.0,FK Cukaricki,Serbia,1600000.0,in,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Saulo Decarli,25.0,Switzerland,Centre-Back,CB,,E. Braunschweig,Germany,1500000.0,in,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Emmanuel Dennis,19.0,Nigeria,Left Winger,LW,7000000.0,Zorya Lugansk,Ukraine,1400000.0,in,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Jérémy Perbet,32.0,France,Centre-Forward,CF,,KAA Gent,Belgium,1000000.0,in,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Guillaume Hubert,23.0,Belgium,Goalkeeper,GK,,Standard Liège,Belgium,,in,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Riley McGree,18.0,Australia,Left Winger,LW,4000000.0,Adelaide United,Australia,,in,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Elton Acolatse,21.0,Netherlands,Left Winger,LW,,KVC Westerlo,Belgium,0.0,in,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Germán Mera,27.0,Colombia,Centre-Back,CB,,Deportivo Cali,Colombia,,in,summer,Jupiler Pro League,2017,False,
Club Brugge KV,José Izquierdo,25.0,Colombia,Left Winger,LW,,Brighton,England,14500000.0,out,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Björn Engels,22.0,Belgium,Centre-Back,CB,,Olympiacos,Greece,4500000.0,out,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Claudemir,29.0,Brazil,Defensive Midfield,DM,,Al-Ahli,Saudi Arabia,2700000.0,out,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Carlos Strandberg,21.0,Sweden,Right Winger,RW,2300000.0,Malmö FF,Sweden,1000000.0,out,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Boli Bolingoli,22.0,Belgium,Left-Back,LB,,Rapid Vienna,Austria,,out,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Ricardo van Rhijn,27.0,Netherlands,Right-Back,RB,,AZ Alkmaar,Netherlands,0.0,out,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Valerijs Sabala,22.0,Latvia,Centre-Forward,CF,,Podbeskidzie,Poland,0.0,out,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Dylan Seys,20.0,Belgium,Right Winger,RW,,RKC Waalwijk,Netherlands,0.0,out,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Lex Immers,31.0,Netherlands,Attacking Midfield,AM,,ADO Den Haag,Netherlands,0.0,out,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Jean-Charles Castelletto,22.0,Cameroon,Centre-Back,CB,3500000.0,Stade Brestois,France,,out,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Sébastien Bruzzese,28.0,Belgium,Goalkeeper,GK,,KV Kortrijk,Belgium,,out,summer,Jupiler Pro League,2017,False,
Club Brugge KV,Krépin Diatta,18.0,Senegal,Right Winger,RW,13000000.0,Sarpsborg 08,Norway,2650000.0,in,winter,Jupiler Pro League,2017,False,
Club Brugge KV,Ivan Tomecak,28.0,Croatia,Right-Back,RB,,KV Mechelen,Belgium,1500000.0,in,winter,Jupiler Pro League,2017,False,
Club Brugge KV,Alexander Scholz,25.0,Denmark,Centre-Back,CB,2200000.0,Standard Liège,Belgium,1500000.0,in,winter,Jupiler Pro League,2017,False,
Club Brugge KV,Vladimir Gabulov,34.0,Russia,Goalkeeper,GK,,Arsenal Tula,Russia,,in,winter,Jupiler Pro League,2017,False,
Club Brugge KV,Laurens De Bock,25.0,Belgium,Left-Back,LB,,Leeds,England,1700000.0,out,winter,Jupiler Pro League,2017,False,
Club Brugge KV,Germán Mera,27.0,Colombia,Centre-Back,CB,,KV Mechelen,Belgium,1000000.0,out,winter,Jupiler Pro League,2017,False,
Club Brugge KV,Ludovic Butelle,34.0,France,Goalkeeper,GK,,Angers SCO,France,,out,winter,Jupiler Pro League,2017,False,
Club Brugge KV,Helibelton Palacios,24.0,Colombia,Right-Back,RB,1200000.0,Atl. Nacional,Colombia,,out,winter,Jupiler Pro League,2017,False,
KAA Gent,Franko Andrijasevic,26.0,Croatia,Attacking Midfield,AM,,HNK Rijeka,Croatia,4250000.0,in,summer,Jupiler Pro League,2017,False,
