club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Aberdeen FC,Stevie May,24,Scotland,Centre-Forward,CF,,Preston,England,,in,summer,Scottish Premiership,2017,False,
Aberdeen FC,Kári Árnason,34,Iceland,Centre-Back,CB,,Omonia Nikosia,Cyprus,,in,summer,Scottish Premiership,2017,False,
Aberdeen FC,Nicky Maynard,30,England,Centre-Forward,CF,,MK Dons,England,0.0,in,summer,Scottish Premiership,2017,False,
Aberdeen FC,Greg Tansey,28,England,Central Midfield,CM,,Inverness CT,Scotland,0.0,in,summer,Scottish Premiership,2017,False,
Aberdeen FC,Gary Mackay-Steven,26,Scotland,Left Midfield,LM,,Celtic,Scotland,,in,summer,Scottish Premiership,2017,False,
Aberdeen FC,Jonny Hayes,29,Ireland,Right Midfield,RM,,Celtic,Scotland,1470000.0,out,summer,Scottish Premiership,2017,False,
Aberdeen FC,Jayden Stockley,23,England,Centre-Forward,CF,,Exeter City,England,,out,summer,Scottish Premiership,2017,False,
Aberdeen FC,Kári Árnason,35,Iceland,Centre-Back,CB,,Víkingur,Iceland,0.0,out,summer,Scottish Premiership,2017,False,
Aberdeen FC,Peter Pawlett,26,Scotland,Attacking Midfield,AM,,MK Dons,England,0.0,out,summer,Scottish Premiership,2017,False,
Aberdeen FC,Niall McGinn,29,Northern Ireland,Left Winger,LW,,Gwangju FC,"Korea, South",0.0,out,summer,Scottish Premiership,2017,False,
Aberdeen FC,Aaron Lennox,24,Australia,Goalkeeper,GK,,Raith Rovers,Scotland,0.0,out,summer,Scottish Premiership,2017,False,
Aberdeen FC,Neil Alexander,39,Scotland,Goalkeeper,GK,,Livingston FC,Scotland,0.0,out,summer,Scottish Premiership,2017,False,
Aberdeen FC,Ash Taylor,26,Wales,Centre-Back,CB,,Northampton,England,0.0,out,summer,Scottish Premiership,2017,False,
Aberdeen FC,Cammy Smith,21,Scotland,Second Striker,SS,,St. Mirren,Scotland,0.0,out,summer,Scottish Premiership,2017,False,
Aberdeen FC,Ryan Jack,25,Scotland,Central Midfield,CM,3000000.0,Rangers,Scotland,0.0,out,summer,Scottish Premiership,2017,False,
