club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Akhisarspor,Marvin Emnes,29,Netherlands,Centre-Forward,CF,,Swansea,England,0.0,in,summer,Super Lig,2017,False,
Akhisarspor,Ioan Hora,28,Romania,Centre-Forward,CF,,Konyaspor,Turkey,0.0,in,summer,Super Lig,2017,False,
Akhisarspor,Paulo Henrique,28,Brazil,Centre-Forward,CF,,SH Shenhua,China,0.0,in,summer,Super Lig,2017,False,
Akhisarspor,Miguel Lopes,30,Portugal,Right-Back,RB,,Sporting CP,Portugal,0.0,in,summer,Super Lig,2017,False,
Akhisarspor,Alperen Babacan,19,Turkey,Centre-Back,CB,,Denizlispor,Turkey,0.0,in,summer,Super Lig,2017,False,
Akhisarspor,Eray Ataseven,24,Turkey,Defensive Midfield,DM,,Balikesirspor,Turkey,0.0,in,summer,Super Lig,2017,False,
Akhisarspor,Hélder Barbosa,30,Portugal,Left Winger,LW,,Al-Wasl,United Arab Emirates,,in,summer,Super Lig,2017,False,
Akhisarspor,Serginho,30,Brazil,Defensive Midfield,DM,,Al-Wasl,United Arab Emirates,,in,summer,Super Lig,2017,False,
Akhisarspor,Mervan Çelik,27,Sweden,Left Winger,LW,,Häcken,Sweden,0.0,out,summer,Super Lig,2017,False,
Akhisarspor,Ricardo Vaz Tê,30,Portugal,Right Winger,RW,,HN Jianye,China,0.0,out,summer,Super Lig,2017,False,
Akhisarspor,Tolga Ünlü,27,Turkey,Right-Back,RB,,BB Erzurumspor,Turkey,0.0,out,summer,Super Lig,2017,False,
Akhisarspor,Abdulkadir Özdemir,26,Turkey,Defensive Midfield,DM,,BB Erzurumspor,Turkey,,out,summer,Super Lig,2017,False,
Akhisarspor,Özer Hurmacı,30,Turkey,Attacking Midfield,AM,,Osmanlispor,Turkey,,out,summer,Super Lig,2017,False,
Akhisarspor,Alper Uludağ,26,Turkey,Left-Back,LB,,Genclerbirligi,Turkey,,out,summer,Super Lig,2017,False,
Akhisarspor,Miral Samardzic,30,Slovenia,Centre-Back,CB,,Anzhi,Russia,,out,summer,Super Lig,2017,False,
Akhisarspor,Custódio,34,Portugal,Defensive Midfield,DM,,,,,out,summer,Super Lig,2017,False,
Akhisarspor,Enoch Kofi Adu,27,Ghana,Defensive Midfield,DM,,Without Club,,,out,summer,Super Lig,2017,False,
Akhisarspor,Yevgen Seleznyov,32,Ukraine,Centre-Forward,CF,,Karabükspor,Turkey,0.0,in,winter,Super Lig,2017,False,
Akhisarspor,Bilal Kısa,34,Turkey,Attacking Midfield,AM,,Bursaspor,Turkey,0.0,in,winter,Super Lig,2017,False,
Akhisarspor,Dany Nounkeu,31,Cameroon,Centre-Back,CB,,Karabükspor,Turkey,,in,winter,Super Lig,2017,False,
Akhisarspor,Petar Grbic,29,Montenegro,Left Winger,LW,,B. Podgorica,Montenegro,,out,winter,Super Lig,2017,False,
Akhisarspor,Marvin Emnes,29,Netherlands,Centre-Forward,CF,,Without Club,,,out,winter,Super Lig,2017,False,
Alanyaspor,Junior Fernandes,29,Chile,Left Winger,LW,,Dinamo Zagreb,Croatia,2000000.0,in,summer,Super Lig,2017,False,
Alanyaspor,Chisamba Lungu,26,Zambia,Left Winger,LW,,Ural,Russia,1000000.0,in,summer,Super Lig,2017,False,
Alanyaspor,Rémy Riou,29,France,Goalkeeper,GK,,FC Nantes,France,1000000.0,in,summer,Super Lig,2017,False,
Alanyaspor,Giannis Maniatis,30,Greece,Defensive Midfield,DM,,Atromitos,Greece,0.0,in,summer,Super Lig,2017,False,
Alanyaspor,Alpay Koçaklı,18,Turkey,Right Winger,RW,,Gaziantepspor,Turkey,0.0,in,summer,Super Lig,2017,False,
Alanyaspor,Ufuk Ceylan,31,Turkey,Goalkeeper,GK,,Basaksehir,Turkey,0.0,in,summer,Super Lig,2017,False,
Alanyaspor,Welinton,28,Brazil,Centre-Back,CB,,Al-Khor SC,Qatar,0.0,in,summer,Super Lig,2017,False,
Alanyaspor,Yunus Emre Yaşar,24,Turkey,Second Striker,SS,,MTV Gifhorn,Germany,0.0,in,summer,Super Lig,2017,False,
Alanyaspor,Mbilla Etame,29,Cameroon,Centre-Forward,CF,,Antalyaspor,Turkey,0.0,in,summer,Super Lig,2017,False,
Alanyaspor,Cenk Ahmet Alkılıç,29,Turkey,Right-Back,RB,,Basaksehir,Turkey,0.0,in,summer,Super Lig,2017,False,
Alanyaspor,Yusuf Coban,20,Germany,Attacking Midfield,AM,,Hoffenheim II,Germany,,in,summer,Super Lig,2017,False,
Alanyaspor,Fabrice N'Sakala,26,DR Congo,Left-Back,LB,,RSC Anderlecht,Belgium,,in,summer,Super Lig,2017,False,
Alanyaspor,Wilde-Donald Guerrier,28,Haiti,Left-Back,LB,,Qarabag FK,Azerbaijan,,out,summer,Super Lig,2017,False,
Alanyaspor,Zdenek Zlamal,31,Czech Republic,Goalkeeper,GK,,Fastav Zlin,Czech Republic,0.0,out,summer,Super Lig,2017,False,
Alanyaspor,Alişan Şeker,31,Turkey,Goalkeeper,GK,,Kirklarelispor,Turkey,0.0,out,summer,Super Lig,2017,False,
