club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
AC Milan,Leonardo Bonucci,30,Italy,Centre-Back,CB,1500000.0,Juventus,Italy,42000000.0,in,summer,Serie A,2017,False,
AC Milan,André Silva,21,Portugal,Centre-Forward,CF,12000000.0,FC Porto,Portugal,38000000.0,in,summer,Serie A,2017,False,
AC Milan,Andrea Conti,23,Italy,Right-Back,RB,,Atalanta BC,Italy,24000000.0,in,summer,Serie A,2017,False,
AC Milan,Hakan Çalhanoğlu,23,Turkey,Defensive Midfield,DM,40000000.0,B. Leverkusen,Germany,23300000.0,in,summer,Serie A,2017,False,
AC Milan,Lucas Biglia,31,Argentina,Defensive Midfield,DM,,Lazio,Italy,19700000.0,in,summer,Serie A,2017,False,
AC Milan,Mateo Musacchio,26,Argentina,Centre-Back,CB,,Villarreal,Spain,18000000.0,in,summer,Serie A,2017,False,
AC Milan,Ricardo Rodríguez,24,Switzerland,Centre-Back,CB,3500000.0,VfL Wolfsburg,Germany,15000000.0,in,summer,Serie A,2017,False,
AC Milan,Antonio Donnarumma,27,Italy,Goalkeeper,GK,,Asteras Tripoli,Greece,,in,summer,Serie A,2017,False,
AC Milan,Mattia De Sciglio,24,Italy,Right-Back,RB,3000000.0,Juventus,Italy,12000000.0,out,summer,Serie A,2017,False,
AC Milan,Matteo Pessina,20,Italy,Central Midfield,CM,15000000.0,Atalanta BC,Italy,7000000.0,out,summer,Serie A,2017,False,
AC Milan,Juraj Kucka,30,Slovakia,Central Midfield,CM,1200000.0,Trabzonspor,Turkey,5000000.0,out,summer,Serie A,2017,False,
AC Milan,Rodrigo Ely,23,Brazil,Centre-Back,CB,3000000.0,Alavés,Spain,2800000.0,out,summer,Serie A,2017,False,
AC Milan,Leonel Vangioni,30,Argentina,Left-Back,LB,,Monterrey,Mexico,1700000.0,out,summer,Serie A,2017,False,
AC Milan,Luca Vido,20,Italy,Centre-Forward,CF,,Atalanta BC,Italy,1400000.0,out,summer,Serie A,2017,False,
AC Milan,Giovanni Crociata,19,Italy,Central Midfield,CM,,Crotone,Italy,,out,summer,Serie A,2017,False,
AC Milan,Ameth Lo,20,Senegal,Centre-Back,CB,,Lazio,Italy,0.0,out,summer,Serie A,2017,False,
AC Milan,Keisuke Honda,31,Japan,Attacking Midfield,AM,,Pachuca,Mexico,0.0,out,summer,Serie A,2017,False,
AC Milan,Davide Di Molfetta,21,Italy,Left Winger,LW,,Vicenza,Italy,0.0,out,summer,Serie A,2017,False,
AC Milan,Giacomo Beretta,25,Italy,Centre-Forward,CF,,Foggia,Italy,0.0,out,summer,Serie A,2017,False,
AC Milan,Andrea Bianchimano,20,Italy,Centre-Forward,CF,,Reggina,Italy,0.0,out,summer,Serie A,2017,False,
AC Milan,Andrea Poli,27,Italy,Central Midfield,CM,,Bologna,Italy,0.0,out,summer,Serie A,2017,False,
AC Milan,Diego López,35,Spain,Goalkeeper,GK,,Espanyol,Spain,0.0,out,summer,Serie A,2017,False,
AC Milan,Ivan De Santis,20,Italy,Centre-Back,CB,,Ascoli,Italy,,out,summer,Serie A,2017,False,
AC Milan,José Sosa,32,Argentina,Central Midfield,CM,,Trabzonspor,Turkey,3400000.0,out,winter,Serie A,2017,False,
AC Milan,Andrej Modic,21,Bosnia-Herzegovina,Central Midfield,CM,,Zeljeznicar,Bosnia-Herzegovina,0.0,out,winter,Serie A,2017,False,
AC Milan,Gabriel Paletta,32,Italy,Centre-Back,CB,,JS Suning,China,0.0,out,winter,Serie A,2017,False,
ACF Fiorentina,Giovanni Simeone,22,Argentina,Centre-Forward,CF,15000000.0,Genoa,Italy,17000000.0,in,summer,Serie A,2017,False,
