club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
AC Horsens,Tobias Arndal,19,Denmark,Central Midfield,CM,,Oure Fodbold,Denmark,0.0,in,summer,Superliga,2017,False,
AC Horsens,Jesse Joronen,24,Finland,Goalkeeper,GK,1000000.0,Fulham,England,0.0,in,summer,Superliga,2017,False,
AC Horsens,Daisuke Sato,22,Philippines,Left-Back,LB,,ACSM Poli Iasi,Romania,0.0,in,summer,Superliga,2017,False,
AC Horsens,Alexander Ludwig,24,Denmark,Centre-Back,CB,,HB Köge,Denmark,0.0,in,summer,Superliga,2017,False,
AC Horsens,Jonas Thorsen,27,Denmark,Right-Back,RB,,Viborg FF,Denmark,0.0,in,summer,Superliga,2017,False,
AC Horsens,Ayo Simon Okosun,23,Denmark,Central Midfield,CM,,Vendsyssel FF,Denmark,,in,summer,Superliga,2017,False,
AC Horsens,Bjarke Jacobsen,23,Denmark,Defensive Midfield,DM,,Vendsyssel FF,Denmark,,in,summer,Superliga,2017,False,
AC Horsens,Frederik Nörgaard,18,Denmark,Goalkeeper,GK,,Vejle BK U19,Denmark,,in,summer,Superliga,2017,False,
AC Horsens,Niklas Dannevang,26,Denmark,Goalkeeper,GK,,Fremad Amager,Denmark,0.0,out,summer,Superliga,2017,False,
AC Horsens,Mikkel Jespersen,26,Denmark,Central Midfield,CM,,Viborg FF,Denmark,0.0,out,summer,Superliga,2017,False,
AC Horsens,Frederik Möller,23,Denmark,Left-Back,LB,,Aarhus GF,Denmark,0.0,out,summer,Superliga,2017,False,
AC Horsens,Steve Clark,31,United States,Goalkeeper,GK,,D.C. United,United States,0.0,out,summer,Superliga,2017,False,
AC Horsens,Kim Aabech,34,Denmark,Centre-Forward,CF,,Hvidovre,Denmark,0.0,out,summer,Superliga,2017,False,
AC Horsens,Conor O'Brien,28,United States,Defensive Midfield,DM,,Start,Norway,0.0,out,summer,Superliga,2017,False,
