club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
SV Zulte Waregem,Soualiho Meïté,23.0,France,Central Midfield,CM,3500000.0,LOSC Lille,France,5100000.0,in,summer,Jupiler Pro League,2017,False,,soualiho meite
SV Zulte Waregem,Damien Marcq,29.0,France,Centre-Back,CB,,KAA Gent,Belgium,1000000.0,in,winter,Jupiler Pro League,2017,False,,damien marcq
Standard Liège,Duje Cop,27.0,Croatia,Centre-Forward,CF,,Cagliari Calcio,Italy,3100000.0,in,summer,Jupiler Pro League,2017,False,,duje cop
Standard Liège,Uche Agbo,21.0,Nigeria,Defensive Midfield,DM,,Watford,England,2500000.0,in,summer,Jupiler Pro League,2017,False,,uche agbo
Standard Liège,Carlinhos,23.0,Brazil,Attacking Midfield,AM,,Estoril Praia,Portugal,2500000.0,in,summer,Jupiler Pro League,2017,False,,carlinhos
Standard Liège,Paul-José Mpoku,25.0,DR Congo,Attacking Midfield,AM,,Chievo Verona,Italy,1800000.0,in,summer,Jupiler Pro League,2017,False,,paul-jose mpoku
Standard Liège,Gojko Cimirot,25.0,Bosnia-Herzegovina,Defensive Midfield,DM,1500000.0,PAOK Salonika,Greece,2500000.0,in,winter,Jupiler Pro League,2017,False,,gojko cimirot
Athletic Bilbao,Iñigo Martínez,26.0,Spain,Centre-Back,CB,8000000.0,Real Sociedad,Spain,32000000.0,in,winter,Laliga,2017,False,,inigo martinez
Atlético de Madrid,Vitolo,27.0,Spain,Left Winger,LW,,Sevilla FC,Spain,35600000.0,in,summer,Laliga,2017,False,,vitolo
Atlético de Madrid,Diego Costa,29.0,Spain,Centre-Forward,CF,2000000.0,Chelsea,England,60000000.0,in,winter,Laliga,2017,False,,diego costa
CD Leganés,Dimitrios Siovas,28.0,Greece,Centre-Back,CB,,Olympiacos,Greece,3000000.0,in,summer,Laliga,2017,False,,dimitrios siovas
CD Leganés,Ezequiel Muñoz,26.0,Argentina,Centre-Back,CB,,Genoa,Italy,2500000.0,in,summer,Laliga,2017,False,,ezequiel munoz
Celta de Vigo,Emre Mor,20.0,Turkey,Right Winger,RW,3300000.0,Bor. Dortmund,Germany,13000000.0,in,summer,Laliga,2017,False,,emre mor
Celta de Vigo,Stanislav Lobotka,22.0,Slovakia,Defensive Midfield,DM,40000000.0,Nordsjaelland,Denmark,5000000.0,in,summer,Laliga,2017,False,,stanislav lobotka
Celta de Vigo,Maxi Gómez,20.0,Uruguay,Centre-Forward,CF,4000000.0,Defensor,Uruguay,4300000.0,in,summer,Laliga,2017,False,,maxi gomez
Celta de Vigo,Jozabed Sánchez,26.0,Spain,Central Midfield,CM,,Fulham,England,3500000.0,in,summer,Laliga,2017,False,,jozabed sanchez
Celta de Vigo,Robert Mazan,23.0,Slovakia,Left-Back,LB,,MSK Zilina,Slovakia,1000000.0,in,winter,Laliga,2017,False,,robert mazan
Deportivo Alavés,Burgui,23.0,Spain,Left Winger,LW,,Real Madrid,Spain,3000000.0,in,summer,Laliga,2017,False,,burgui
Deportivo Alavés,Rodrigo Ely,23.0,Brazil,Centre-Back,CB,3000000.0,AC Milan,Italy,2800000.0,in,summer,Laliga,2017,False,,rodrigo ely
Deportivo Alavés,Guillermo Maripán,23.0,Chile,Centre-Back,CB,10000000.0,U. Católica,Chile,2130000.0,in,summer,Laliga,2017,False,,guillermo maripan
Deportivo Alavés,Rubén Sobrino,25.0,Spain,Centre-Forward,CF,2000000.0,Man City,England,2000000.0,in,summer,Laliga,2017,False,,ruben sobrino
Deportivo Alavés,Antonio Sivera,20.0,Spain,Goalkeeper,GK,1200000.0,Valencia B,Spain,2000000.0,in,summer,Laliga,2017,False,,antonio sivera
Deportivo de La Coruña,Guilherme,26.0,Brazil,Defensive Midfield,DM,2000000.0,Udinese Calcio,Italy,4500000.0,in,summer,Laliga,2017,False,,guilherme
Deportivo de La Coruña,Fabian Schär,25.0,Switzerland,Centre-Back,CB,10000000.0,TSG Hoffenheim,Germany,3000000.0,in,summer,Laliga,2017,False,,fabian schar
Deportivo de La Coruña,Juanfran Moreno,28.0,Spain,Right-Back,RB,,Watford,England,1000000.0,in,summer,Laliga,2017,False,,juanfran moreno
Deportivo de La Coruña,Gerard Valentín,23.0,Spain,Right Winger,RW,,Gimnàstic,Spain,1000000.0,in,summer,Laliga,2017,False,,gerard valentin
FC Barcelona,Ousmane Dembélé,20.0,France,Right Winger,RW,60000000.0,Bor. Dortmund,Germany,135000000.0,in,summer,Laliga,2017,False,,ousmane dembele
FC Barcelona,Paulinho,29.0,Brazil,Central Midfield,CM,,GZ Evergrande,China,40000000.0,in,summer,Laliga,2017,False,,paulinho
FC Barcelona,Nélson Semedo,23.0,Portugal,Right-Back,RB,15000000.0,Benfica,Portugal,35700000.0,in,summer,Laliga,2017,False,,nelson semedo
FC Barcelona,Gerard Deulofeu,23.0,Spain,Centre-Forward,CF,10000000.0,Everton,England,12000000.0,in,summer,Laliga,2017,False,,gerard deulofeu
FC Barcelona,Marlon,21.0,Brazil,Centre-Back,CB,6000000.0,Fluminense,Brazil,5000000.0,in,summer,Laliga,2017,False,,marlon
FC Barcelona,Philippe Coutinho,25.0,Brazil,Attacking Midfield,AM,9000000.0,Liverpool,England,135000000.0,in,winter,Laliga,2017,False,,philippe coutinho
FC Barcelona,Yerry Mina,23.0,Colombia,Centre-Back,CB,10000000.0,Palmeiras,Brazil,12400000.0,in,winter,Laliga,2017,False,,yerry mina
Getafe CF,Amath Ndiaye,21.0,Senegal,Left Winger,LW,1500000.0,Atlético Madrid,Spain,3000000.0,in,summer,Laliga,2017,False,,amath ndiaye
Getafe CF,Djené,25.0,Togo,Centre-Back,CB,4000000.0,Sint-Truiden,Belgium,2500000.0,in,summer,Laliga,2017,False,,djene
Getafe CF,Francisco Portillo,27.0,Spain,Right Winger,RW,1000000.0,Real Betis,Spain,1500000.0,in,summer,Laliga,2017,False,,francisco portillo
Getafe CF,Filip Manojlovic,21.0,Serbia,Goalkeeper,GK,,Red Star,Serbia,1250000.0,in,summer,Laliga,2017,False,,filip manojlovic
Getafe CF,Dani Pacheco,26.0,Spain,Defensive Midfield,DM,,Real Betis,Spain,1000000.0,in,summer,Laliga,2017,False,,dani pacheco
Getafe CF,Álvaro Jiménez,22.0,Spain,Left Winger,LW,,RM Castilla,Spain,1000000.0,in,summer,Laliga,2017,False,,alvaro jimenez
Girona FC,Bernardo Espinosa,27.0,Colombia,Centre-Back,CB,1500000.0,Middlesbrough,England,4500000.0,in,summer,Laliga,2017,False,,bernardo espinosa
Girona FC,Cristhian Stuani,30.0,Uruguay,Centre-Forward,CF,2000000.0,Middlesbrough,England,2500000.0,in,summer,Laliga,2017,False,,cristhian stuani
Girona FC,Choco Lozano,24.0,Honduras,Centre-Forward,CF,2000000.0,Barcelona B,Spain,1750000.0,in,winter,Laliga,2017,False,,choco lozano
Levante UD,Emmanuel Boateng,21.0,Ghana,Left Winger,LW,,Moreirense,Portugal,2900000.0,in,summer,Laliga,2017,False,,emmanuel boateng
Levante UD,Cheick Doukouré,24.0,Cote d'Ivoire,Defensive Midfield,DM,,FC Metz,France,1600000.0,in,summer,Laliga,2017,False,,cheick doukoure
Levante UD,Enis Bardhi,22.0,North Macedonia,Attacking Midfield,AM,6000000.0,Újpest FC,Hungary,1500000.0,in,summer,Laliga,2017,False,,enis bardhi
Levante UD,Ivi López,23.0,Spain,Attacking Midfield,AM,2500000.0,Sevilla Atl.,Spain,1200000.0,in,summer,Laliga,2017,False,,ivi lopez
Levante UD,Armando Sadiku,26.0,Albania,Centre-Forward,CF,,Legia Warszawa,Poland,1000000.0,in,winter,Laliga,2017,False,,armando sadiku
Málaga CF,Emanuel Cecchini,20.0,Argentina,Defensive Midfield,DM,,Banfield,Argentina,4600000.0,in,summer,Laliga,2017,False,,emanuel cecchini
Málaga CF,Esteban Rolón,22.0,Argentina,Defensive Midfield,DM,,Argentinos Jrs.,Argentina,3200000.0,in,summer,Laliga,2017,False,,esteban rolon
Málaga CF,Diego González,22.0,Spain,Centre-Back,CB,1200000.0,Sevilla Atl.,Spain,2000000.0,in,summer,Laliga,2017,False,,diego gonzalez
RCD Espanyol Barcelona,Mario Hermoso,22.0,Spain,Centre-Back,CB,20000000.0,RM Castilla,Spain,12500000.0,in,summer,Laliga,2017,False,,mario hermoso
RCD Espanyol Barcelona,Naldo,28.0,Brazil,Centre-Back,CB,,Krasnodar,Russia,2500000.0,in,summer,Laliga,2017,False,,naldo
RCD Espanyol Barcelona,Pablo Piatti,28.0,Argentina,Left Winger,LW,,Valencia,Spain,1300000.0,in,summer,Laliga,2017,False,,pablo piatti
Real Betis Balompié,Ryad Boudebouz,27.0,Algeria,Attacking Midfield,AM,1200000.0,Montpellier,France,7000000.0,in,summer,Laliga,2017,False,,ryad boudebouz
Real Betis Balompié,Víctor Camarasa,23.0,Spain,Central Midfield,CM,,Levante,Spain,7000000.0,in,summer,Laliga,2017,False,,victor camarasa
Real Betis Balompié,Cristian Tello,25.0,Spain,Left Winger,LW,2700000.0,Barcelona,Spain,4000000.0,in,summer,Laliga,2017,False,,cristian tello
Real Betis Balompié,Sergio León,28.0,Spain,Centre-Forward,CF,2000000.0,CA Osasuna,Spain,3500000.0,in,summer,Laliga,2017,False,,sergio leon
Real Betis Balompié,Andrés Guardado,30.0,Mexico,Central Midfield,CM,1500000.0,PSV Eindhoven,Netherlands,2500000.0,in,summer,Laliga,2017,False,,andres guardado
Real Betis Balompié,Zouhair Feddal,27.0,Morocco,Centre-Back,CB,,Alavés,Spain,2500000.0,in,summer,Laliga,2017,False,,zouhair feddal
Real Betis Balompié,Javi García,30.0,Spain,Defensive Midfield,DM,,Zenit S-Pb,Russia,1500000.0,in,summer,Laliga,2017,False,,javi garcia
Real Betis Balompié,Marc Bartra,27.0,Spain,Centre-Back,CB,3000000.0,Bor. Dortmund,Germany,10500000.0,in,winter,Laliga,2017,False,,marc bartra
Real Madrid,Theo Hernández,19.0,France,Left-Back,LB,60000000.0,Atlético Madrid,Spain,24000000.0,in,summer,Laliga,2017,False,,theo hernandez
Real Madrid,Dani Ceballos,20.0,Spain,Central Midfield,CM,12000000.0,Real Betis,Spain,16500000.0,in,summer,Laliga,2017,False,,dani ceballos
Real Sociedad,Diego Llorente,23.0,Spain,Centre-Back,CB,8000000.0,Real Madrid,Spain,11000000.0,in,summer,Laliga,2017,False,,diego llorente
Real Sociedad,Adnan Januzaj,22.0,Belgium,Right Winger,RW,4000000.0,Man Utd,England,8500000.0,in,summer,Laliga,2017,False,,adnan januzaj
Real Sociedad,Héctor Moreno,30.0,Mexico,Centre-Back,CB,1000000.0,AS Roma,Italy,6000000.0,in,winter,Laliga,2017,False,,hector moreno
SD Eibar,Paulo Oliveira,25.0,Portugal,Centre-Back,CB,2500000.0,Sporting CP,Portugal,4000000.0,in,summer,Laliga,2017,False,,paulo oliveira
SD Eibar,Joan Jordán,23.0,Spain,Central Midfield,CM,6000000.0,Espanyol,Spain,3800000.0,in,summer,Laliga,2017,False,,joan jordan
SD Eibar,Marko Dmitrović,25.0,Serbia,Goalkeeper,GK,2000000.0,Alcorcón,Spain,1000000.0,in,summer,Laliga,2017,False,,marko dmitrovic
Sevilla FC,Luis Muriel,26.0,Colombia,Centre-Forward,CF,5000000.0,Sampdoria,Italy,24500000.0,in,summer,Laliga,2017,False,,luis muriel
Sevilla FC,Simon Kjaer,28.0,Denmark,Centre-Back,CB,3500000.0,Fenerbahce,Turkey,12500000.0,in,summer,Laliga,2017,False,,simon kjaer
Sevilla FC,Guido Pizarro,27.0,Argentina,Defensive Midfield,DM,1800000.0,Tigres UANL,Mexico,8700000.0,in,summer,Laliga,2017,False,,guido pizarro
Sevilla FC,Éver Banega,29.0,Argentina,Central Midfield,CM,1800000.0,Inter,Italy,7000000.0,in,summer,Laliga,2017,False,,ever banega
Sevilla FC,Nolito,30.0,Spain,Left Winger,LW,,Man City,England,7000000.0,in,summer,Laliga,2017,False,,nolito
Sevilla FC,Sébastien Corchia,26.0,France,Right-Back,RB,1000000.0,LOSC Lille,France,5000000.0,in,summer,Laliga,2017,False,,sebastien corchia
Sevilla FC,Guilherme Arana,20.0,Brazil,Left-Back,LB,10000000.0,Corinthians,Brazil,11000000.0,in,winter,Laliga,2017,False,,guilherme arana
Valencia CF,Simone Zaza,26.0,Italy,Centre-Forward,CF,,Juventus,Italy,16000000.0,in,summer,Laliga,2017,False,,simone zaza
Valencia CF,Gabriel Paulista,26.0,Brazil,Centre-Back,CB,2500000.0,Arsenal,England,11000000.0,in,summer,Laliga,2017,False,,gabriel paulista
Valencia CF,Neto,27.0,Brazil,Goalkeeper,GK,2500000.0,Juventus,Italy,7000000.0,in,summer,Laliga,2017,False,,neto
Valencia CF,Fabián Orellana,31.0,Chile,Right Winger,RW,,Celta de Vigo,Spain,3000000.0,in,summer,Laliga,2017,False,,fabian orellana
Valencia CF,Francis Coquelin,26.0,France,Defensive Midfield,DM,2500000.0,Arsenal,England,14000000.0,in,winter,Laliga,2017,False,,francis coquelin
Villarreal CF,Enes Ünal,20.0,Turkey,Centre-Forward,CF,25000000.0,Man City,England,14000000.0,in,summer,Laliga,2017,False,,enes unal
Villarreal CF,Rúben Semedo,23.0,Portugal,Centre-Back,CB,3000000.0,Sporting CP,Portugal,14000000.0,in,summer,Laliga,2017,False,,ruben semedo
Villarreal CF,Pablo Fornals,21.0,Spain,Attacking Midfield,AM,22000000.0,Málaga CF,Spain,12000000.0,in,summer,Laliga,2017,False,,pablo fornals
Villarreal CF,Andrés Fernández,30.0,Spain,Goalkeeper,GK,,FC Porto,Portugal,2000000.0,in,summer,Laliga,2017,False,,andres fernandez
Villarreal CF,Javi Fuego,34.0,Spain,Defensive Midfield,DM,,Espanyol,Spain,1500000.0,in,winter,Laliga,2017,False,,javi fuego
FC Porto,Óliver Torres,22.0,Spain,Central Midfield,CM,6000000.0,Atlético Madrid,Spain,20000000.0,in,summer,Liga Portugal,2017,False,,oliver torres
FC Porto,Vaná Alves,26.0,Brazil,Goalkeeper,GK,,Feirense,Portugal,1000000.0,in,summer,Liga Portugal,2017,False,,vana alves
SC Braga,Raúl Silva,27.0,Brazil,Centre-Back,CB,,Marítimo,Portugal,2000000.0,in,summer,Liga Portugal,2017,False,,raul silva
SC Braga,Fransérgio,26.0,Brazil,Central Midfield,CM,1200000.0,Marítimo,Portugal,1250000.0,in,summer,Liga Portugal,2017,False,,fransergio
SC Braga,Diogo Figueiras,26.0,Portugal,Right-Back,RB,,Olympiacos,Greece,1250000.0,in,winter,Liga Portugal,2017,False,,diogo figueiras
SC Braga,Andrej Lukic,23.0,Croatia,Centre-Back,CB,,NK Osijek,Croatia,1000000.0,in,winter,Liga Portugal,2017,False,,andrej lukic
SL Benfica,Filip Krovinovic,21.0,Croatia,Attacking Midfield,AM,4500000.0,Rio Ave,Portugal,3500000.0,in,summer,Liga Portugal,2017,False,,filip krovinovic
SL Benfica,Mile Svilar,18.0,Serbia,Goalkeeper,GK,1500000.0,RSC Anderlecht,Belgium,2500000.0,in,summer,Liga Portugal,2017,False,,mile svilar
SL Benfica,Martin Chrien,21.0,Slovakia,Central Midfield,CM,,Viktoria Plzen,Czech Republic,1000000.0,in,summer,Liga Portugal,2017,False,,martin chrien
Sporting CP,Bruno Fernandes,22.0,Portugal,Attacking Midfield,AM,75000000.0,Sampdoria,Italy,9700000.0,in,summer,Liga Portugal,2017,False,,bruno fernandes
Sporting CP,Marcos Acuña,25.0,Argentina,Left-Back,LB,8000000.0,Racing Club,Argentina,9590000.0,in,summer,Liga Portugal,2017,False,,marcos acuna
Sporting CP,Rodrigo Battaglia,25.0,Argentina,Defensive Midfield,DM,1500000.0,SC Braga,Portugal,4500000.0,in,summer,Liga Portugal,2017,False,,rodrigo battaglia
Sporting CP,Cristiano Piccini,24.0,Italy,Centre-Back,CB,,Real Betis,Spain,2870000.0,in,summer,Liga Portugal,2017,False,,cristiano piccini
Sporting CP,Mattheus,22.0,Brazil,Central Midfield,CM,,Estoril Praia,Portugal,2000000.0,in,summer,Liga Portugal,2017,False,,mattheus
Sporting CP,Wendel,20.0,Brazil,Central Midfield,CM,24000000.0,Fluminense,Brazil,7500000.0,in,winter,Liga Portugal,2017,False,,wendel
Sporting CP,Seydou Doumbia,30.0,Cote d'Ivoire,Centre-Forward,CF,,AS Roma,Italy,3000000.0,in,winter,Liga Portugal,2017,False,,seydou doumbia
Sporting CP,Josip Misic,23.0,Croatia,Defensive Midfield,DM,3500000.0,HNK Rijeka,Croatia,2750000.0,in,winter,Liga Portugal,2017,False,,josip misic
Sporting CP,Lumor,21.0,Ghana,Left-Back,LB,,Portimonense,Portugal,2500000.0,in,winter,Liga Portugal,2017,False,,lumor
Vitória Guimarães SC,Óscar Estupiñán,20.0,Colombia,Centre-Forward,CF,5000000.0,Once Caldas,Colombia,2000000.0,in,summer,Liga Portugal,2017,False,,oscar estupinan
Vitória Guimarães SC,Guillermo Celis,24.0,Colombia,Defensive Midfield,DM,,Benfica,Portugal,1750000.0,in,summer,Liga Portugal,2017,False,,guillermo celis
Vitória Guimarães SC,Sebastián Rincón,23.0,Colombia,Right Winger,RW,,Tigre,Argentina,1650000.0,in,summer,Liga Portugal,2017,False,,sebastian rincon
Vitória Guimarães SC,Pedro Henrique,25.0,Brazil,Centre-Back,CB,1300000.0,Cianorte,Brazil,2000000.0,in,winter,Liga Portugal,2017,False,,pedro henrique
AS Monaco,Keita Baldé,22.0,Senegal,Centre-Forward,CF,2000000.0,Lazio,Italy,30000000.0,in,summer,Ligue 1,2017,False,,keita balde
AS Monaco,Youri Tielemans,20.0,Belgium,Central Midfield,CM,20000000.0,RSC Anderlecht,Belgium,25000000.0,in,summer,Ligue 1,2017,False,,youri tielemans
AS Monaco,Terence Kongolo,23.0,Netherlands,Centre-Back,CB,,Feyenoord,Netherlands,15000000.0,in,summer,Ligue 1,2017,False,,terence kongolo
AS Monaco,Stevan Jovetic,27.0,Montenegro,Centre-Forward,CF,1500000.0,Inter,Italy,10500000.0,in,summer,Ligue 1,2017,False,,stevan jovetic
AS Monaco,Adama Diakhaby,21.0,France,Right Winger,RW,,Stade Rennais,France,10000000.0,in,summer,Ligue 1,2017,False,,adama diakhaby
AS Monaco,Soualiho Meïté,23.0,France,Central Midfield,CM,3500000.0,Zulte Waregem,Belgium,8000000.0,in,summer,Ligue 1,2017,False,,soualiho meite
AS Monaco,Jordi Mboula,18.0,Spain,Right Winger,RW,1200000.0,Barça U19,Spain,3000000.0,in,summer,Ligue 1,2017,False,,jordi mboula
AS Monaco,Pietro Pellegri,16.0,Italy,Centre-Forward,CF,3500000.0,Genoa,Italy,20900000.0,in,winter,Ligue 1,2017,False,,pietro pellegri
AS Saint-Étienne,Loïs Diony,24.0,France,Centre-Forward,CF,1500000.0,Dijon,France,10000000.0,in,summer,Ligue 1,2017,False,,lois diony
AS Saint-Étienne,Assane Dioussé,19.0,Senegal,Defensive Midfield,DM,,FC Empoli,Italy,5000000.0,in,summer,Ligue 1,2017,False,,assane diousse
AS Saint-Étienne,Gabriel Silva,26.0,Brazil,Left-Back,LB,,Udinese Calcio,Italy,2500000.0,in,summer,Ligue 1,2017,False,,gabriel silva
AS Saint-Étienne,Jorginho,21.0,Guinea-Bissau,Left Winger,LW,,Arouca,Portugal,1000000.0,in,summer,Ligue 1,2017,False,,jorginho
Amiens SC,Moussa Konaté,24.0,Senegal,Centre-Forward,CF,,FC Sion,Switzerland,3500000.0,in,summer,Ligue 1,2017,False,,moussa konate
Amiens SC,Bongani Zungu,24.0,South Africa,Central Midfield,CM,,Vit. Guimarães,Portugal,2000000.0,in,summer,Ligue 1,2017,False,,bongani zungu
Amiens SC,Stiven Mendoza,25.0,Colombia,Right Winger,RW,1200000.0,Corinthians,Brazil,1000000.0,in,winter,Ligue 1,2017,False,,stiven mendoza
Angers SCO,Enzo Crivelli,22.0,France,Centre-Forward,CF,,G. Bordeaux,France,4000000.0,in,summer,Ligue 1,2017,False,,enzo crivelli
Angers SCO,Thomas Touré,23.0,Cote d'Ivoire,Left Winger,LW,,G. Bordeaux,France,3000000.0,in,summer,Ligue 1,2017,False,,thomas toure
Angers SCO,Baptiste Guillaume,22.0,Belgium,Centre-Forward,CF,1200000.0,LOSC Lille,France,2000000.0,in,summer,Ligue 1,2017,False,,baptiste guillaume
Angers SCO,Lassana Coulibaly,21.0,Mali,Central Midfield,CM,5000000.0,SC Bastia,France,2000000.0,in,summer,Ligue 1,2017,False,,lassana coulibaly
Angers SCO,Angelo Fulgini,20.0,France,Attacking Midfield,AM,9000000.0,Valenciennes FC,France,1400000.0,in,summer,Ligue 1,2017,False,,angelo fulgini
Dijon FCO,Benjamin Jeannot,25.0,France,Centre-Forward,CF,,FC Lorient,France,2000000.0,in,summer,Ligue 1,2017,False,,benjamin jeannot
Dijon FCO,Wesley Saïd,22.0,France,Centre-Forward,CF,2000000.0,Stade Rennais,France,1500000.0,in,summer,Ligue 1,2017,False,,wesley said
Dijon FCO,Wesley Lautoa,29.0,Neukaledonien,Centre-Back,CB,,FC Lorient,France,1500000.0,in,summer,Ligue 1,2017,False,,wesley lautoa
FC Girondins Bordeaux,Nicolas de Préville,26.0,France,Centre-Forward,CF,,LOSC Lille,France,8000000.0,in,summer,Ligue 1,2017,False,,nicolas de preville
FC Girondins Bordeaux,Jonathan Cafu,26.0,Brazil,Right Winger,RW,,Ludogorets,Bulgaria,7500000.0,in,summer,Ligue 1,2017,False,,jonathan cafu
FC Girondins Bordeaux,Otávio,23.0,Brazil,Defensive Midfield,DM,4500000.0,Atlético-PR,Brazil,5000000.0,in,summer,Ligue 1,2017,False,,otavio
FC Girondins Bordeaux,Youssouf Sabaly,24.0,Senegal,Right-Back,RB,5000000.0,Paris SG,France,4000000.0,in,summer,Ligue 1,2017,False,,youssouf sabaly
FC Girondins Bordeaux,Lukas Lerager,23.0,Denmark,Central Midfield,CM,3000000.0,Zulte Waregem,Belgium,3500000.0,in,summer,Ligue 1,2017,False,,lukas lerager
FC Girondins Bordeaux,Vukasin Jovanovic,21.0,Serbia,Centre-Back,CB,,Zenit S-Pb,Russia,3000000.0,in,summer,Ligue 1,2017,False,,vukasin jovanovic
FC Girondins Bordeaux,Paul Baysse,29.0,France,Centre-Back,CB,,Málaga CF,Spain,1000000.0,in,winter,Ligue 1,2017,False,,paul baysse
FC Metz,Philipp Wollscheid,28.0,Germany,Centre-Back,CB,,Stoke City,England,2500000.0,in,summer,Ligue 1,2017,False,,philipp wollscheid
FC Metz,Emmanuel Rivière,27.0,Martinique,Centre-Forward,CF,,Newcastle,England,1100000.0,in,summer,Ligue 1,2017,False,,emmanuel riviere
FC Nantes,Kalifa Coulibaly,25.0,Mali,Centre-Forward,CF,,KAA Gent,Belgium,4500000.0,in,summer,Ligue 1,2017,False,,kalifa coulibaly
FC Nantes,Ciprian Tătărușanu,31.0,Romania,Goalkeeper,GK,,Fiorentina,Italy,2500000.0,in,summer,Ligue 1,2017,False,,ciprian tatarusanu
FC Nantes,Andrei Girotto,25.0,Brazil,Centre-Back,CB,4000000.0,Tombense,Brazil,2300000.0,in,summer,Ligue 1,2017,False,,andrei girotto
FC Nantes,Nicolas Pallois,29.0,France,Centre-Back,CB,,G. Bordeaux,France,2000000.0,in,summer,Ligue 1,2017,False,,nicolas pallois
FC Toulouse,Corentin Jean,21.0,France,Centre-Forward,CF,1000000.0,Monaco,France,3500000.0,in,summer,Ligue 1,2017,False,,corentin jean
LOSC Lille,Nicolas Pépé,22.0,Cote d'Ivoire,Right Winger,RW,14000000.0,Angers SCO,France,18000000.0,in,summer,Ligue 1,2017,False,,nicolas pepe
LOSC Lille,Thiago Maia,20.0,Brazil,Defensive Midfield,DM,6000000.0,Santos,Brazil,14000000.0,in,summer,Ligue 1,2017,False,,thiago maia
LOSC Lille,Luiz Araújo,21.0,Brazil,Right Winger,RW,6000000.0,São Paulo,Brazil,10500000.0,in,summer,Ligue 1,2017,False,,luiz araujo
LOSC Lille,Kévin Malcuit,25.0,France,Right-Back,RB,,Saint-Étienne,France,9000000.0,in,summer,Ligue 1,2017,False,,kevin malcuit
LOSC Lille,Thiago Mendes,25.0,Brazil,Defensive Midfield,DM,4500000.0,São Paulo,Brazil,9000000.0,in,summer,Ligue 1,2017,False,,thiago mendes
LOSC Lille,Xeka,22.0,Portugal,Central Midfield,CM,5000000.0,SC Braga,Portugal,5000000.0,in,summer,Ligue 1,2017,False,,xeka
LOSC Lille,Nicolas de Préville,26.0,France,Centre-Forward,CF,,KV Oostende,Belgium,4500000.0,in,summer,Ligue 1,2017,False,,nicolas de preville
LOSC Lille,Edgar Ié,23.0,Guinea-Bissau,Centre-Back,CB,2000000.0,Belenenses,Portugal,3500000.0,in,summer,Ligue 1,2017,False,,edgar ie
LOSC Lille,Naïm Sliti,24.0,Tunisia,Left Winger,LW,4500000.0,Red Star FC,France,2000000.0,in,summer,Ligue 1,2017,False,,naim sliti
LOSC Lille,Adam Jakubech,20.0,Slovakia,Goalkeeper,GK,,Spartak Trnava,Slovakia,1000000.0,in,summer,Ligue 1,2017,False,,adam jakubech
Montpellier HSC,Benjamin Lecomte,26.0,France,Goalkeeper,GK,4000000.0,FC Lorient,France,2500000.0,in,summer,Ligue 1,2017,False,,benjamin lecomte
Montpellier HSC,Giovanni Sio,28.0,Cote d'Ivoire,Centre-Forward,CF,,Stade Rennais,France,2200000.0,in,summer,Ligue 1,2017,False,,giovanni sio
Montpellier HSC,Pedro Mendes,26.0,Portugal,Centre-Back,CB,1800000.0,Stade Rennais,France,1000000.0,in,summer,Ligue 1,2017,False,,pedro mendes
OGC Nice,Allan Saint-Maximin,20.0,France,Left Winger,LW,24000000.0,Monaco,France,10000000.0,in,summer,Ligue 1,2017,False,,allan saint-maximin
OGC Nice,Jean-Victor Makengo,19.0,France,Central Midfield,CM,10000000.0,SM Caen,France,6000000.0,in,summer,Ligue 1,2017,False,,jean-victor makengo
OGC Nice,Pierre Lees-Melou,24.0,France,Defensive Midfield,DM,7000000.0,Dijon,France,4000000.0,in,summer,Ligue 1,2017,False,,pierre lees-melou
OGC Nice,Racine Coly,21.0,Senegal,Left-Back,LB,,Brescia,Italy,3500000.0,in,summer,Ligue 1,2017,False,,racine coly
OGC Nice,Ihsan Sacko,20.0,France,Centre-Forward,CF,,R. Strasbourg,France,2000000.0,in,winter,Ligue 1,2017,False,,ihsan sacko
Olympique Lyon,Bertrand Traoré,21.0,Burkina Faso,Right Winger,RW,12000000.0,Chelsea,England,10000000.0,in,summer,Ligue 1,2017,False,,bertrand traore
Olympique Lyon,Pape Cheikh,20.0,Senegal,Central Midfield,CM,,Celta de Vigo,Spain,10000000.0,in,summer,Ligue 1,2017,False,,pape cheikh
Olympique Lyon,Mariano Díaz,23.0,Dominican Republic,Centre-Forward,CF,2000000.0,Real Madrid,Spain,8000000.0,in,summer,Ligue 1,2017,False,,mariano diaz
Olympique Lyon,Marcelo,30.0,Brazil,Centre-Back,CB,,Besiktas,Turkey,7500000.0,in,summer,Ligue 1,2017,False,,marcelo
Olympique Lyon,Ferland Mendy,22.0,France,Left-Back,LB,20000000.0,Le Havre AC,France,5000000.0,in,summer,Ligue 1,2017,False,,ferland mendy
Olympique Lyon,Kenny Tete,21.0,Netherlands,Right-Back,RB,15000000.0,Ajax,Netherlands,4000000.0,in,summer,Ligue 1,2017,False,,kenny tete
Olympique Lyon,Martin Terrier,20.0,France,Left Winger,LW,30000000.0,LOSC Lille,France,11000000.0,in,winter,Ligue 1,2017,False,,martin terrier
Olympique Marseille,Konstantinos Mitroglou,29.0,Greece,Centre-Forward,CF,,Benfica,Portugal,15000000.0,in,summer,Ligue 1,2017,False,,konstantinos mitroglou
