club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Boavista FC,Mateus,33,Angola,Left Winger,LW,,Arouca,Portugal,0.0,in,summer,Liga Portugal,2017,False,
Boavista FC,Flávio,21,Brazil,Central Midfield,CM,1600000.0,EC Vitória,Brazil,0.0,in,summer,Liga Portugal,2017,False,
Boavista FC,David Simão,27,Portugal,Central Midfield,CM,,CSKA-Sofia,Bulgaria,0.0,in,summer,Liga Portugal,2017,False,
Boavista FC,Raphael Spiegel,24,Switzerland,Goalkeeper,GK,,West Ham,England,0.0,in,summer,Liga Portugal,2017,False,
Boavista FC,Vítor Bruno,27,Portugal,Left-Back,LB,,Feirense,Portugal,0.0,in,summer,Liga Portugal,2017,False,
Boavista FC,Assis,27,Brazil,Goalkeeper,GK,,Leixões,Portugal,0.0,in,summer,Liga Portugal,2017,False,
Boavista FC,Alex Gorrin,23,Spain,Central Midfield,CM,,Wellington P.,Australia,0.0,in,summer,Liga Portugal,2017,False,
Boavista FC,Raphael Rossi,26,Brazil,Centre-Back,CB,,Swindon Town,England,0.0,in,summer,Liga Portugal,2017,False,
Boavista FC,Ricardo Clarke,24,Panama,Left Winger,LW,,Zamora FC,Venezuela,0.0,in,summer,Liga Portugal,2017,False,
Boavista FC,Aymen Tahar,27,Algeria,Central Midfield,CM,,Gaz Metan,Romania,0.0,in,summer,Liga Portugal,2017,False,
Boavista FC,Stéphane Sparagna,22,France,Centre-Back,CB,,Marseille,France,0.0,in,summer,Liga Portugal,2017,False,
Boavista FC,Robson,23,Brazil,Centre-Back,CB,,EC Bahia,Brazil,,in,summer,Liga Portugal,2017,False,
Boavista FC,Gilson Costa,20,Portugal,Defensive Midfield,DM,,Benfica B,Portugal,,in,summer,Liga Portugal,2017,False,
Boavista FC,Kuca,28,Cape Verde,Left Winger,LW,,Arouca,Portugal,,in,summer,Liga Portugal,2017,False,
Boavista FC,Lucas Tagliapietra,26,Brazil,Centre-Back,CB,,LDU Quito,Ecuador,,out,summer,Liga Portugal,2017,False,
Boavista FC,Onyekachi Silas,21,Nigeria,Left Winger,LW,,Marinhense,Portugal,0.0,out,summer,Liga Portugal,2017,False,
Boavista FC,Emin Mahmudov,25,Azerbaijan,Central Midfield,CM,1400000.0,Neftchi Baku,Azerbaijan,0.0,out,summer,Liga Portugal,2017,False,
Boavista FC,Ivan Machado,20,Portugal,Left Winger,LW,,At. Arcos,Portugal,0.0,out,summer,Liga Portugal,2017,False,
Boavista FC,Miguel Pereira,21,Portugal,Right-Back,RB,,Pedras Rubras,Portugal,0.0,out,summer,Liga Portugal,2017,False,
Boavista FC,André Fonseca,21,Portugal,Goalkeeper,GK,,Rebordosa,Portugal,0.0,out,summer,Liga Portugal,2017,False,
Boavista FC,Diogo Gouveia,22,Portugal,Defensive Midfield,DM,,S. João Ver,Portugal,0.0,out,summer,Liga Portugal,2017,False,
Boavista FC,Davi Mbala,24,DR Congo,Left Winger,LW,,Zaria Balti,Moldova,0.0,out,summer,Liga Portugal,2017,False,
Boavista FC,Luisinho,27,Portugal,Right Winger,RW,,Coimbra,Portugal,0.0,out,summer,Liga Portugal,2017,False,
Boavista FC,Philipe Sampaio,22,Brazil,Centre-Back,CB,,Akhmat Grozny,Russia,0.0,out,summer,Liga Portugal,2017,False,
Boavista FC,Anderson Carvalho,27,Brazil,Central Midfield,CM,,Tosno,Russia,0.0,out,summer,Liga Portugal,2017,False,
Boavista FC,Digas,24,Portugal,Right Winger,RW,,Cinfães,Portugal,0.0,out,summer,Liga Portugal,2017,False,
Boavista FC,Anderson Correia,26,Cyprus,Left-Back,LB,,Nea Salamis,Cyprus,0.0,out,summer,Liga Portugal,2017,False,
Boavista FC,André Schembri,31,Malta,Centre-Forward,CF,,Apol. Limassol,Cyprus,0.0,out,summer,Liga Portugal,2017,False,
Boavista FC,Carlos Santos,28,Portugal,Centre-Back,CB,,Salgueiros,Portugal,0.0,out,summer,Liga Portugal,2017,False,
Boavista FC,Emmanuel Hackman,22,Togo,Centre-Back,CB,,Portimonense,Portugal,,out,summer,Liga Portugal,2017,False,
Boavista FC,Alex Júnior,23,Haiti,Left-Back,LB,,Gandzasar,Armenia,,out,summer,Liga Portugal,2017,False,
Boavista FC,Lovro Medic,26,Croatia,Centre-Forward,CF,,Without Club,,,out,summer,Liga Portugal,2017,False,
Boavista FC,Raphael Spiegel,25,Switzerland,Goalkeeper,GK,,Without Club,,,out,summer,Liga Portugal,2017,False,
Boavista FC,Tengarrinha,28,Portugal,Defensive Midfield,DM,,Without Club,,,out,summer,Liga Portugal,2017,False,
Boavista FC,Fábio Ervões,30,Portugal,Centre-Back,CB,,,,,out,summer,Liga Portugal,2017,False,
Boavista FC,Mamadou Ba,32,Senegal,Goalkeeper,GK,,Without Club,,,out,summer,Liga Portugal,2017,False,
Boavista FC,Mickaël Meira,23,Portugal,Goalkeeper,GK,,Without Club,,,out,summer,Liga Portugal,2017,False,
Boavista FC,Mohamed Daf,23,Senegal,Central Midfield,CM,,Without Club,,,out,summer,Liga Portugal,2017,False,
Boavista FC,Alex Gorrin,24,Spain,Central Midfield,CM,,Sepsi OSK,Romania,0.0,out,winter,Liga Portugal,2017,False,
Boavista FC,Aidi Fulangxisi,27,China,Left-Back,LB,,SH Shenhua,China,0.0,out,winter,Liga Portugal,2017,False,
CD Feirense,João Silva,27,Portugal,Centre-Forward,CF,,Salernitana,Italy,0.0,in,summer,Liga Portugal,2017,False,
CD Feirense,Tiago Gomes,31,Portugal,Left-Back,LB,,SC Braga,Portugal,0.0,in,summer,Liga Portugal,2017,False,
CD Feirense,Michal Miskiewicz,28,Poland,Goalkeeper,GK,,Wisla Kraków,Poland,0.0,in,summer,Liga Portugal,2017,False,
CD Feirense,Caio Secco,26,Brazil,Goalkeeper,GK,,Sestri Levante,Italy,0.0,in,summer,Liga Portugal,2017,False,
CD Feirense,Antonio Briseño,23,Mexico,Centre-Back,CB,1500000.0,Tigres UANL,Mexico,0.0,in,summer,Liga Portugal,2017,False,
CD Feirense,Bruno Nascimento,26,Brazil,Centre-Back,CB,,Without Club,,0.0,in,summer,Liga Portugal,2017,False,
CD Feirense,Luis Henrique,19,Brazil,Centre-Forward,CF,,Atlético-PR,Brazil,0.0,in,summer,Liga Portugal,2017,False,
CD Feirense,Kódjo Alphonse,24,Cote d'Ivoire,Defensive Midfield,DM,,Gil Vicente,Portugal,0.0,in,summer,Liga Portugal,2017,False,
CD Feirense,José Valencia,25,Colombia,Centre-Forward,CF,,Indep. Santa Fe,Colombia,,in,summer,Liga Portugal,2017,False,
CD Feirense,Zé Pedro,20,Portugal,Left Winger,LW,,FC Porto B,Portugal,,in,summer,Liga Portugal,2017,False,
CD Feirense,Kiki,22,Portugal,Left-Back,LB,,Olhanense,Portugal,,in,summer,Liga Portugal,2017,False,
CD Feirense,João Graça,22,Portugal,Central Midfield,CM,,FC Porto B,Portugal,,in,summer,Liga Portugal,2017,False,
CD Feirense,Vaná Alves,26,Brazil,Goalkeeper,GK,,FC Porto,Portugal,1000000.0,out,summer,Liga Portugal,2017,False,
CD Feirense,Vítor Bruno,27,Portugal,Left-Back,LB,,Boavista,Portugal,0.0,out,summer,Liga Portugal,2017,False,
CD Feirense,Mica,22,Portugal,Right-Back,RB,,Fafe,Portugal,0.0,out,summer,Liga Portugal,2017,False,
CD Feirense,Pedro Santos,21,Portugal,Centre-Back,CB,,Águeda,Portugal,0.0,out,summer,Liga Portugal,2017,False,
CD Feirense,Wellington,29,Brazil,Centre-Forward,CF,,NorthEast Utd.,India,0.0,out,summer,Liga Portugal,2017,False,
CD Feirense,Rena,23,Portugal,Right-Back,RB,,Lus. Lourosa,Portugal,0.0,out,summer,Liga Portugal,2017,False,
CD Feirense,Vieirinha,20,Portugal,Attacking Midfield,AM,,Salgueiros,Portugal,0.0,out,summer,Liga Portugal,2017,False,
CD Feirense,Renato Maia,22,Portugal,Left-Back,LB,,S. João Ver,Portugal,0.0,out,summer,Liga Portugal,2017,False,
CD Feirense,Tiago Jogo,26,Portugal,Central Midfield,CM,,Olhanense,Portugal,0.0,out,summer,Liga Portugal,2017,False,
CD Feirense,William Tchuameni,20,Cameroon,Centre-Forward,CF,,SönderjyskE,Denmark,0.0,out,summer,Liga Portugal,2017,False,
CD Feirense,Peçanha,37,Brazil,Goalkeeper,GK,,Académico Viseu,Portugal,0.0,out,summer,Liga Portugal,2017,False,
CD Feirense,Platiny,26,Brazil,Centre-Forward,CF,,Chaves,Portugal,0.0,out,summer,Liga Portugal,2017,False,
CD Feirense,Rúben Oliveira,22,Portugal,Central Midfield,CM,,Guimarães B,Portugal,0.0,out,summer,Liga Portugal,2017,False,
CD Feirense,Nandinho,20,Portugal,Left-Back,LB,,Marítimo B,Portugal,,out,summer,Liga Portugal,2017,False,
CD Feirense,Ícaro,28,Brazil,Centre-Back,CB,,Without Club,,,out,summer,Liga Portugal,2017,False,
CD Feirense,Paulo Monteiro,32,Portugal,Centre-Back,CB,,Without Club,,,out,summer,Liga Portugal,2017,False,
CD Feirense,Fabinho,22,Portugal,Central Midfield,CM,,Without Club,,,out,summer,Liga Portugal,2017,False,
CD Feirense,Rafael Crivellaro,28,Brazil,Attacking Midfield,AM,,Sepahan,Iran,0.0,in,winter,Liga Portugal,2017,False,
CD Feirense,Luis Henrique,19,Brazil,Centre-Forward,CF,,Nacional-SP,Brazil,0.0,out,winter,Liga Portugal,2017,False,
CD Tondela,Tomané,24,Portugal,Centre-Forward,CF,,Arouca,Portugal,,in,summer,Liga Portugal,2017,False,
CD Tondela,Nick Ansell,23,Australia,Centre-Back,CB,,Melbourne,Australia,0.0,in,summer,Liga Portugal,2017,False,
CD Tondela,David Bruno,25,Portugal,Right-Back,RB,,FC Porto B,Portugal,0.0,in,summer,Liga Portugal,2017,False,
CD Tondela,Nego Tembeng,25,Cameroon,Defensive Midfield,DM,,MC El Eulma,Algeria,0.0,in,summer,Liga Portugal,2017,False,
CD Tondela,João Vasco,22,Portugal,Left Winger,LW,,Mortágua,Portugal,0.0,in,summer,Liga Portugal,2017,False,
